gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.3288,0.4719,0.2341,0.7776,0.0808,0.7834,0.9736,0.0008,0.5746,0.7814,0
DNAdamage,0.7281,0.1967,0.422,0.4731,0.186,0.9407,0.3129,0.4413,0.4857,0.6917,0
Metastasis,0.7645,0.2325,0.0787,0.9409,0.6931,0.1342,0.5013,0.1701,0.449,0.7906,1
Migration,0.9228,0.717,0.6007,0.6267,0.8306,0.8887,0.1375,0.1759,0.0678,0.1182,1
Invasion,0.0475,0.7829,0.5202,0.1475,0.5453,0.6691,0.9579,0.7547,0.3295,0.8303,1
EMT,0.9682,0.1494,0.7865,0.9028,0.2396,0.1153,0.0674,0.0648,0.7631,0.3474,1
Apoptosis,0.6125,0.2802,0.1341,0.4897,0.4336,0.2259,0.8195,0.7103,0.5646,0.9628,1
CellCycleArrest,0.4285,0.9894,0.4916,0.2417,0.5652,0.2866,0.7192,0.0951,0.1406,0.0301,1
GF,0.8235,0.2884,0.0875,0.7969,0.913,0.1642,0.0483,0.4796,0.586,0.3977,0
TGFbeta,0.0886,0.8699,0.0858,0.3749,0.217,0.7926,0.0206,0.824,0.4785,0.0618,0
p21,0.6238,0.7717,0.9699,0.5645,0.3302,0.8029,0.5672,0.2616,0.5307,0.4264,0
CDH1,0.7417,0.5578,0.1848,0.9631,0.2741,0.2618,0.6583,0.7482,0.3412,0.5298,0
CDH2,0.452,0.8324,0.82,0.6078,0.108,0.005,0.6016,0.3793,0.4988,0.1356,0
VIM,0.0112,0.4047,0.0419,0.7924,0.7717,0.9474,0.3036,0.0702,0.0886,0.6176,0
TWIST1,0.4172,0.8933,0.7404,0.1815,0.8329,0.0586,0.989,0.8386,0.568,0.6799,0
SNAI1,0.396,0.6795,0.8589,0.5056,0.3028,0.7996,0.7897,0.0735,0.9857,0.9509,0
SNAI2,0.9311,0.3629,0.7172,0.5536,0.2512,0.346,0.387,0.5856,0.9348,0.0045,0
ZEB1,0.7085,0.8843,0.037,0.7117,0.1758,0.431,0.8425,0.3381,0.3086,0.2256,0
ZEB2,0.8308,0.8204,0.8871,0.415,0.0549,0.4645,0.0164,0.3631,0.7076,0.9568,0
AKT1,0.5919,0.9359,0.4568,0.2231,0.5702,0.1008,0.9057,0.2688,0.4522,0.9669,0
DKK1,0.4824,0.4284,0.1125,0.8643,0.6616,0.3069,0.7895,0.498,0.0854,0.223,0
CTNNB1,0.4035,0.3332,0.7319,0.4446,0.031,0.5478,0.9326,0.1145,0.3335,0.5243,0
NICD,0.8188,0.9845,0.0276,0.7048,0.0959,0.144,0.135,0.9585,0.0108,0.1532,0
p63,0.6821,0.3817,0.51,0.045,0.3839,0.5759,0.1577,0.8477,0.5292,0.5188,0
p53,0.2424,0.9115,0.9918,0.6933,0.5211,0.5166,0.2188,0.3076,0.3075,0.0608,0
p73,0.1383,0.2661,0.0727,0.4707,0.6872,0.8833,0.4329,0.7339,0.2119,0.5775,0
miR200,0.2337,0.7023,0.467,0.4006,0.3548,0.6082,0.2232,0.0728,0.667,0.5662,0
miR203,0.4024,0.9631,0.4441,0.5756,0.6275,0.427,0.5656,0.095,0.3527,0.5094,0
miR34,0.7414,0.7567,0.915,0.5311,0.6433,0.3967,0.1416,0.0077,0.37,0.0337,0
AKT2,0.2881,0.0627,0.4281,0.9522,0.4216,0.7429,0.5552,0.3906,0.5549,0.5129,0
ERK,0.9321,0.2798,0.9464,0.1079,0.3306,0.7974,0.3359,0.7494,0.323,0.5928,0
SMAD,0.5382,0.3203,0.6411,0.1394,0.4958,0.3102,0.7592,0.0105,0.2611,0.4783,0
