gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.8985,0.4508,0.023,0.0378,0.065,0.8418,0.9487,0.5486,0.375,0.7602,0
DNAdamage,0.5673,0.5837,0.5482,0.5233,0.7569,0.2688,0.1496,0.0509,0.3516,0.199,0
Metastasis,0.2372,0.3166,0.059,0.2756,0.4839,0.7202,0.866,0.6138,0.459,0.1408,1
Migration,0.1524,0.0402,0.6665,0.8859,0.3179,0.2939,0.7067,0.8011,0.8411,0.5983,1
Invasion,0.7639,0.0714,0.6699,0.958,0.7359,0.1216,0.465,0.9488,0.6714,0.3113,1
EMT,0.5831,0.8115,0.9584,0.9974,0.6174,0.3001,0.2666,0.6895,0.2305,0.4358,1
Apoptosis,0.9429,0.9431,0.4893,0.4036,0.4734,0.0455,0.2207,0.6878,0.1499,0.8108,1
CellCycleArrest,0.3928,0.3106,0.742,0.4531,0.7607,0.6076,0.0891,0.9231,0.6388,0.9284,1
GF,0.7337,0.6035,0.6564,0.8064,0.2936,0.0605,0.9186,0.2901,0.3947,0.9985,0
TGFbeta,0.8319,0.4941,0.9827,0.097,0.3129,0.0289,0.4996,0.1514,0.2388,0.7091,0
p21,0.6623,0.4928,0.0459,0.0008,0.2578,0.2474,0.4274,0.7825,0.5771,0.6691,0
CDH1,0.725,0.8188,0.975,0.6937,0.6274,0.818,0.7857,0.0459,0.887,0.1292,0
CDH2,0.6611,0.2698,0.4222,0.0873,0.2165,0.0821,0.209,0.34,0.965,0.1165,0
VIM,0.1492,0.947,0.8424,0.519,0.862,0.6408,0.9073,0.031,0.3934,0.4246,0
TWIST1,0.9937,0.3543,0.3409,0.8546,0.99,0.5178,0.1778,0.5257,0.5029,0.998,0
SNAI1,0.1291,0.9369,0.5391,0.5016,0.4534,0.4715,0.5732,0.5318,0.5918,0.7588,0
SNAI2,0.2762,0.5094,0.9439,0.6637,0.5607,0.5284,0.85,0.9998,0.3717,0.6158,0
ZEB1,0.8328,0.9098,0.8792,0.5489,0.5567,0.0814,0.677,0.3343,0.3231,0.7971,0
ZEB2,0.6579,0.5103,0.8855,0.5629,0.2584,0.7211,0.6056,0.9744,0.4219,0.4555,0
AKT1,0.2156,0.8747,0.9403,0.878,0.3527,0.6666,0.3897,0.688,0.286,0.2725,0
DKK1,0.3295,0.3481,0.0251,0.6773,0.9662,0.515,0.2461,0.2256,0.9117,0.8942,0
CTNNB1,0.6229,0.7633,0.4634,0.6304,0.6531,0.0394,0.628,0.249,0.4504,0.9466,0
NICD,0.3203,0.7237,0.9605,0.7517,0.8585,0.5004,0.0452,0.3632,0.2731,0.346,0
p63,0.0669,0.7188,0.2401,0.1178,0.0368,0.7887,0.68,0.1171,0.7615,0.7625,0
p53,0.4322,0.6018,0.6889,0.6118,0.6621,0.4271,0.1258,0.9918,0.061,0.8669,0
p73,0.7045,0.9293,0.9751,0.4493,0.9023,0.551,0.993,0.8924,0.3965,0.3216,0
miR200,0.4565,0.924,0.1672,0.333,0.4755,0.7851,0.3251,0.7488,0.1309,0.5316,0
miR203,0.8348,0.6703,0.1795,0.5492,0.0306,0.647,0.8311,0.0083,0.2923,0.105,0
miR34,0.4383,0.8455,0.2764,0.8264,0.395,0.9772,0.3319,0.7517,0.62,0.6371,0
AKT2,0.1648,0.0216,0.6485,0.1652,0.6654,0.5254,0.8525,0.4286,0.2933,0.108,0
ERK,0.9718,0.6428,0.8473,0.8756,0.828,0.8717,0.5422,0.1712,0.8668,0.1415,0
SMAD,0.3978,0.265,0.6634,0.1406,0.8136,0.473,0.1447,0.9481,0.442,0.4803,0
