gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.2453,0.5407,0.5574,0.3865,0.5876,0.6691,0.7178,0.4916,0.6622,0.4216,0
DNAdamage,0.1779,0.5897,0.7997,0.2572,0.5318,0.0266,0.7665,0.8841,0.6029,0.0552,0
Metastasis,0.719,0.5578,0.8189,0.6869,0.9612,0.2221,0.9094,0.8986,0.7015,0.0142,1
Migration,0.3557,0.0711,0.1604,0.6129,0.7958,0.5284,0.5985,0.4397,0.0698,0.4558,1
Invasion,0.318,0.2831,0.3897,0.4002,0.2711,0.3854,0.7806,0.1066,0.8152,0.9789,1
EMT,0.9835,0.208,0.4229,0.5781,0.661,0.2005,0.658,0.3202,0.7471,0.494,1
Apoptosis,0.2135,0.5445,0.369,0.3995,0.64,0.9033,0.0697,0.7774,0.3463,0.4701,1
CellCycleArrest,0.5562,0.3322,0.8684,0.1917,0.8373,0.1049,0.2906,0.7558,0.9403,0.8988,1
GF,0.7942,0.1814,0.551,0.576,0.2291,0.9877,0.0314,0.025,0.2321,0.3233,0
TGFbeta,0.8094,0.9025,0.708,0.6784,0.3559,0.3599,0.8228,0.7862,0.8522,0.0932,0
p21,0.7547,0.9711,0.6289,0.3037,0.16,0.8913,0.3662,0.3128,0.4408,0.4504,0
CDH1,0.7902,0.6673,0.135,0.575,0.8837,0.6651,0.1408,0.9552,0.9727,0.4695,0
CDH2,0.4674,0.9397,0.7561,0.87,0.7788,0.0357,0.1185,0.1001,0.1409,0.6859,0
VIM,0.614,0.5732,0.0532,0.5996,0.2736,0.2401,0.9816,0.3848,0.4444,0.6315,0
TWIST1,0.9749,0.6413,0.7582,0.2062,0.5727,0.063,0.4882,0.6251,0.9607,0.2364,0
SNAI1,0.7478,0.7378,0.2628,0.817,0.6003,0.3651,0.3172,0.744,0.6182,0.4406,0
SNAI2,0.2992,0.7643,0.7006,0.7686,0.8693,0.2043,0.1089,0.4211,0.6287,0.1849,0
ZEB1,0.548,0.919,0.1562,0.5262,0.7782,0.0846,0.6102,0.3711,0.4703,0.3378,0
ZEB2,0.6102,0.5669,0.8992,0.3934,0.107,0.7669,0.3823,0.0641,0.8572,0.2076,0
AKT1,0.7625,0.1292,0.742,0.779,0.7244,0.828,0.7566,0.6945,0.4629,0.4876,0
DKK1,0.3112,0.6992,0.0248,0.4334,0.0866,0.9549,0.4507,0.1649,0.0472,0.9579,0
CTNNB1,0.5209,0.4381,0.5871,0.1867,0.8184,0.2081,0.7576,0.235,0.7871,0.8875,0
NICD,0.7715,0.3396,0.6214,0.6559,0.9716,0.2878,0.3074,0.9557,0.5914,0.2036,0
p63,0.8421,0.1473,0.3835,0.3314,0.8457,0.136,0.2641,0.8623,0.1854,0.363,0
p53,0.8736,0.8689,0.7831,0.6288,0.0251,0.9126,0.2017,0.0751,0.0882,0.6334,0
p73,0.7849,0.7042,0.6896,0.9558,0.4489,0.278,0.6383,0.2272,0.8422,0.1078,0
miR200,0.855,0.812,0.8686,0.6975,0.0403,0.9161,0.0435,0.8009,0.7374,0.7997,0
miR203,0.6324,0.8996,0.0931,0.2907,0.6023,0.7045,0.1465,0.6964,0.6632,0.6568,0
miR34,0.833,0.3703,0.4752,0.7006,0.9472,0.219,0.6828,0.5067,0.12,0.177,0
AKT2,0.748,0.7079,0.6504,0.9331,0.5374,0.7677,0.7916,0.8843,0.9604,0.6611,0
ERK,0.1588,0.6799,0.1996,0.0963,0.6462,0.185,0.3467,0.8538,0.7767,0.3814,0
SMAD,0.7437,0.698,0.788,0.7381,0.2865,0.0154,0.6511,0.9475,0.1096,0.1764,0
