gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.8427,0.6081,0.1361,0.046,0.4461,0.2348,0.0521,0.9416,0.5002,0.9707,0
DNAdamage,0.7585,0.4673,0.8083,0.2709,0.0325,0.9501,0.4949,0.4735,0.0233,0.3983,0
Metastasis,0.7448,0.5078,0.8713,0.0382,0.5011,0.3929,0.6412,0.1618,0.0552,0.559,1
Migration,0.8891,0.5879,0.214,0.1271,0.4465,0.2471,0.4484,0.3696,0.6175,0.6435,1
Invasion,0.9426,0.3876,0.1957,0.1943,0.8971,0.9304,0.4119,0.0685,0.2454,0.2802,1
EMT,0.5275,0.2502,0.2573,0.3874,0.5564,0.2255,0.6005,0.206,0.478,0.3206,1
Apoptosis,0.8993,0.7392,0.3974,0.3054,0.5856,0.7781,0.8699,0.9477,0.4723,0.6049,1
CellCycleArrest,0.593,0.2799,0.859,0.4924,0.3148,0.9626,0.4832,0.1371,0.9016,0.8253,1
GF,0.2893,0.9088,0.9202,0.8764,0.6758,0.4606,0.953,0.9434,0.3445,0.1965,0
TGFbeta,0.9044,0.6745,0.3138,0.4594,0.2484,0.2213,0.5088,0.1089,0.558,0.3866,0
p21,0.5461,0.2178,0.1974,0.7526,0.4985,0.2595,0.9935,0.3125,0.7408,0.2813,0
CDH1,0.6339,0.8264,0.9951,0.5071,0.6742,0.0977,0.2099,0.2236,0.7721,0.5333,0
CDH2,0.9303,0.0728,0.5747,0.7871,0.8016,0.8735,0.6184,0.0823,0.9749,0.0761,0
VIM,0.4258,0.6804,0.2888,0.3409,0.5754,0.874,0.6722,0.4826,0.2605,0.1211,0
TWIST1,0.662,0.141,0.296,0.5445,0.4603,0.8424,0.5208,0.2977,0.8251,0.8146,0
SNAI1,0.6427,0.4287,0.1414,0.7395,0.8817,0.3535,0.0967,0.0002,0.2788,0.473,0
SNAI2,0.3482,0.3171,0.39,0.2119,0.2348,0.513,0.4098,0.7033,0.5214,0.4079,0
ZEB1,0.5097,0.8523,0.5569,0.1055,0.3479,0.6975,0.1335,0.6789,0.3047,0.2619,0
ZEB2,0.0413,0.2843,0.4182,0.0948,0.5952,0.5396,0.8435,0.4268,0.5487,0.085,0
AKT1,0.6576,0.3923,0.4791,0.2546,0.0039,0.8281,0.1837,0.6408,0.2224,0.0093,0
DKK1,0.3571,0.3344,0.075,0.1165,0.4002,0.5278,0.6046,0.3082,0.7793,0.3585,0
CTNNB1,0.5438,0.3215,0.9286,0.0733,0.6574,0.0728,0.4789,0.4796,0.0588,0.0687,0
NICD,0.0072,0.6954,0.3288,0.1975,0.3447,0.3467,0.1651,0.6267,0.7464,0.6807,0
p63,0.8643,0.2592,0.236,0.3676,0.3453,0.6519,0.6166,0.8791,0.0002,0.1493,0
p53,0.3164,0.922,0.1985,0.1162,0.7071,0.3368,0.4796,0.796,0.6848,0.6517,0
p73,0.8305,0.4718,0.8277,0.1572,0.8351,0.6202,0.8456,0.1528,0.4485,0.3269,0
miR200,0.5308,0.5039,0.2383,0.8994,0.7178,0.3448,0.6186,0.272,0.355,0.0346,0
miR203,0.0036,0.6164,0.8704,0.6147,0.3097,0.7692,0.4425,0.9826,0.0462,0.2438,0
miR34,0.0918,0.4462,0.4981,0.3622,0.3916,0.0725,0.7471,0.15,0.7625,0.1937,0
AKT2,0.2328,0.5392,0.5302,0.3144,0.2937,0.6768,0.3336,0.4181,0.8758,0.6479,0
ERK,0.7323,0.3536,0.3536,0.5423,0.2055,0.3483,0.3653,0.5483,0.8982,0.1101,0
SMAD,0.2797,0.4266,0.6321,0.3785,0.1196,0.0336,0.1946,0.3118,0.3334,0.783,0
