gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.805,0.6314,0.8071,0.5336,0.3047,0.1671,0.0308,0.4203,0.3527,0.9349,0
DNAdamage,0.582,0.1478,0.3498,0.02,0.7159,0.2104,0.4657,0.5715,0.9435,0.9109,0
Metastasis,0.7097,0.3587,0.4072,0.5323,0.8321,0.3479,0.1246,0.6646,0.6032,0.5087,1
Migration,0.3135,0.7608,0.7477,0.7875,0.3295,0.3101,0.0651,0.833,0.0177,0.0284,1
Invasion,0.5862,0.7429,0.8839,0.9334,0.2043,0.3358,0.0983,0.9316,0.7819,0.8004,1
EMT,0.4469,0.0434,0.7425,0.8496,0.4438,0.5959,0.7651,0.685,0.3085,0.7651,1
Apoptosis,0.8592,0.6127,0.361,0.5202,0.5335,0.0711,0.386,0.9141,0.8594,0.0288,1
CellCycleArrest,0.1576,0.2715,0.3971,0.0519,0.4931,0.3291,0.3936,0.2413,0.6963,0.5672,1
GF,0.6424,0.563,0.5313,0.7899,0.0193,0.3943,0.5516,0.326,0.6366,0.1016,0
TGFbeta,0.4675,0.0261,0.7124,0.8084,0.8463,0.9099,0.4399,0.2889,0.7239,0.3743,0
p21,0.2094,0.9397,0.7337,0.5285,0.8924,0.693,0.0378,0.0685,0.4509,0.4665,0
CDH1,0.8821,0.8302,0.9873,0.7873,0.9207,0.6749,0.4266,0.6422,0.4216,0.9478,0
CDH2,0.4331,0.4732,0.0498,0.3564,0.7702,0.8725,0.4355,0.7476,0.8753,0.6172,0
VIM,0.7532,0.5245,0.5584,0.11,0.0565,0.4674,0.0216,0.1057,0.2132,0.428,0
TWIST1,0.496,0.5761,0.1554,0.3091,0.0739,0.312,0.8527,0.8259,0.1299,0.4701,0
SNAI1,0.8969,0.2816,0.9422,0.606,0.1219,0.032,0.5925,0.0327,0.7879,0.313,0
SNAI2,0.2997,0.6938,0.1676,0.4234,0.0554,0.3178,0.1646,0.0788,0.4564,0.5637,0
ZEB1,0.6688,0.8833,0.2126,0.5315,0.7938,0.432,0.2641,0.7279,0.8408,0.8769,0
ZEB2,0.272,0.4839,0.7785,0.2095,0.7516,0.9292,0.3453,0.3161,0.5722,0.5146,0
AKT1,0.358,0.5552,0.9553,0.7597,0.1221,0.6713,0.3511,0.1943,0.051,0.6089,0
DKK1,0.1092,0.825,0.4995,0.0095,0.2238,0.9121,0.9977,0.399,0.1591,0.1931,0
CTNNB1,0.5938,0.0422,0.9232,0.8507,0.6488,0.2138,0.3066,0.4461,0.7689,0.9486,0
NICD,0.2787,0.9938,0.1502,0.6332,0.2556,0.3949,0.6612,0.7046,0.3793,0.7977,0
p63,0.4329,0.5137,0.7859,0.8855,0.9891,0.6128,0.4462,0.2683,0.9252,0.3316,0
p53,0.3278,0.5127,0.6018,0.8081,0.3171,0.2597,0.9256,0.7326,0.6424,0.2823,0
p73,0.4805,0.0995,0.8331,0.1067,0.8439,0.3349,0.5884,0.4357,0.4836,0.3368,0
miR200,0.8817,0.9374,0.3863,0.3813,0.2631,0.5425,0.5099,0.311,0.7746,0.1546,0
miR203,0.9773,0.7996,0.681,0.217,0.3247,0.2868,0.4844,0.4317,0.9881,0.1436,0
miR34,0.1135,0.7897,0.5357,0.0048,0.291,0.1561,0.0234,0.4976,0.8202,0.4064,0
AKT2,0.6898,0.3768,0.8031,0.9367,0.7408,0.1995,0.4062,0.7456,0.2676,0.5591,0
ERK,0.8864,0.9301,0.4671,0.685,0.1182,0.9745,0.4831,0.6682,0.8577,0.2818,0
SMAD,0.8687,0.8762,0.8954,0.788,0.9478,0.468,0.9485,0.6759,0.4095,0.537,0
