gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.2888,0.6884,0.4913,0.7091,0.7802,0.8135,0.37,0.8152,0.0788,0.1184,0
DNAdamage,0.0698,0.8422,0.6979,0.4048,0.7207,0.3236,0.1617,0.684,0.9294,0.6076,0
Metastasis,0.0576,0.1235,0.5857,0.1835,0.2735,0.6869,0.355,0.6451,0.6752,0.3427,1
Migration,0.3259,0.9478,0.6569,0.8268,0.8928,0.16,0.0715,0.4209,0.8389,0.0668,1
Invasion,0.9722,0.5995,0.8524,0.5004,0.9303,0.5254,0.1701,0.6626,0.5339,0.2733,1
EMT,0.6201,0.8606,0.5654,0.498,0.8768,0.8326,0.0407,0.918,0.3098,0.475,1
Apoptosis,0.0566,0.4051,0.7609,0.8764,0.3029,0.7963,0.9752,0.1344,0.2591,0.3458,1
CellCycleArrest,0.6736,0.0303,0.5871,0.602,0.1202,0.5739,0.8685,0.8734,0.8961,0.4592,1
GF,0.6614,0.5079,0.4688,0.9686,0.6494,0.3597,0.0131,0.3622,0.2779,0.2261,0
TGFbeta,0.3579,0.7609,0.696,0.1068,0.1396,0.2722,0.8602,0.7249,0.4786,0.7343,0
p21,0.0092,0.9649,0.8114,0.6383,0.5185,0.7687,0.0913,0.8186,0.2135,0.1731,0
CDH1,0.6787,0.8267,0.0354,0.0549,0.7237,0.2319,0.6345,0.858,0.2733,0.657,0
CDH2,0.2584,0.1416,0.1138,0.8682,0.9877,0.3954,0.8947,0.7535,0.7114,0.0973,0
VIM,0.7027,0.6003,0.8398,0.2323,0.7156,0.175,0.4474,0.2413,0.8813,0.2934,0
TWIST1,0.8991,0.7652,0.6339,0.345,0.5307,0.7024,0.3236,0.1387,0.1217,0.4028,0
SNAI1,0.9375,0.1302,0.7332,0.5648,0.5593,0.3897,0.5616,0.997,0.3618,0.1895,0
SNAI2,0.7543,0.713,0.4019,0.6896,0.126,0.6239,0.6715,0.6327,0.7514,0.9567,0
ZEB1,0.3839,0.3603,0.9731,0.2769,0.6073,0.7709,0.0295,0.8201,0.6021,0.935,0
ZEB2,0.5374,0.4156,0.8899,0.6519,0.7159,0.485,0.6322,0.7156,0.3628,0.5667,0
AKT1,0.2138,0.6842,0.067,0.6907,0.5526,0.3429,0.0203,0.669,0.1289,0.0017,0
DKK1,0.3279,0.069,0.1442,0.8386,0.6656,0.6839,0.7799,0.109,0.2393,0.0631,0
CTNNB1,0.3824,0.9376,0.5577,0.3399,0.6805,0.6586,0.7071,0.7247,0.496,0.9193,0
NICD,0.6428,0.0616,0.1917,0.3312,0.1404,0.9836,0.0215,0.3016,0.3267,0.5711,0
p63,0.8937,0.6481,0.3456,0.856,0.1587,0.884,0.6641,0.2784,0.8993,0.9539,0
p53,0.6808,0.5164,0.3306,0.9345,0.0774,0.4089,0.76,0.1632,0.6846,0.2456,0
p73,0.8169,0.0092,0.8332,0.9705,0.3822,0.4129,0.2954,0.8559,0.2538,0.21,0
miR200,0.5484,0.2132,0.6173,0.5177,0.887,0.024,0.4584,0.6342,0.703,0.2337,0
miR203,0.6376,0.2014,0.9949,0.1289,0.3447,0.4928,0.8115,0.9378,0.7396,0.444,0
miR34,0.9067,0.4752,0.6865,0.438,0.8516,0.0939,0.2801,0.268,0.6702,0.8915,0
AKT2,0.7184,0.3189,0.2406,0.4658,0.5347,0.8102,0.822,0.1417,0.2811,0.1169,0
ERK,0.1658,0.2345,0.14,0.9168,0.8987,0.0652,0.4461,0.8928,0.5508,0.5013,0
SMAD,0.1262,0.2042,0.7284,0.9057,0.4247,0.3205,0.1515,0.2835,0.2439,0.5736,0
