gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.0635,0.9263,0.0072,0.4614,0.6278,0.5075,0.1553,0.551,0.4366,0.869,0
DNAdamage,0.0471,0.2751,0.1163,0.6776,0.6376,0.9871,0.7396,0.4946,0.5708,0.2108,0
Metastasis,0.0803,0.6236,0.9766,0.109,0.7281,0.2229,0.0469,0.7333,0.9679,0.0894,1
Migration,0.2751,0.3009,0.1715,0.4998,0.9382,0.0649,0.8801,0.7487,0.9857,0.3096,1
Invasion,0.5687,0.8104,0.4511,0.4643,0.9426,0.9583,0.3386,0.9359,0.4954,0.8232,1
EMT,0.0712,0.3836,0.2887,0.8242,0.2166,0.2171,0.1257,0.7908,0.2415,0.5046,1
Apoptosis,0.8277,0.9262,0.9967,0.3063,0.0295,0.2347,0.3555,0.6481,0.1433,0.9533,1
CellCycleArrest,0.715,0.9967,0.1448,0.3662,0.0017,0.3221,0.687,0.5459,0.2248,0.74,1
GF,0.9592,0.8317,0.4116,0.8728,0.7619,0.8066,0.9678,0.9608,0.2449,0.0197,0
TGFbeta,0.9095,0.3163,0.9664,0.6488,0.2329,0.5838,0.5803,0.5899,0.0649,0.6741,0
p21,0.3226,0.147,0.4703,0.1067,0.81,0.9764,0.6861,0.3161,0.3489,0.9408,0
CDH1,0.5932,0.1251,0.8853,0.2266,0.3877,0.4684,0.5318,0.8154,0.9582,0.6602,0
CDH2,0.0555,0.1063,0.248,0.0465,0.7041,0.5433,0.785,0.5403,0.0929,0.1307,0
VIM,0.3625,0.2726,0.9817,0.6519,0.7881,0.7372,0.2852,0.7054,0.9733,0.442,0
TWIST1,0.0001,0.4245,0.8982,0.0771,0.3017,0.0267,0.6633,0.5122,0.4773,0.546,0
SNAI1,0.4256,0.0908,0.9626,0.1152,0.9203,0.7626,0.9949,0.8232,0.7457,0.7852,0
SNAI2,0.7155,0.2664,0.3592,0.3935,0.05,0.7022,0.7929,0.0954,0.3831,0.4643,0
ZEB1,0.5945,0.2559,0.7386,0.7406,0.3011,0.1854,0.8742,0.278,0.8277,0.0572,0
ZEB2,0.2759,0.3509,0.4431,0.8294,0.2722,0.7982,0.7683,0.4084,0.3429,0.4133,0
AKT1,0.3684,0.7625,0.8471,0.4729,0.2659,0.7537,0.7467,0.2216,0.0108,0.65,0
DKK1,0.5426,0.187,0.2043,0.2334,0.4492,0.6477,0.3297,0.3218,0.1415,0.8764,0
CTNNB1,0.675,0.825,0.9541,0.0048,0.2907,0.3278,0.6305,0.9491,0.1381,0.4169,0
NICD,0.7183,0.3277,0.8172,0.3378,0.0536,0.9183,0.9833,0.862,0.4677,0.3642,0
p63,0.2071,0.6106,0.572,0.6276,0.315,0.3424,0.495,0.2601,0.242,0.5114,0
p53,0.1994,0.3126,0.5902,0.1971,0.0409,0.1519,0.6885,0.0352,0.5231,0.0496,0
p73,0.5187,0.6052,0.1104,0.5829,0.2637,0.3644,0.73,0.5479,0.2945,0.7937,0
miR200,0.4252,0.4351,0.8819,0.6546,0.3297,0.055,0.865,0.8839,0.3161,0.7566,0
miR203,0.9096,0.7892,0.5271,0.1546,0.9533,0.2132,0.8,0.9961,0.4763,0.1123,0
miR34,0.5057,0.7384,0.2149,0.748,0.5517,0.7422,0.8583,0.7032,0.5726,0.1802,0
AKT2,0.2969,0.1306,0.7425,0.5806,0.5559,0.8632,0.3764,0.0237,0.6541,0.4607,0
ERK,0.6815,0.7523,0.6221,0.6073,0.331,0.7959,0.7551,0.7325,0.0594,0.638,0
SMAD,0.633,0.5466,0.7568,0.9693,0.5212,0.8532,0.362,0.1815,0.6081,0.6088,0
