gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.1926,0.5735,0.389,0.9224,0.6201,0.0743,0.9428,0.072,0.5849,0.2036,0
DNAdamage,0.0629,0.8586,0.3452,0.6772,0.3191,0.5512,0.8386,0.8989,0.4456,0.7322,0
Metastasis,0.8379,0.0405,0.6057,0.6532,0.0087,0.8084,0.7575,0.9074,0.1682,0.4992,1
Migration,0.1205,0.9565,0.8194,0.4521,0.4851,0.5605,0.5052,0.2306,0.9565,0.2163,1
Invasion,0.6222,0.231,0.4781,0.0924,0.6628,0.3756,0.672,0.099,0.1798,0.0846,1
EMT,0.5005,0.0001,0.6091,0.2214,0.1406,0.8146,0.0974,0.7286,0.6954,0.545,1
Apoptosis,0.4251,0.6542,0.2036,0.4592,0.8729,0.8763,0.066,0.6062,0.9925,0.1317,1
CellCycleArrest,0.0754,0.3807,0.3234,0.4333,0.7759,0.9602,0.5126,0.4325,0.8311,0.9923,1
GF,0.8917,0.4183,0.5546,0.0017,0.6041,0.1563,0.1517,0.9393,0.564,0.4286,0
TGFbeta,0.8296,0.8247,0.3538,0.2746,0.9368,0.2424,0.3815,0.9066,0.1247,0.2073,0
p21,0.8707,0.8281,0.8104,0.8433,0.2754,0.0909,0.4039,0.5787,0.6577,0.3843,0
CDH1,0.8367,0.9745,0.8627,0.0388,0.6533,0.3871,0.8727,0.4408,0.0759,0.6418,0
CDH2,0.1369,0.5319,0.3082,0.7618,0.2699,0.7234,0.0584,0.7266,0.6778,0.1034,0
VIM,0.1476,0.9964,0.6459,0.6031,0.3834,0.9229,0.4884,0.4948,0.5313,0.8915,0
TWIST1,0.304,0.5778,0.1737,0.5285,0.6457,0.2059,0.5091,0.9905,0.1471,0.8022,0
SNAI1,0.413,0.4904,0.1854,0.2125,0.2076,0.5379,0.2576,0.2088,0.3342,0.5366,0
SNAI2,0.5514,0.5543,0.0098,0.4235,0.2625,0.8631,0.4822,0.2724,0.6868,0.3278,0
ZEB1,0.2403,0.8425,0.0679,0.7543,0.6647,0.3345,0.1108,0.278,0.43,0.4299,0
ZEB2,0.6043,0.0099,0.3024,0.6942,0.9265,0.5263,0.1058,0.6632,0.8482,0.1243,0
AKT1,0.2038,0.7665,0.4311,0.425,0.4874,0.9329,0.0616,0.0635,0.3126,0.3558,0
DKK1,0.6265,0.8799,0.3986,0.7143,0.4372,0.3475,0.712,0.9904,0.0472,0.1999,0
CTNNB1,0.4513,0.5283,0.9527,0.3619,0.951,0.7834,0.2677,0.0335,0.1487,0.8938,0
NICD,0.8492,0.089,0.2865,0.321,0.0449,0.3541,0.084,0.8806,0.5522,0.0353,0
p63,0.2984,0.9135,0.6157,0.8651,0.8724,0.7961,0.2557,0.9361,0.7337,0.2175,0
p53,0.538,0.9371,0.2239,0.0028,0.0716,0.8742,0.3098,0.7178,0.1484,0.5311,0
p73,0.9633,0.0138,0.3737,0.5359,0.7241,0.1655,0.6463,0.4011,0.5454,0.4455,0
miR200,0.7937,0.9347,0.6001,0.2534,0.397,0.3396,0.3315,0.7453,0.5861,0.4711,0
miR203,0.8917,0.5668,0.4572,0.9077,0.0886,0.1652,0.8865,0.9858,0.5389,0.8571,0
miR34,0.2317,0.62,0.1845,0.9578,0.5623,0.8804,0.3931,0.1097,0.8385,0.7013,0
AKT2,0.3277,0.6171,0.816,0.9686,0.4603,0.2953,0.3923,0.5223,0.129,0.2205,0
ERK,0.2027,0.8887,0.6087,0.9342,0.3825,0.3044,0.4495,0.0277,0.4569,0.0639,0
SMAD,0.7064,0.1398,0.209,0.457,0.9113,0.8319,0.2591,0.2266,0.4727,0.7258,0
