gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.4286,0.7328,0.2372,0.4911,0.565,0.2099,0.1152,0.0594,0.6651,0.4769,0
DNAdamage,0.6201,0.7846,0.9964,0.3433,0.5754,0.2148,0.0009,0.2535,0.2279,0.2241,0
Metastasis,0.1927,0.1263,0.0254,0.6014,0.9053,0.5462,0.6074,0.2785,0.6707,0.4289,1
Migration,0.2915,0.157,0.3813,0.8484,0.6456,0.0504,0.49,0.6641,0.0271,0.8705,1
Invasion,0.6563,0.6045,0.9015,0.7536,0.5819,0.7978,0.4935,0.9884,0.7409,0.9935,1
EMT,0.3204,0.4929,0.6633,0.0862,0.8585,0.0684,0.0494,0.1551,0.946,0.8363,1
Apoptosis,0.6975,0.1758,0.6658,0.8888,0.4944,0.2066,0.4507,0.6317,0.4106,0.8959,1
CellCycleArrest,0.7774,0.8688,0.9981,0.2524,0.9945,0.7213,0.1295,0.7706,0.7014,0.4706,1
GF,0.7676,0.5851,0.7743,0.4154,0.6196,0.3868,0.6452,0.0609,0.0896,0.1981,0
TGFbeta,0.6754,0.9632,0.8253,0.0325,0.702,0.9124,0.4852,0.9572,0.9751,0.6833,0
p21,0.3592,0.8222,0.8648,0.8166,0.0157,0.4623,0.7514,0.0333,0.2263,0.3571,0
CDH1,0.5113,0.0216,0.4201,0.3695,0.8093,0.6558,0.0606,0.5539,0.5835,0.6653,0
CDH2,0.7253,0.686,0.4968,0.5026,0.427,0.0012,0.5595,0.2965,0.409,0.8835,0
VIM,0.11,0.2974,0.5365,0.0088,0.7962,0.8106,0.4898,0.721,0.5791,0.2373,0
TWIST1,0.7848,0.1474,0.2934,0.1309,0.3068,0.1441,0.3471,0.5924,0.5472,0.3786,0
SNAI1,0.0412,0.0924,0.6771,0.9709,0.6528,0.235,0.9786,0.1437,0.1332,0.2615,0
SNAI2,0.3859,0.7809,0.5401,0.0804,0.9241,0.0477,0.886,0.6758,0.0797,0.1009,0
ZEB1,0.311,0.6365,0.1585,0.111,0.2202,0.1558,0.2614,0.4783,0.3234,0.0748,0
ZEB2,0.7345,0.1864,0.2438,0.2085,0.5758,0.4519,0.2424,0.9008,0.7453,0.0107,0
AKT1,0.2506,0.7417,0.2082,0.3901,0.414,0.8866,0.8723,0.6538,0.4778,0.2545,0
DKK1,0.8591,0.8824,0.4502,0.453,0.7314,0.8937,0.3141,0.9041,0.3976,0.4125,0
CTNNB1,0.7132,0.8319,0.966,0.0549,0.7208,0.4429,0.7869,0.6356,0.6423,0.1042,0
NICD,0.8577,0.3903,0.8235,0.2975,0.6759,0.4084,0.0066,0.9265,0.0227,0.8639,0
p63,0.0135,0.341,0.9144,0.1302,0.0028,0.4059,0.8668,0.6345,0.7924,0.8684,0
p53,0.5627,0.2932,0.4529,0.1991,0.2783,0.6829,0.218,0.7736,0.237,0.6157,0
p73,0.5598,0.2805,0.2385,0.5834,0.8306,0.0698,0.8647,0.1984,0.3363,0.7191,0
miR200,0.4387,0.4152,0.3105,0.0987,0.9168,0.7539,0.3054,0.2294,0.7425,0.539,0
miR203,0.4235,0.0115,0.6277,0.5642,0.685,0.2152,0.4273,0.7205,0.4924,0.7734,0
miR34,0.2735,0.4414,0.3059,0.6325,0.3778,0.7875,0.3792,0.7717,0.7003,0.4549,0
AKT2,0.0999,0.0823,0.1311,0.3101,0.6907,0.5649,0.097,0.8943,0.1897,0.4722,0
ERK,0.828,0.5566,0.3966,0.6419,0.6389,0.6887,0.7441,0.0853,0.4404,0.0787,0
SMAD,0.8623,0.9082,0.5022,0.822,0.539,0.2053,0.4108,0.3234,0.1555,0.9011,0
