gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.866,0.6082,0.4298,0.5585,0.2976,0.4774,0.2644,0.3941,0.5168,0.5667,0
DNAdamage,0.0986,0.9215,0.6132,0.082,0.8115,0.7772,0.0651,0.8571,0.1277,0.4729,0
Metastasis,0.0953,0.1723,0.2552,0.7615,0.9766,0.8414,0.7836,0.878,0.4089,0.315,1
Migration,0.9514,0.8661,0.7446,0.5342,0.2691,0.1383,0.1463,0.0209,0.9781,0.6103,1
Invasion,0.2122,0.0421,0.5005,0.9444,0.3687,0.8346,0.4279,0.9133,0.0973,0.5128,1
EMT,0.225,0.8981,0.4565,0.5038,0.48,0.1869,0.722,0.3558,0.5969,0.1477,1
Apoptosis,0.0005,0.9881,0.4728,0.0761,0.0114,0.9093,0.3645,0.7817,0.4248,0.17,1
CellCycleArrest,0.4029,0.8627,0.7699,0.0184,0.9164,0.1377,0.5846,0.4296,0.1203,0.7098,1
GF,0.2401,0.3996,0.5485,0.3082,0.1395,0.2945,0.1647,0.8012,0.0688,0.956,0
TGFbeta,0.2557,0.7768,0.3528,0.8124,0.3126,0.7615,0.7973,0.7394,0.9571,0.1402,0
p21,0.7449,0.2149,0.4042,0.1682,0.7703,0.1942,0.8146,0.2424,0.3318,0.2232,0
CDH1,0.6967,0.8958,0.8176,0.8858,0.7967,0.3549,0.9488,0.8499,0.1573,0.8915,0
CDH2,0.6245,0.8294,0.2609,0.6378,0.951,0.464,0.2129,0.6825,0.4283,0.7112,0
VIM,0.7097,0.0019,0.6409,0.082,0.5108,0.2365,0.3185,0.6863,0.14,0.0802,0
TWIST1,0.3464,0.4665,0.1861,0.0457,0.7849,0.9675,0.5986,0.8039,0.0079,0.3826,0
SNAI1,0.5844,0.78,0.0906,0.1244,0.2187,0.0041,0.9845,0.5263,0.2432,0.3025,0
SNAI2,0.1799,0.6614,0.5357,0.2309,0.0285,0.5396,0.9345,0.8599,0.0724,0.4712,0
ZEB1,0.1534,0.7891,0.9421,0.7694,0.8197,0.6241,0.9568,0.8168,0.3879,0.7956,0
ZEB2,0.9477,0.3518,0.4888,0.9083,0.8007,0.5988,0.6415,0.2682,0.1856,0.7115,0
AKT1,0.9794,0.5102,0.4532,0.0731,0.997,0.3408,0.2515,0.9131,0.7388,0.3838,0
DKK1,0.8001,0.5318,0.18,0.4661,0.9314,0.5591,0.592,0.5316,0.9537,0.8507,0
CTNNB1,0.7446,0.7721,0.0586,0.8083,0.9902,0.8037,0.2874,0.9373,0.1621,0.3099,0
NICD,0.7453,0.9424,0.407,0.8831,0.3985,0.2164,0.2996,0.2125,0.9926,0.1591,0
p63,0.3319,0.1608,0.9116,0.6394,0.2635,0.2054,0.9644,0.1214,0.3833,0.8861,0
p53,0.2197,0.9532,0.2747,0.2447,0.491,0.1241,0.9144,0.3632,0.6517,0.3996,0
p73,0.7125,0.2406,0.6458,0.6523,0.2261,0.6197,0.4707,0.7455,0.9558,0.7065,0
miR200,0.6738,0.7174,0.2748,0.4812,0.9061,0.7697,0.1253,0.968,0.2918,0.1079,0
miR203,0.3188,0.774,0.9178,0.7922,0.011,0.4755,0.4073,0.611,0.5531,0.3314,0
miR34,0.6052,0.1572,0.0832,0.8779,0.931,0.1316,0.3228,0.4547,0.2121,0.9957,0
AKT2,0.0372,0.6658,0.6099,0.6017,0.0451,0.4459,0.9755,0.7524,0.5721,0.2308,0
ERK,0.249,0.7318,0.4122,0.7567,0.2149,0.3495,0.2785,0.5324,0.3673,0.2743,0
SMAD,0.4332,0.9842,0.9618,0.353,0.1991,0.5329,0.3305,0.8184,0.7991,0.6675,0
