gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.1145,0.6506,0.8246,0.2161,0.7692,0.7937,0.9812,0.5194,0.2523,0.6865,0
DNAdamage,0.3643,0.9186,0.2555,0.0909,0.2112,0.4167,0.7373,0.7726,0.2136,0.1166,0
Metastasis,0.6467,0.1917,0.7692,0.7296,0.2523,0.7291,0.8575,0.8865,0.4911,0.7864,1
Migration,0.7654,0.8261,0.0202,0.8241,0.3443,0.6015,0.6342,0.0157,0.5318,0.3847,1
Invasion,0.9289,0.2681,0.402,0.3045,0.5722,0.5561,0.0585,0.4822,0.983,0.8727,1
EMT,0.1682,0.4828,0.2516,0.2059,0.2092,0.8201,0.6411,0.4464,0.4727,0.8757,1
Apoptosis,0.3326,0.2863,0.1108,0.9578,0.7217,0.9923,0.9349,0.7977,0.9418,0.2328,1
CellCycleArrest,0.0041,0.0059,0.3488,0.5607,0.8614,0.4547,0.5751,0.1825,0.491,0.2005,1
GF,0.4573,0.6981,0.4911,0.7558,0.4144,0.8098,0.5136,0.3268,0.113,0.2787,0
TGFbeta,0.0376,0.9924,0.1432,0.0427,0.2598,0.365,0.216,0.8771,0.0524,0.0988,0
p21,0.0421,0.3159,0.3644,0.8698,0.2392,0.5995,0.1004,0.2401,0.8855,0.5942,0
CDH1,0.4842,0.2487,0.9829,0.9374,0.3643,0.8897,0.3516,0.3284,0.8495,0.7621,0
CDH2,0.6817,0.9334,0.7468,0.6705,0.5226,0.9488,0.4786,0.7599,0.7818,0.9757,0
VIM,0.8064,0.2657,0.7504,0.7195,0.2671,0.5335,0.0889,0.5884,0.8777,0.8677,0
TWIST1,0.0175,0.5482,0.3831,0.3173,0.0387,0.9482,0.6395,0.6173,0.2481,0.9935,0
SNAI1,0.5259,0.2452,0.8001,0.1309,0.785,0.8499,0.3375,0.8816,0.8112,0.1398,0
SNAI2,0.0376,0.2641,0.3289,0.6625,0.7356,0.4918,0.6428,0.0413,0.2882,0.5041,0
ZEB1,0.6202,0.076,0.9987,0.9,0.2247,0.5652,0.9025,0.705,0.5909,0.462,0
ZEB2,0.3863,0.7108,0.4639,0.9573,0.3115,0.7909,0.0382,0.3901,0.3606,0.5916,0
AKT1,0.5414,0.7531,0.4836,0.6605,0.1264,0.5729,0.765,0.8233,0.1761,0.7581,0
DKK1,0.3261,0.1753,0.1104,0.6255,0.6598,0.8919,0.9569,0.0459,0.5197,0.5175,0
CTNNB1,0.901,0.8192,0.5819,0.4258,0.0084,0.9329,0.7665,0.7645,0.2302,0.5067,0
NICD,0.4281,0.5634,0.2565,0.59,0.132,0.0069,0.3256,0.3031,0.4691,0.7896,0
p63,0.6588,0.9233,0.7891,0.0932,0.5431,0.5421,0.5427,0.7039,0.8463,0.8795,0
p53,0.6616,0.4636,0.1186,0.4709,0.0274,0.5594,0.9458,0.2199,0.5491,0.4799,0
p73,0.6087,0.9954,0.6642,0.5081,0.9438,0.5443,0.2056,0.2553,0.6387,0.4274,0
miR200,0.4785,0.3619,0.0848,0.5807,0.1244,0.4022,0.4559,0.6828,0.0447,0.8619,0
miR203,0.7662,0.3073,0.7083,0.7757,0.7423,0.0269,0.4141,0.5922,0.9118,0.9522,0
miR34,0.8011,0.7175,0.6046,0.3678,0.1269,0.8107,0.3962,0.1501,0.1886,0.9715,0
AKT2,0.5214,0.3686,0.4948,0.2615,0.2044,0.8161,0.1108,0.8702,0.3346,0.3759,0
ERK,0.0168,0.6194,0.5499,0.5316,0.3475,0.9899,0.7944,0.333,0.7037,0.2612,0
SMAD,0.9481,0.2349,0.1775,0.6379,0.6142,0.2816,0.5194,0.3887,0.6872,0.811,0
