gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.9384,0.1207,0.8414,0.5061,0.7453,0.7966,0.9091,0.8029,0.2083,0.35,0
DNAdamage,0.8445,0.9518,0.9326,0.9736,0.5863,0.6283,0.628,0.4699,0.8805,0.0754,0
Metastasis,0.918,0.3072,0.7198,0.9163,0.8704,0.7624,0.6538,0.0548,0.1079,0.1542,1
Migration,0.048,0.5638,0.5647,0.8401,0.9717,0.503,0.0389,0.5503,0.6527,0.4199,1
Invasion,0.5954,0.7942,0.5966,0.3632,0.5824,0.101,0.6734,0.493,0.0958,0.3049,1
EMT,0.4679,0.7603,0.4828,0.8066,0.836,0.0292,0.8061,0.2683,0.7332,0.391,1
Apoptosis,0.7479,0.8479,0.8438,0.5825,0.2061,0.7327,0.6844,0.2589,0.899,0.5343,1
CellCycleArrest,0.2091,0.3205,0.0851,0.2325,0.9555,0.5394,0.0219,0.746,0.7329,0.7507,1
GF,0.092,0.4515,0.8503,0.4823,0.7455,0.46,0.2774,0.7028,0.6767,0.5716,0
TGFbeta,0.3359,0.6068,0.6135,0.5415,0.6293,0.0508,0.849,0.7726,0.8905,0.6502,0
p21,0.7259,0.7398,0.0757,0.1424,0.6956,0.7416,0.9688,0.5041,0.5756,0.2705,0
CDH1,0.057,0.3753,0.2806,0.6648,0.1843,0.675,0.494,0.4322,0.6342,0.6412,0
CDH2,0.5579,0.0067,0.6413,0.8098,0.1631,0.053,0.1327,0.1071,0.4048,0.2556,0
VIM,0.3449,0.3202,0.6613,0.2927,0.5037,0.7026,0.6297,0.1948,0.3838,0.0153,0
TWIST1,0.5646,0.6946,0.4847,0.7356,0.6142,0.3796,0.5917,0.1564,0.2843,0.719,0
SNAI1,0.6659,0.4488,0.254,0.0907,0.1631,0.9356,0.7263,0.0016,0.5097,0.5953,0
SNAI2,0.6625,0.5097,0.854,0.5438,0.9114,0.3588,0.0398,0.3988,0.4845,0.681,0
ZEB1,0.2045,0.3956,0.5291,0.1479,0.121,0.6319,0.5653,0.8266,0.1979,0.1284,0
ZEB2,0.8932,0.5309,0.3742,0.4048,0.4729,0.6953,0.885,0.8551,0.4296,0.2886,0
AKT1,0.3789,0.6432,0.5655,0.3101,0.6021,0.0463,0.5203,0.3442,0.5203,0.8392,0
DKK1,0.1548,0.0224,0.3166,0.4461,0.6581,0.3088,0.4063,0.405,0.4602,0.2061,0
CTNNB1,0.9566,0.0194,0.178,0.8299,0.5857,0.0607,0.3522,0.6799,0.5756,0.6873,0
NICD,0.5108,0.497,0.6771,0.735,0.4737,0.952,0.9015,0.4407,0.0444,0.3868,0
p63,0.0248,0.0465,0.156,0.7376,0.545,0.0363,0.8032,0.7029,0.2983,0.8385,0
p53,0.2349,0.3894,0.8677,0.1862,0.3167,0.6524,0.6122,0.8067,0.2841,0.6384,0
p73,0.5575,0.1307,0.6965,0.1856,0.208,0.2731,0.5104,0.968,0.5554,0.2433,0
miR200,0.5338,0.1634,0.6297,0.2668,0.1187,0.9021,0.3322,0.8828,0.358,0.559,0
miR203,0.4552,0.8502,0.923,0.6795,0.2391,0.39,0.2585,0.8712,0.5646,0.632,0
miR34,0.4843,0.6265,0.6712,0.8231,0.9686,0.4503,0.6886,0.3615,0.0558,0.1544,0
AKT2,0.7506,0.7224,0.1608,0.6004,0.5382,0.4629,0.0075,0.7696,0.2109,0.4643,0
ERK,0.7229,0.3801,0.2403,0.8266,0.3557,0.39,0.7664,0.9907,0.0356,0.3307,0
SMAD,0.5212,0.369,0.6087,0.6358,0.6592,0.8683,0.7554,0.9606,0.0939,0.6128,0
