gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.9163,0.8853,0.0313,0.3854,0.1595,0.5592,0.3882,0.4108,0.4769,0.7105,0
DNAdamage,0.3085,0.1933,0.1811,0.2203,0.019,0.424,0.0942,0.7203,0.3016,0.5423,0
Metastasis,0.0832,0.832,0.8786,0.8329,0.665,0.992,0.6796,0.4956,0.9569,0.315,1
Migration,0.095,0.4294,0.7199,0.0789,0.7512,0.6741,0.382,0.9151,0.2207,0.0972,1
Invasion,0.4927,0.2259,0.9227,0.32,0.5698,0.0726,0.6155,0.6719,0.5803,0.4975,1
EMT,0.4274,0.0382,0.0378,0.9844,0.0538,0.2487,0.3252,0.4999,0.3631,0.2863,1
Apoptosis,0.7277,0.6804,0.4689,0.2416,0.2107,0.3319,0.0306,0.0288,0.7495,0.2113,1
CellCycleArrest,0.733,0.2009,0.9521,0.8818,0.8191,0.3592,0.2596,0.2328,0.0011,0.8921,1
GF,0.9211,0.713,0.2339,0.9736,0.3779,0.8985,0.1497,0.7788,0.9625,0.1365,0
TGFbeta,0.8799,0.3662,0.1875,0.0397,0.8609,0.0384,0.5932,0.2032,0.1304,0.1406,0
p21,0.3597,0.0072,0.2343,0.8114,0.0144,0.3087,0.8611,0.5751,0.2855,0.9175,0
CDH1,0.4648,0.449,0.4781,0.7826,0.5371,0.1568,0.8561,0.8862,0.2648,0.1817,0
CDH2,0.0141,0.221,0.1612,0.4589,0.8782,0.1323,0.5698,0.6138,0.2831,0.61,0
VIM,0.737,0.9874,0.568,0.5509,0.3066,0.4388,0.3883,0.4797,0.7578,0.3664,0
TWIST1,0.0058,0.668,0.797,0.7243,0.9308,0.6853,0.0861,0.8158,0.2889,0.9269,0
SNAI1,0.2767,0.5169,0.883,0.0109,0.3696,0.1953,0.4314,0.9053,0.4647,0.9042,0
SNAI2,0.1755,0.047,0.436,0.0313,0.7571,0.7788,0.7547,0.5035,0.8544,0.1588,0
ZEB1,0.2591,0.7683,0.4336,0.9969,0.3329,0.5465,0.0947,0.4711,0.6114,0.4585,0
ZEB2,0.1799,0.6288,0.1898,0.0093,0.6133,0.5285,0.1261,0.4345,0.0993,0.621,0
AKT1,0.01,0.884,0.5357,0.2563,0.9143,0.5612,0.4641,0.8585,0.7428,0.2412,0
DKK1,0.2879,0.5822,0.6552,0.9721,0.1881,0.8001,0.3223,0.3899,0.4297,0.5353,0
CTNNB1,0.9821,0.0099,0.3663,0.9814,0.6678,0.3752,0.1109,0.3724,0.8271,0.3823,0
NICD,0.1423,0.7877,0.178,0.9873,0.7817,0.8753,0.9938,0.401,0.106,0.9311,0
p63,0.8024,0.7755,0.2019,0.2636,0.8222,0.2493,0.4771,0.9106,0.2162,0.6549,0
p53,0.3034,0.8443,0.8747,0.1018,0.5068,0.4981,0.84,0.7925,0.2987,0.3238,0
p73,0.7044,0.6115,0.2861,0.7316,0.6741,0.0096,0.4993,0.9824,0.1243,0.4408,0
miR200,0.3777,0.6804,0.576,0.9109,0.8525,0.8628,0.14,0.9186,0.4222,0.7464,0
miR203,0.8931,0.494,0.4761,0.4384,0.3582,0.8875,0.6312,0.5448,0.3863,0.2944,0
miR34,0.2958,0.3032,0.9322,0.1016,0.4867,0.8232,0.9349,0.8838,0.0302,0.5633,0
AKT2,0.5865,0.9117,0.6993,0.3078,0.4577,0.5997,0.1232,0.4031,0.5457,0.4858,0
ERK,0.3961,0.8763,0.9534,0.934,0.757,0.4626,0.4896,0.0025,0.0528,0.8835,0
SMAD,0.8111,0.8287,0.9488,0.3751,0.3557,0.8893,0.8264,0.3698,0.1319,0.9056,0
