gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.2416,0.5917,0.5982,0.6574,0.8326,0.8952,0.1824,0.7334,0.7687,0.3749,0
DNAdamage,0.5477,0.2105,0.2465,0.867,0.7151,0.5345,0.5495,0.7975,0.0351,0.5977,0
Metastasis,0.588,0.0498,0.9617,0.7656,0.5666,0.8757,0.5894,0.6341,0.3165,0.7825,1
Migration,0.5171,0.3223,0.6082,0.4737,0.8574,0.3923,0.6794,0.8115,0.6279,0.9715,1
Invasion,0.3204,0.372,0.1916,0.2179,0.9818,0.9659,0.5069,0.7858,0.5593,0.6173,1
EMT,0.2891,0.6775,0.1891,0.0483,0.4195,0.9473,0.0662,0.4205,0.7599,0.5173,1
Apoptosis,0.5039,0.8913,0.2251,0.408,0.5727,0.9137,0.7049,0.2234,0.3716,0.2509,1
CellCycleArrest,0.2399,0.839,0.8916,0.4984,0.7395,0.5838,0.6679,0.5939,0.7428,0.6137,1
GF,0.5596,0.9935,0.3129,0.0189,0.9261,0.9486,0.2982,0.7847,0.0018,0.7563,0
TGFbeta,0.3634,0.8752,0.9011,0.7545,0.2894,0.976,0.5187,0.1562,0.1471,0.3906,0
p21,0.1047,0.0032,0.296,0.9042,0.3355,0.1381,0.5257,0.4668,0.1673,0.7728,0
CDH1,0.768,0.1583,0.9987,0.3454,0.2004,0.5943,0.6138,0.2979,0.7139,0.712,0
CDH2,0.7757,0.4284,0.8941,0.8655,0.6654,0.4689,0.6379,0.237,0.9043,0.3484,0
VIM,0.0955,0.487,0.608,0.9522,0.906,0.0002,0.3351,0.3223,0.8991,0.0604,0
TWIST1,0.0284,0.828,0.4094,0.9312,0.9207,0.0456,0.8159,0.0468,0.8867,0.238,0
SNAI1,0.0186,0.904,0.946,0.9796,0.7054,0.1035,0.7511,0.3888,0.7666,0.7482,0
SNAI2,0.1273,0.075,0.7074,0.5928,0.6975,0.2355,0.6571,0.6266,0.524,0.688,0
ZEB1,0.2812,0.3358,0.3873,0.5437,0.1179,0.702,0.7047,0.365,0.5275,0.762,0
ZEB2,0.3335,0.6926,0.7798,0.1465,0.5099,0.9398,0.6437,0.2627,0.1976,0.4729,0
AKT1,0.3802,0.7851,0.867,0.3339,0.0194,0.2032,0.613,0.4978,0.0183,0.8207,0
DKK1,0.0919,0.189,0.6981,0.9477,0.761,0.3636,0.9994,0.7871,0.8627,0.6274,0
CTNNB1,0.2691,0.4096,0.8348,0.7306,0.1703,0.5211,0.5376,0.5693,0.779,0.4766,0
NICD,0.1284,0.5384,0.4153,0.9869,0.8694,0.556,0.0788,0.5667,0.246,0.2134,0
p63,0.2527,0.5334,0.5592,0.2779,0.6179,0.8427,0.6855,0.7315,0.3212,0.1882,0
p53,0.0063,0.935,0.8578,0.608,0.5595,0.0694,0.9986,0.9926,0.24,0.6873,0
p73,0.9362,0.7699,0.4107,0.0828,0.1956,0.0898,0.9805,0.8252,0.5007,0.6013,0
miR200,0.5999,0.2342,0.6621,0.7471,0.1861,0.2959,0.458,0.7474,0.6534,0.652,0
miR203,0.0909,0.2891,0.2402,0.0545,0.9761,0.6251,0.7899,0.3585,0.601,0.0978,0
miR34,0.5222,0.4925,0.4466,0.8843,0.5141,0.7251,0.6659,0.5236,0.9051,0.3112,0
AKT2,0.489,0.819,0.382,0.0183,0.004,0.5543,0.3051,0.3581,0.6696,0.4056,0
ERK,0.4927,0.9359,0.2313,0.8394,0.4708,0.7597,0.2002,0.0805,0.1614,0.9235,0
SMAD,0.5471,0.6435,0.9729,0.5632,0.6864,0.673,0.8467,0.0996,0.8965,0.1994,0
