gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.3925,0.8889,0.6499,0.7812,0.1545,0.9252,0.5587,0.8365,0.7668,0.159,0
DNAdamage,0.9683,0.7011,0.8783,0.1356,0.605,0.9295,0.669,0.9215,0.8781,0.2027,0
Metastasis,0.4924,0.2137,0.1383,0.2045,0.6937,0.6591,0.8117,0.5131,0.4604,0.3243,1
Migration,0.6549,0.8063,0.6936,0.0611,0.6499,0.258,0.3339,0.2101,0.7117,0.0604,1
Invasion,0.4208,0.9626,0.9123,0.2979,0.9156,0.1533,0.6615,0.4033,0.0076,0.0776,1
EMT,0.0316,0.849,0.6071,0.7091,0.355,0.4694,0.1633,0.6241,0.4128,0.2346,1
Apoptosis,0.8133,0.9101,0.3394,0.4065,0.8242,0.3599,0.9846,0.9913,0.2057,0.8585,1
CellCycleArrest,0.919,0.8541,0.1238,0.031,0.1088,0.8989,0.5806,0.6515,0.2993,0.458,1
GF,0.1031,0.8749,0.7116,0.1915,0.472,0.34,0.9143,0.4811,0.2593,0.4725,0
TGFbeta,0.2671,0.4256,0.6954,0.6406,0.2665,0.896,0.4331,0.2287,0.6918,0.1828,0
p21,0.2346,0.3767,0.4068,0.3819,0.4257,0.2488,0.8952,0.0283,0.9778,0.8212,0
CDH1,0.1978,0.4071,0.5473,0.628,0.16,0.2738,0.8788,0.2317,0.9356,0.5004,0
CDH2,0.1356,0.5464,0.0862,0.9244,0.4599,0.9056,0.7858,0.4729,0.4961,0.3563,0
VIM,0.6828,0.7695,0.0563,0.1823,0.4725,0.6038,0.4604,0.8597,0.9035,0.6996,0
TWIST1,0.8197,0.1984,0.5736,0.1128,0.841,0.3939,0.2089,0.6262,0.5164,0.4918,0
SNAI1,0.9953,0.7079,0.279,0.9195,0.8224,0.8818,0.2683,0.6144,0.1077,0.6597,0
SNAI2,0.4443,0.6817,0.9017,0.4548,0.1722,0.2785,0.7336,0.2507,0.1884,0.9845,0
ZEB1,0.44,0.8062,0.516,0.6328,0.7991,0.9412,0.8932,0.4303,0.5145,0.3394,0
ZEB2,0.1851,0.5485,0.3878,0.4917,0.3775,0.0964,0.687,0.8332,0.9555,0.922,0
AKT1,0.8391,0.1018,0.7632,0.7737,0.1892,0.5553,0.1429,0.7376,0.8475,0.8557,0
DKK1,0.365,0.0046,0.9964,0.1836,0.0853,0.5041,0.3088,0.653,0.4664,0.0286,0
CTNNB1,0.0381,0.1152,0.591,0.7664,0.2371,0.7127,0.4378,0.359,0.5861,0.1614,0
NICD,0.102,0.7574,0.4415,0.2832,0.0584,0.3568,0.9251,0.8623,0.3498,0.5071,0
p63,0.3193,0.1219,0.3806,0.2045,0.3439,0.7421,0.6431,0.7471,0.7424,0.5774,0
p53,0.7867,0.8664,0.204,0.1477,0.2371,0.7373,0.0462,0.5439,0.5959,0.1497,0
p73,0.2469,0.3113,0.5474,0.0294,0.151,0.9015,0.8062,0.2739,0.6229,0.2079,0
miR200,0.4147,0.2971,0.5885,0.147,0.9748,0.7337,0.6707,0.2089,0.6277,0.2678,0
miR203,0.8352,0.8256,0.0423,0.355,0.7415,0.0423,0.1063,0.4211,0.0208,0.6127,0
miR34,0.0222,0.2031,0.3226,0.9215,0.0513,0.3194,0.6321,0.1737,0.2062,0.9348,0
AKT2,0.6979,0.1292,0.4665,0.9904,0.95,0.0982,0.5579,0.6081,0.1001,0.6217,0
ERK,0.9764,0.031,0.1792,0.4896,0.1607,0.1047,0.9999,0.2168,0.6808,0.7918,0
SMAD,0.9927,0.168,0.9157,0.1678,0.2296,0.2208,0.6394,0.1915,0.9707,0.135,0
