gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.2052,0.7999,0.8081,0.1228,0.3495,0.966,0.8523,0.3198,0.3238,0.4477,0
DNAdamage,0.6718,0.2119,0.9896,0.8732,0.2421,0.389,0.7614,0.5617,0.7783,0.8924,0
Metastasis,0.5248,0.4604,0.6725,0.5136,0.5766,0.9839,0.3054,0.4196,0.7859,0.9007,1
Migration,0.7217,0.7393,0.513,0.5834,0.1529,0.924,0.6943,0.9844,0.0805,0.3865,1
Invasion,0.257,0.3304,0.6742,0.7005,0.7094,0.9313,0.364,0.0767,0.7887,0.9118,1
EMT,0.7714,0.4119,0.9602,0.0216,0.5417,0.8361,0.5184,0.5988,0.9754,0.1968,1
Apoptosis,0.428,0.2078,0.2017,0.7734,0.0107,0.5384,0.3351,0.9092,0.4235,0.5685,1
CellCycleArrest,0.0885,0.4215,0.3505,0.5166,0.1188,0.3274,0.774,0.0366,0.7497,0.4874,1
GF,0.6525,0.1413,0.8594,0.1565,0.5577,0.4097,0.767,0.8356,0.5177,0.9149,0
TGFbeta,0.7485,0.4236,0.8648,0.717,0.3285,0.4468,0.9164,0.5818,0.9019,0.4415,0
p21,0.1911,0.0981,0.7237,0.7584,0.8765,0.0566,0.8976,0.2092,0.817,0.541,0
CDH1,0.1131,0.8455,0.4173,0.7178,0.7442,0.7503,0.0704,0.6817,0.9234,0.943,0
CDH2,0.3572,0.73,0.9315,0.2307,0.7436,0.2442,0.532,0.9223,0.0847,0.3575,0
VIM,0.9025,0.3014,0.5199,0.6827,0.3606,0.4558,0.0573,0.8582,0.0568,0.0957,0
TWIST1,0.6457,0.4303,0.9118,0.6378,0.5137,0.0391,0.5609,0.0174,0.7347,0.1694,0
SNAI1,0.8879,0.7889,0.1717,0.2999,0.2177,0.9634,0.6656,0.3865,0.6991,0.6734,0
SNAI2,0.0783,0.41,0.473,0.6747,0.9777,0.009,0.6075,0.0584,0.4443,0.1926,0
ZEB1,0.33,0.2631,0.7725,0.1705,0.7713,0.1766,0.5126,0.8073,0.5997,0.7358,0
ZEB2,0.3808,0.2694,0.0419,0.5831,0.6714,0.0074,0.7224,0.8351,0.66,0.4167,0
AKT1,0.3265,0.7731,0.593,0.1819,0.3664,0.0994,0.6852,0.8416,0.1099,0.5396,0
DKK1,0.168,0.2668,0.8314,0.574,0.4665,0.3358,0.1973,0.7511,0.7788,0.2752,0
CTNNB1,0.7565,0.7791,0.992,0.7187,0.6391,0.6346,0.9604,0.2623,0.6235,0.399,0
NICD,0.9158,0.2149,0.7919,0.7067,0.2067,0.6709,0.301,0.5924,0.613,0.2043,0
p63,0.226,0.0922,0.4843,0.5985,0.3748,0.1273,0.091,0.7775,0.482,0.3944,0
p53,0.6263,0.0933,0.1802,0.9402,0.7404,0.8474,0.2431,0.3789,0.9782,0.1626,0
p73,0.6565,0.9898,0.8677,0.3731,0.6924,0.2937,0.68,0.2495,0.6987,0.0232,0
miR200,0.0564,0.7576,0.5015,0.5821,0.458,0.9108,0.3287,0.0041,0.8691,0.2972,0
miR203,0.0399,0.883,0.831,0.3885,0.9043,0.7664,0.9198,0.6727,0.5207,0.9791,0
miR34,0.3642,0.9334,0.5549,0.9698,0.745,0.0065,0.9456,0.801,0.2014,0.1833,0
AKT2,0.4077,0.9483,0.7783,0.6107,0.3615,0.1374,0.125,0.7382,0.196,0.5567,0
ERK,0.5113,0.9249,0.6586,0.2826,0.5782,0.2266,0.5338,0.0438,0.3006,0.6073,0
SMAD,0.7623,0.0317,0.2411,0.536,0.6754,0.1207,0.9066,0.7895,0.9754,0.4859,0
