gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.8494,0.2514,0.4852,0.6529,0.3572,0.1208,0.1301,0.6578,0.8549,0.4616,0
DNAdamage,0.9975,0.4625,0.1876,0.0512,0.2678,0.4098,0.2532,0.1339,0.7835,0.2025,0
Metastasis,0.7674,0.1178,0.8499,0.814,0.3797,0.9414,0.5303,0.3701,0.9427,0.2724,1
Migration,0.3921,0.6441,0.5963,0.5334,0.638,0.9335,0.5081,0.0804,0.3409,0.7919,1
Invasion,0.9774,0.1115,0.2365,0.4719,0.5122,0.8659,0.7715,0.6982,0.6307,0.8626,1
EMT,0.471,0.1786,0.2121,0.5842,0.8071,0.3428,0.0315,0.9021,0.2338,0.3049,1
Apoptosis,0.9061,0.6069,0.7789,0.9619,0.7453,0.9088,0.0037,0.6671,0.3615,0.8888,1
CellCycleArrest,0.2094,0.9904,0.7958,0.6975,0.7,0.7104,0.5469,0.6855,0.768,0.7428,1
GF,0.137,0.3453,0.6337,0.4652,0.2116,0.7546,0.5163,0.5266,0.2383,0.2992,0
TGFbeta,0.0584,0.3199,0.9996,0.4293,0.9869,0.5479,0.2035,0.5962,0.7047,0.9323,0
p21,0.4885,0.5047,0.0224,0.3218,0.7098,0.237,0.273,0.6168,0.6901,0.8925,0
CDH1,0.6757,0.8303,0.243,0.4361,0.5704,0.5452,0.7848,0.777,0.187,0.0062,0
CDH2,0.0645,0.1826,0.3925,0.6789,0.7868,0.8555,0.9718,0.7754,0.2441,0.5679,0
VIM,0.8343,0.9623,0.0856,0.0907,0.8607,0.2679,0.9754,0.761,0.1839,0.6101,0
TWIST1,0.4441,0.0921,0.8984,0.2263,0.9462,0.1509,0.2547,0.3228,0.8237,0.0431,0
SNAI1,0.5138,0.8331,0.7448,0.9603,0.1803,0.331,0.3846,0.002,0.3254,0.5083,0
SNAI2,0.411,0.5992,0.467,0.403,0.995,0.6141,0.1562,0.9546,0.3588,0.1188,0
ZEB1,0.1308,0.9025,0.9235,0.3047,0.9074,0.1536,0.4105,0.8755,0.5058,0.2107,0
ZEB2,0.3808,0.5974,0.7121,0.1131,0.4172,0.8135,0.8612,0.9185,0.8949,0.0776,0
AKT1,0.1909,0.3356,0.186,0.9386,0.8494,0.4732,0.5744,0.2852,0.1012,0.9739,0
DKK1,0.7158,0.7092,0.672,0.4162,0.9391,0.0664,0.0124,0.9267,0.1615,0.3619,0
CTNNB1,0.1666,0.8354,0.1771,0.4623,0.3962,0.6403,0.9438,0.6568,0.2022,0.0896,0
NICD,0.8812,0.6773,0.7657,0.0787,0.3921,0.9263,0.8285,0.7623,0.4871,0.0097,0
p63,0.3516,0.5251,0.8636,0.7577,0.1522,0.7974,0.1935,0.9047,0.8704,0.0151,0
p53,0.2492,0.8726,0.5506,0.7797,0.7571,0.2392,0.919,0.395,0.4849,0.2648,0
p73,0.3227,0.4856,0.4622,0.6222,0.3886,0.7232,0.6232,0.9228,0.1426,0.648,0
miR200,0.4948,0.9989,0.8886,0.1499,0.3875,0.5483,0.5086,0.7317,0.3457,0.4149,0
miR203,0.5445,0.5721,0.7611,0.271,0.4908,0.0975,0.3883,0.5018,0.4042,0.7024,0
miR34,0.1269,0.5806,0.4939,0.7312,0.129,0.5671,0.2173,0.8017,0.0659,0.7271,0
AKT2,0.8272,0.927,0.7906,0.9513,0.2347,0.7918,0.136,0.0585,0.7532,0.6334,0
ERK,0.6172,0.6839,0.0844,0.0057,0.5829,0.8254,0.1915,0.4696,0.2002,0.1993,0
SMAD,0.6463,0.831,0.9344,0.3757,0.7544,0.5133,0.4421,0.4158,0.1909,0.3436,0
