gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.3449,0.026,0.2563,0.2908,0.9838,0.999,0.9567,0.8593,0.4738,0.5277,0
DNAdamage,0.3534,0.116,0.2471,0.0774,0.3064,0.2967,0.3507,0.2542,0.5843,0.3924,0
Metastasis,0.6179,0.3856,0.342,0.7997,0.449,0.5092,0.0349,0.2791,0.8685,0.5728,1
Migration,0.3429,0.1893,0.0346,0.6469,0.3799,0.0535,0.845,0.8972,0.6292,0.5889,1
Invasion,0.1756,0.8532,0.9473,0.1761,0.446,0.9533,0.2855,0.8406,0.0733,0.194,1
EMT,0.2448,0.399,0.1804,0.5421,0.9409,0.0017,0.5595,0.9081,0.8717,0.6887,1
Apoptosis,0.0753,0.1184,0.4702,0.4086,0.9064,0.9531,0.1147,0.8096,0.8484,0.2991,1
CellCycleArrest,0.2856,0.8201,0.6493,0.0813,0.8024,0.4493,0.3131,0.8635,0.4028,0.8026,1
GF,0.7475,0.4149,0.4608,0.149,0.1737,0.6588,0.2463,0.2676,0.8078,0.6442,0
TGFbeta,0.8443,0.2394,0.2466,0.6974,0.2499,0.7399,0.2393,0.065,0.6147,0.1902,0
p21,0.4265,0.9014,0.5972,0.9013,0.2756,0.25,0.3989,0.9075,0.7504,0.4322,0
CDH1,0.01,0.4197,0.6705,0.6992,0.2478,0.0861,0.2974,0.6671,0.4174,0.1437,0
CDH2,0.1755,0.8677,0.4818,0.5088,0.3624,0.5028,0.8998,0.2986,0.9596,0.5042,0
VIM,0.1948,0.2775,0.7415,0.6308,0.5046,0.3496,0.5875,0.1695,0.3105,0.8824,0
TWIST1,0.5565,0.3822,0.7966,0.7147,0.0817,0.3784,0.5634,0.4694,0.7057,0.784,0
SNAI1,0.1258,0.9574,0.9771,0.657,0.3914,0.7093,0.4214,0.6399,0.9773,0.5171,0
SNAI2,0.1515,0.7636,0.3133,0.3052,0.2564,0.2238,0.3243,0.3832,0.4019,0.5522,0
ZEB1,0.8802,0.6376,0.9257,0.4497,0.3717,0.5368,0.5286,0.2332,0.4333,0.0522,0
ZEB2,0.2713,0.5613,0.586,0.6687,0.8762,0.4642,0.7159,0.2688,0.6149,0.2559,0
AKT1,0.2489,0.4928,0.1612,0.4704,0.5538,0.3921,0.5203,0.2416,0.8234,0.8679,0
DKK1,0.9061,0.7849,0.0679,0.2548,0.3737,0.6367,0.8929,0.2366,0.4302,0.3194,0
CTNNB1,0.1825,0.7392,0.6284,0.4179,0.4285,0.3033,0.5936,0.5174,0.0987,0.5648,0
NICD,0.0264,0.4608,0.3415,0.3162,0.7264,0.9506,0.8487,0.051,0.63,0.5369,0
p63,0.7944,0.705,0.8509,0.4272,0.0268,0.2513,0.9122,0.7971,0.1137,0.2859,0
p53,0.8304,0.9453,0.2676,0.6985,0.1418,0.3654,0.4895,0.4666,0.7286,0.7231,0
p73,0.5366,0.9144,0.938,0.2651,0.1266,0.6523,0.0361,0.5999,0.858,0.9977,0
miR200,0.8975,0.5923,0.7875,0.1603,0.6314,0.3708,0.598,0.1351,0.7463,0.627,0
miR203,0.078,0.3388,0.9292,0.5701,0.5336,0.9881,0.6288,0.8818,0.3861,0.428,0
miR34,0.7552,0.7341,0.7629,0.5553,0.0507,0.7781,0.9583,0.714,0.1867,0.6645,0
AKT2,0.5198,0.2294,0.048,0.4925,0.7859,0.626,0.8534,0.2804,0.4278,0.1258,0
ERK,0.2188,0.2434,0.5538,0.7006,0.8235,0.331,0.6719,0.7594,0.4607,0.6705,0
SMAD,0.7482,0.8072,0.6862,0.9367,0.6582,0.5686,0.1958,0.4326,0.2157,0.9279,0
