gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.9995,0.4864,0.3725,0.2349,0.5507,0.522,0.3214,0.3806,0.1627,0.6762,0
DNAdamage,0.9544,0.6239,0.0645,0.6267,0.2016,0.1262,0.6837,0.4635,0.7675,0.2509,0
Metastasis,0.1245,0.6385,0.7605,0.8908,0.815,0.9735,0.8175,0.517,0.6962,0.4391,1
Migration,0.5386,0.9625,0.7956,0.8127,0.6377,0.1802,0.8304,0.5796,0.4247,0.1253,1
Invasion,0.9284,0.1266,0.3445,0.0313,0.7141,0.5411,0.9639,0.1747,0.7109,0.0461,1
EMT,0.0652,0.1054,0.569,0.0879,0.8271,0.9539,0.1974,0.9916,0.3393,0.579,1
Apoptosis,0.4647,0.7383,0.9172,0.5172,0.6502,0.3117,0.29,0.1868,0.6629,0.1824,1
CellCycleArrest,0.6909,0.8959,0.2183,0.645,0.3045,0.2143,0.4098,0.2681,0.2494,0.5177,1
GF,0.603,0.7493,0.9294,0.6785,0.5799,0.8639,0.2796,0.659,0.2573,0.7654,0
TGFbeta,0.1089,0.0389,0.2141,0.078,0.8077,0.4973,0.0019,0.8565,0.2052,0.9781,0
p21,0.774,0.9146,0.3621,0.2274,0.8569,0.4007,0.644,0.3827,0.7909,0.9484,0
CDH1,0.4977,0.8066,0.8776,0.2731,0.5529,0.9928,0.7485,0.7668,0.9091,0.3409,0
CDH2,0.4807,0.5722,0.0506,0.1438,0.5811,0.0968,0.0421,0.829,0.9763,0.2016,0
VIM,0.2891,0.5689,0.6976,0.231,0.7405,0.8082,0.2499,0.8418,0.4814,0.8856,0
TWIST1,0.4258,0.7443,0.2725,0.1449,0.1026,0.7232,0.5396,0.7854,0.7371,0.7806,0
SNAI1,0.7876,0.5215,0.8007,0.2075,0.3927,0.9732,0.619,0.1791,0.5257,0.5606,0
SNAI2,0.9367,0.0741,0.1092,0.856,0.3516,0.7298,0.3917,0.2156,0.0544,0.8003,0
ZEB1,0.8324,0.2204,0.9499,0.3225,0.3504,0.0644,0.0929,0.0448,0.8832,0.2355,0
ZEB2,0.3178,0.6737,0.6698,0.572,0.262,0.0307,0.4815,0.7585,0.8023,0.4472,0
AKT1,0.6553,0.1604,0.7185,0.7122,0.0981,0.1284,0.0764,0.5025,0.1733,0.9926,0
DKK1,0.9852,0.5561,0.0639,0.374,0.1434,0.5081,0.9116,0.3711,0.1556,0.0822,0
CTNNB1,0.8848,0.6809,0.9815,0.9103,0.3352,0.4528,0.1817,0.4187,0.5904,0.9118,0
NICD,0.7011,0.8165,0.6401,0.6696,0.7146,0.3028,0.7078,0.802,0.2515,0.0411,0
p63,0.2919,0.9774,0.561,0.94,0.9784,0.1817,0.4291,0.5331,0.6571,0.5512,0
p53,0.6686,0.2229,0.738,0.0522,0.1311,0.6295,0.1516,0.2592,0.4807,0.6275,0
p73,0.9894,0.244,0.0756,0.7456,0.7044,0.7923,0.2003,0.9272,0.2929,0.2233,0
miR200,0.8955,0.7938,0.2366,0.4005,0.1056,0.2749,0.5292,0.2762,0.6289,0.4255,0
miR203,0.7225,0.6693,0.3618,0.0428,0.3921,0.2611,0.8688,0.3795,0.7089,0.6484,0
miR34,0.5941,0.1879,0.5151,0.7046,0.9905,0.2885,0.6505,0.3227,0.5363,0.3152,0
AKT2,0.4643,0.2099,0.2522,0.9958,0.3589,0.9288,0.2197,0.8321,0.2187,0.0467,0
ERK,0.9711,0.7149,0.2928,0.7608,0.389,0.4215,0.4222,0.8241,0.5591,0.5372,0
SMAD,0.1013,0.5169,0.0653,0.0375,0.4548,0.147,0.71,0.6419,0.3424,0.4437,0
