gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.5417,0.274,0.556,0.2607,0.2068,0.1404,0.6668,0.4977,0.5675,0.3069,0
DNAdamage,0.2421,0.4906,0.0068,0.432,0.7918,0.4411,0.5577,0.514,0.1002,0.8411,0
Metastasis,0.5445,0.606,0.0124,0.4725,0.5162,0.7711,0.762,0.2076,0.8328,0.7409,1
Migration,0.9335,0.5697,0.5295,0.2512,0.9109,0.7293,0.5883,0.5909,0.1086,0.5169,1
Invasion,0.0538,0.6924,0.7514,0.476,0.0577,0.3264,0.9333,0.9857,0.4454,0.4485,1
EMT,0.9478,0.8545,0.3278,0.0787,0.0567,0.284,0.2928,0.9671,0.2517,0.8135,1
Apoptosis,0.1289,0.8298,0.4047,0.5434,0.4846,0.0793,0.1044,0.4279,0.6027,0.7189,1
CellCycleArrest,0.2267,0.1355,0.0681,0.4707,0.9568,0.6171,0.6629,0.8833,0.262,0.9152,1
GF,0.2061,0.6067,0.7736,0.0917,0.3758,0.5942,0.6068,0.2147,0.7128,0.9107,0
TGFbeta,0.6518,0.4324,0.5094,0.0663,0.0162,0.8597,0.6151,0.9189,0.9071,0.3652,0
p21,0.4551,0.7254,0.878,0.3028,0.7837,0.0706,0.3575,0.0963,0.3671,0.9819,0
CDH1,0.8392,0.1586,0.5571,0.9211,0.0168,0.9072,0.3325,0.7195,0.7366,0.3697,0
CDH2,0.7487,0.1324,0.0622,0.1521,0.3641,0.2932,0.8697,0.2487,0.096,0.793,0
VIM,0.3461,0.3886,0.6938,0.048,0.9262,0.892,0.9035,0.4265,0.7028,0.8077,0
TWIST1,0.9211,0.8447,0.795,0.9102,0.648,0.9958,0.7604,0.6041,0.6911,0.9564,0
SNAI1,0.8059,0.2917,0.547,0.3267,0.4502,0.3348,0.7295,0.1189,0.1494,0.72,0
SNAI2,0.7726,0.2212,0.0436,0.0601,0.7468,0.0634,0.2745,0.08,0.2427,0.5918,0
ZEB1,0.026,0.2283,0.9292,0.7033,0.8241,0.0004,0.5703,0.713,0.9437,0.3397,0
ZEB2,0.2386,0.4518,0.1473,0.8616,0.5676,0.4437,0.5516,0.2771,0.0606,0.8374,0
AKT1,0.2193,0.295,0.3503,0.3159,0.8468,0.397,0.9802,0.0424,0.5177,0.0081,0
DKK1,0.1611,0.2736,0.5807,0.2778,0.9174,0.3754,0.4987,0.1947,0.6118,0.0147,0
CTNNB1,0.6546,0.6828,0.9553,0.587,0.1832,0.9921,0.7082,0.5588,0.2965,0.3177,0
NICD,0.9889,0.7525,0.8717,0.1307,0.2279,0.3346,0.0231,0.0396,0.13,0.5844,0
p63,0.1337,0.9073,0.2804,0.2101,0.1586,0.5524,0.653,0.3046,0.0513,0.1747,0
p53,0.4266,0.0432,0.3756,0.0235,0.9332,0.901,0.9424,0.379,0.3473,0.8844,0
p73,0.6885,0.9285,0.7403,0.5676,0.2133,0.9283,0.8468,0.2224,0.3517,0.1667,0
miR200,0.2688,0.7204,0.1687,0.0739,0.1371,0.373,0.0891,0.4513,0.7999,0.8839,0
miR203,0.0826,0.2409,0.7014,0.3716,0.9006,0.7766,0.7794,0.9579,0.6353,0.7526,0
miR34,0.7159,0.643,0.2182,0.8538,0.0923,0.9747,0.8386,0.4346,0.5624,0.4288,0
AKT2,0.9797,0.51,0.3175,0.1683,0.8137,0.5067,0.0902,0.4108,0.088,0.7201,0
ERK,0.2671,0.6456,0.791,0.1287,0.2526,0.2235,0.5113,0.7536,0.3913,0.629,0
SMAD,0.3698,0.3831,0.8597,0.2304,0.1536,0.1595,0.017,0.1067,0.2209,0.0135,0
