gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.2952,0.7056,0.3684,0.0059,0.7818,0.9199,0.6925,0.89,0.4086,0.6401,0
DNAdamage,0.3288,0.9401,0.9811,0.4512,0.6049,0.6757,0.4531,0.8736,0.8682,0.7004,0
Metastasis,0.846,0.8064,0.886,0.1466,0.2559,0.4682,0.834,0.9705,0.4161,0.9824,1
Migration,0.1028,0.035,0.9088,0.7091,0.9893,0.2576,0.3937,0.5041,0.9627,0.0056,1
Invasion,0.9579,0.6908,0.371,0.5094,0.661,0.0864,0.114,0.5369,0.4685,0.7681,1
EMT,0.2616,0.1275,0.6569,0.6872,0.5584,0.6992,0.6415,0.2081,0.7543,0.1726,1
Apoptosis,0.7589,0.3629,0.9934,0.6697,0.1393,0.7699,0.622,0.5357,0.0661,0.1015,1
CellCycleArrest,0.4939,0.1794,0.431,0.9485,0.2247,0.8188,0.0219,0.7616,0.1637,0.9389,1
GF,0.1591,0.0279,0.7344,0.9983,0.4845,0.5107,0.0857,0.2451,0.8832,0.8197,0
TGFbeta,0.8755,0.4327,0.9062,0.8053,0.9296,0.7699,0.9394,0.7676,0.4233,0.1441,0
p21,0.5583,0.2707,0.0152,0.2104,0.0643,0.819,0.5734,0.682,0.988,0.6474,0
CDH1,0.0429,0.8627,0.1137,0.7569,0.9923,0.4552,0.8523,0.1285,0.0652,0.7448,0
CDH2,0.9042,0.6766,0.1151,0.1849,0.7626,0.4535,0.5503,0.5083,0.9568,0.7177,0
VIM,0.0812,0.0889,0.8001,0.4818,0.4568,0.1308,0.1189,0.1974,0.1162,0.911,0
TWIST1,0.2641,0.5002,0.8559,0.8484,0.0365,0.5441,0.1443,0.4393,0.7857,0.4762,0
SNAI1,0.0619,0.1346,0.5148,0.7325,0.1125,0.8559,0.4392,0.631,0.6207,0.0291,0
SNAI2,0.4665,0.5792,0.8508,0.4425,0.3813,0.5858,0.8593,0.4132,0.7275,0.2282,0
ZEB1,0.1387,0.5057,0.8459,0.0086,0.3463,0.2113,0.7894,0.6767,0.341,0.5831,0
ZEB2,0.935,0.592,0.4821,0.3508,0.3503,0.1093,0.743,0.4135,0.0039,0.7274,0
AKT1,0.157,0.2982,0.79,0.6452,0.8365,0.9513,0.5865,0.245,0.7391,0.2414,0
DKK1,0.1909,0.863,0.8091,0.7556,0.7001,0.0676,0.7925,0.7578,0.8741,0.1878,0
CTNNB1,0.6028,0.17,0.2903,0.9821,0.9577,0.9022,0.3533,0.6341,0.5204,0.5388,0
NICD,0.8135,0.2417,0.6182,0.7427,0.4726,0.6679,0.1125,0.6433,0.7517,0.1652,0
p63,0.1686,0.0256,0.3897,0.188,0.4137,0.0548,0.2205,0.1303,0.0842,0.0612,0
p53,0.357,0.5459,0.1003,0.9779,0.764,0.3498,0.9293,0.4183,0.8425,0.6665,0
p73,0.6818,0.6931,0.8176,0.3087,0.4769,0.1128,0.7883,0.0641,0.6846,0.3253,0
miR200,0.0778,0.4477,0.0846,0.7804,0.3422,0.0288,0.6241,0.1579,0.8777,0.4208,0
miR203,0.2335,0.1265,0.1422,0.8304,0.6518,0.1712,0.3324,0.1147,0.5912,0.5484,0
miR34,0.4711,0.2894,0.0911,0.3082,0.2724,0.9444,0.8464,0.4118,0.3861,0.4614,0
AKT2,0.4775,0.1766,0.0601,0.9232,0.426,0.0792,0.8765,0.6873,0.4045,0.2228,0
ERK,0.8303,0.4366,0.6285,0.1985,0.9671,0.2925,0.4462,0.873,0.157,0.1926,0
SMAD,0.0793,0.2583,0.9471,0.3436,0.2973,0.8535,0.679,0.0249,0.0726,0.2018,0
