gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.321,0.2516,0.9213,0.2349,0.7625,0.7781,0.8951,0.7864,0.3331,0.4525,0
DNAdamage,0.046,0.9115,0.0343,0.449,0.0358,0.878,0.0635,0.3645,0.8329,0.0896,0
Metastasis,0.1088,0.5966,0.4949,0.5999,0.9299,0.8537,0.1803,0.8203,0.0078,0.5925,1
Migration,0.7846,0.3599,0.0507,0.4048,0.4594,0.2538,0.3322,0.8456,0.3448,0.3407,1
Invasion,0.2008,0.0945,0.5434,0.0678,0.9276,0.7622,0.6623,0.0708,0.3726,0.9784,1
EMT,0.6186,0.1686,0.0976,0.678,0.4261,0.7087,0.1542,0.8866,0.3862,0.4976,1
Apoptosis,0.2931,0.3075,0.1936,0.6949,0.3882,0.3502,0.8271,0.6471,0.9363,0.1075,1
CellCycleArrest,0.5097,0.2226,0.0194,0.0318,0.7842,0.3409,0.3236,0.8849,0.2128,0.788,1
GF,0.1845,0.0303,0.4714,0.3149,0.1752,0.4881,0.869,0.3561,0.9576,0.5025,0
TGFbeta,0.6967,0.3409,0.166,0.0115,0.3549,0.411,0.1816,0.5206,0.0645,0.1154,0
p21,0.2342,0.784,0.108,0.4257,0.8376,0.4885,0.0631,0.6882,0.2526,0.9603,0
CDH1,0.0693,0.7213,0.7107,0.8762,0.2061,0.53,0.7522,0.4178,0.4183,0.8108,0
CDH2,0.9613,0.9254,0.1299,0.2332,0.9868,0.1942,0.6676,0.1627,0.5211,0.3718,0
VIM,0.78,0.766,0.9565,0.2227,0.8331,0.7153,0.4853,0.4615,0.9216,0.9975,0
TWIST1,0.3094,0.4616,0.3046,0.3924,0.2507,0.7619,0.1566,0.9922,0.305,0.6149,0
SNAI1,0.3688,0.4045,0.6887,0.7103,0.5587,0.8651,0.3598,0.6234,0.1313,0.2914,0
SNAI2,0.5375,0.9725,0.8693,0.9872,0.4529,0.8193,0.5903,0.8159,0.2327,0.1339,0
ZEB1,0.2469,0.4014,0.6191,0.7543,0.0522,0.8605,0.3295,0.3552,0.9801,0.3751,0
ZEB2,0.0601,0.3855,0.8115,0.3923,0.4098,0.2058,0.4401,0.5423,0.3616,0.5519,0
AKT1,0.3836,0.6326,0.873,0.7676,0.3091,0.1829,0.2572,0.0351,0.8485,0.6272,0
DKK1,0.2207,0.1636,0.7945,0.6335,0.8618,0.0647,0.2267,0.3544,0.6845,0.1116,0
CTNNB1,0.0159,0.3139,0.237,0.9899,0.6586,0.9933,0.4245,0.6854,0.892,0.1443,0
NICD,0.884,0.8426,0.8384,0.236,0.3844,0.5354,0.0414,0.6261,0.9457,0.4204,0
p63,0.9655,0.7377,0.5138,0.6924,0.9382,0.8026,0.7927,0.9066,0.4653,0.3613,0
p53,0.5316,0.5458,0.8268,0.02,0.8851,0.5599,0.1308,0.702,0.7347,0.9967,0
p73,0.1376,0.1101,0.849,0.1583,0.8413,0.3428,0.1352,0.1817,0.1552,0.6001,0
miR200,0.9443,0.4874,0.4754,0.2208,0.1548,0.7144,0.3845,0.2212,0.8115,0.4222,0
miR203,0.4145,0.5188,0.4681,0.5129,0.1703,0.1963,0.9978,0.9236,0.872,0.1916,0
miR34,0.6552,0.1974,0.5483,0.2275,0.1671,0.1029,0.3816,0.2303,0.1866,0.2952,0
AKT2,0.6542,0.4186,0.1032,0.9237,0.9892,0.7115,0.6335,0.3627,0.6011,0.5808,0
ERK,0.5636,0.5226,0.5082,0.3981,0.2368,0.2571,0.3446,0.5163,0.126,0.7548,0
SMAD,0.1223,0.7945,0.15,0.9132,0.5837,0.327,0.7967,0.8922,0.3365,0.2546,0
