gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.7448,0.8968,0.2116,0.4688,0.9893,0.9001,0.3132,0.0274,0.2924,0.6589,0
DNAdamage,0.5642,0.9984,0.3903,0.419,0.3104,0.731,0.5694,0.1795,0.1187,0.8821,0
Metastasis,0.6877,0.6749,0.5773,0.9922,0.6559,0.8123,0.6075,0.7346,0.1847,0.3604,1
Migration,0.9871,0.752,0.7037,0.6255,0.0194,0.2048,0.4797,0.4932,0.1705,0.2501,1
Invasion,0.1204,0.5411,0.9431,0.1609,0.034,0.2397,0.7867,0.9248,0.0941,0.0335,1
EMT,0.4959,0.6498,0.566,0.8755,0.9825,0.9902,0.9041,0.2692,0.5152,0.751,1
Apoptosis,0.9082,0.1504,0.6701,0.6984,0.128,0.7392,0.9372,0.2779,0.1451,0.1041,1
CellCycleArrest,0.741,0.8001,0.5264,0.3576,0.4429,0.6189,0.015,0.2007,0.5564,0.2072,1
GF,0.2836,0.8303,0.1161,0.8169,0.4759,0.9289,0.7316,0.3755,0.8064,0.1334,0
TGFbeta,0.7535,0.9915,0.5191,0.0035,0.1852,0.3941,0.7322,0.6308,0.9963,0.7387,0
p21,0.3041,0.9916,0.8147,0.9038,0.2534,0.2253,0.9091,0.8403,0.3301,0.6913,0
CDH1,0.4835,0.8988,0.8901,0.1345,0.4627,0.4711,0.3047,0.1759,0.2906,0.1366,0
CDH2,0.3567,0.437,0.2649,0.8166,0.2467,0.7065,0.8715,0.2691,0.2276,0.1248,0
VIM,0.3531,0.8185,0.2436,0.005,0.8793,0.8642,0.1228,0.6375,0.7005,0.9299,0
TWIST1,0.5012,0.0335,0.55,0.0529,0.7265,0.9613,0.6883,0.0199,0.4398,0.2751,0
SNAI1,0.9057,0.9962,0.4322,0.7957,0.1477,0.3212,0.6764,0.6492,0.8698,0.5579,0
SNAI2,0.9818,0.6763,0.9062,0.3769,0.6915,0.3952,0.0736,0.5666,0.1116,0.2744,0
ZEB1,0.6844,0.4708,0.389,0.4367,0.7131,0.6711,0.9124,0.2279,0.6257,0.0655,0
ZEB2,0.6778,0.1589,0.9146,0.6364,0.7054,0.6425,0.3264,0.5827,0.4196,0.987,0
AKT1,0.8342,0.6174,0.5744,0.194,0.907,0.6287,0.5341,0.8214,0.5163,0.3345,0
DKK1,0.9956,0.5382,0.229,0.546,0.565,0.1475,0.1462,0.7713,0.4642,0.46,0
CTNNB1,0.9378,0.2946,0.3222,0.4371,0.2376,0.3844,0.9814,0.8915,0.3324,0.3337,0
NICD,0.1753,0.0406,0.2853,0.9702,0.9326,0.0763,0.0057,0.8959,0.5165,0.9599,0
p63,0.955,0.2231,0.3319,0.6739,0.3429,0.0286,0.3107,0.8965,0.0258,0.7551,0
p53,0.9116,0.8954,0.2101,0.2875,0.7848,0.7303,0.0086,0.9359,0.9921,0.1729,0
p73,0.1429,0.1259,0.6959,0.6366,0.1287,0.0223,0.5125,0.075,0.6357,0.3441,0
miR200,0.2866,0.5464,0.2687,0.4168,0.622,0.5257,0.5739,0.6545,0.3864,0.905,0
miR203,0.2626,0.8898,0.4257,0.3853,0.6685,0.4661,0.5927,0.4374,0.8143,0.1368,0
miR34,0.8705,0.757,0.4933,0.2832,0.8929,0.0264,0.3987,0.0793,0.4714,0.9359,0
AKT2,0.8311,0.0054,0.0812,0.9494,0.9646,0.3669,0.1887,0.6271,0.2708,0.8784,0
ERK,0.2114,0.5198,0.8229,0.6551,0.4583,0.692,0.6738,0.3249,0.9701,0.5314,0
SMAD,0.9325,0.2542,0.2896,0.1915,0.76,0.0766,0.9521,0.812,0.661,0.878,0
