gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.4107,0.5269,0.1116,0.8367,0.9456,0.7513,0.501,0.3133,0.8373,0.7975,0
DNAdamage,0.1212,0.9751,0.7773,0.2512,0.3469,0.3868,0.0084,0.3151,0.1423,0.0893,0
Metastasis,0.5116,0.4017,0.7847,0.6747,0.1773,0.9572,0.8435,0.132,0.9628,0.1319,1
Migration,0.4232,0.3412,0.4051,0.3647,0.9162,0.9249,0.8724,0.1173,0.2249,0.8212,1
Invasion,0.8291,0.7732,0.7586,0.0769,0.0878,0.5494,0.6512,0.9253,0.8595,0.5722,1
EMT,0.6735,0.3588,0.1591,0.8598,0.1272,0.2765,0.7492,0.079,0.5568,0.1405,1
Apoptosis,0.3334,0.0221,0.6244,0.7579,0.948,0.8574,0.442,0.7465,0.0676,0.1765,1
CellCycleArrest,0.8643,0.6966,0.5181,0.3607,0.1676,0.1919,0.836,0.0977,0.5895,0.0948,1
GF,0.9237,0.9237,0.4561,0.5768,0.4281,0.3005,0.3279,0.6513,0.9998,0.3634,0
TGFbeta,0.9373,0.6067,0.7738,0.6065,0.7277,0.6081,0.421,0.1857,0.2393,0.77,0
p21,0.1952,0.7798,0.1301,0.6947,0.341,0.7363,0.9625,0.5767,0.5592,0.486,0
CDH1,0.4448,0.3496,0.472,0.4209,0.6575,0.6588,0.595,0.1942,0.7301,0.7361,0
CDH2,0.036,0.1459,0.5469,0.6196,0.7034,0.3001,0.1483,0.1902,0.9742,0.9035,0
VIM,0.6271,0.8321,0.2818,0.2158,0.6749,0.3261,0.9693,0.0009,0.9127,0.558,0
TWIST1,0.6333,0.3422,0.9934,0.0523,0.9679,0.2453,0.6117,0.8741,0.7176,0.7049,0
SNAI1,0.0409,0.3795,0.4489,0.8717,0.9471,0.6999,0.1174,0.5576,0.2678,0.0585,0
SNAI2,0.8384,0.9121,0.4457,0.9341,0.4486,0.2501,0.4349,0.9618,0.5226,0.3119,0
ZEB1,0.8693,0.1441,0.4987,0.6179,0.3434,0.097,0.8347,0.7341,0.7133,0.7326,0
ZEB2,0.3507,0.083,0.7714,0.6487,0.9946,0.7356,0.0514,0.0862,0.217,0.6629,0
AKT1,0.1344,0.7835,0.8196,0.2794,0.0589,0.1701,0.4277,0.771,0.8201,0.7395,0
DKK1,0.2628,0.2929,0.0214,0.4864,0.0093,0.7356,0.4503,0.1622,0.9975,0.477,0
CTNNB1,0.6665,0.5754,0.5235,0.2336,0.1278,0.5451,0.3887,0.5329,0.8287,0.3262,0
NICD,0.4858,0.1655,0.5702,0.5917,0.9556,0.4152,0.4638,0.3615,0.6099,0.2513,0
p63,0.6332,0.2145,0.0194,0.7676,0.8955,0.8603,0.7083,0.1272,0.6745,0.2214,0
p53,0.7087,0.9549,0.0102,0.4214,0.1228,0.7622,0.5602,0.2593,0.2867,0.6851,0
p73,0.8906,0.911,0.1525,0.7963,0.4187,0.6525,0.66,0.7198,0.1693,0.3696,0
miR200,0.4676,0.588,0.3926,0.1467,0.2943,0.854,0.634,0.8324,0.1431,0.2095,0
miR203,0.6568,0.2498,0.7711,0.6643,0.7066,0.0308,0.858,0.6514,0.585,0.7934,0
miR34,0.0824,0.6778,0.1241,0.5698,0.8245,0.5796,0.2973,0.6519,0.7063,0.987,0
AKT2,0.2779,0.2052,0.1158,0.221,0.4394,0.9648,0.3596,0.5127,0.2036,0.7578,0
ERK,0.0792,0.8558,0.045,0.6729,0.8091,0.914,0.9076,0.3817,0.7696,0.2859,0
SMAD,0.6043,0.1923,0.8661,0.328,0.5557,0.8103,0.192,0.5887,0.9862,0.8403,0
