gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.8971,0.7814,0.8795,0.3055,0.4657,0.5888,0.0632,0.5567,0.8614,0.5557,0
DNAdamage,0.9745,0.9104,0.0748,0.9392,0.0316,0.1856,0.1293,0.8194,0.0993,0.1241,0
Metastasis,0.7022,0.3817,0.6054,0.6843,0.2399,0.7118,0.097,0.1519,0.1798,0.7988,1
Migration,0.0801,0.8432,0.6454,0.5673,0.2316,0.462,0.5699,0.0069,0.8166,0.8249,1
Invasion,0.9174,0.4313,0.3244,0.3472,0.6679,0.7225,0.129,0.4201,0.8137,0.4242,1
EMT,0.195,0.1417,0.2638,0.8129,0.3035,0.4579,0.4936,0.5948,0.7826,0.5873,1
Apoptosis,0.6964,0.5705,0.6106,0.8093,0.0474,0.7836,0.5111,0.7315,0.809,0.4343,1
CellCycleArrest,0.4329,0.0367,0.5385,0.8331,0.128,0.616,0.6489,0.9489,0.5854,0.5276,1
GF,0.5179,0.647,0.6764,0.441,0.9773,0.5734,0.2725,0.4614,0.2201,0.1652,0
TGFbeta,0.9557,0.1679,0.972,0.5966,0.7937,0.1638,0.9703,0.3053,0.3467,0.8781,0
p21,0.8743,0.3524,0.6219,0.0767,0.1585,0.6348,0.0929,0.5785,0.6088,0.709,0
CDH1,0.7356,0.9211,0.3472,0.8221,0.0672,0.1539,0.6075,0.9937,0.2081,0.2632,0
CDH2,0.4037,0.8734,0.319,0.8396,0.6654,0.8642,0.3281,0.1457,0.5353,0.5215,0
VIM,0.7644,0.6529,0.3624,0.8547,0.8851,0.5647,0.7177,0.4744,0.8179,0.3225,0
TWIST1,0.3136,0.0123,0.6026,0.4305,0.921,0.474,0.5645,0.0556,0.8604,0.4615,0
SNAI1,0.8374,0.5088,0.0049,0.4899,0.5032,0.9552,0.1326,0.0413,0.9869,0.6287,0
SNAI2,0.8966,0.6656,0.1124,0.4614,0.1734,0.6209,0.249,0.0385,0.345,0.1376,0
ZEB1,0.5577,0.8012,0.7585,0.5415,0.0054,0.1743,0.3373,0.4881,0.7497,0.4386,0
ZEB2,0.3175,0.8923,0.3075,0.7273,0.3584,0.9428,0.4684,0.9521,0.9099,0.5304,0
AKT1,0.7608,0.6133,0.8021,0.885,0.6267,0.2252,0.132,0.1643,0.7105,0.4625,0
DKK1,0.9661,0.2182,0.182,0.3406,0.4683,0.5078,0.1554,0.4829,0.153,0.5541,0
CTNNB1,0.1341,0.7111,0.6332,0.9567,0.8826,0.1605,0.3306,0.1411,0.3188,0.4857,0
NICD,0.012,0.4541,0.6902,0.3985,0.801,0.4356,0.0462,0.5566,0.8176,0.5679,0
p63,0.8614,0.2061,0.1885,0.9021,0.821,0.986,0.6917,0.3188,0.7233,0.0047,0
p53,0.7483,0.2863,0.0866,0.3936,0.0345,0.1525,0.0425,0.3255,0.5979,0.6126,0
p73,0.2223,0.6526,0.301,0.2294,0.4448,0.3501,0.9977,0.5657,0.8552,0.8443,0
miR200,0.3411,0.9395,0.4861,0.1345,0.3859,0.4178,0.1604,0.7108,0.7774,0.9036,0
miR203,0.4719,0.3872,0.7658,0.8617,0.4822,0.2318,0.2519,0.9602,0.3443,0.6281,0
miR34,0.313,0.887,0.012,0.1029,0.8885,0.0338,0.2581,0.1567,0.6964,0.4404,0
AKT2,0.9787,0.9847,0.2324,0.643,0.7922,0.2749,0.0045,0.1087,0.134,0.7771,0
ERK,0.2068,0.1687,0.0297,0.919,0.3366,0.0929,0.7522,0.4378,0.658,0.6968,0
SMAD,0.3957,0.1434,0.0635,0.6991,0.4522,0.3781,0.478,0.8168,0.1442,0.2568,0
