gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.4438,0.4662,0.7244,0.3596,0.2314,0.2348,0.721,0.3871,0.0221,0.7888,0
DNAdamage,0.2325,0.9662,0.651,0.8679,0.9517,0.8389,0.5233,0.1351,0.4219,0.7323,0
Metastasis,0.8322,0.491,0.6391,0.6733,0.5517,0.8004,0.6829,0.488,0.5594,0.0424,1
Migration,0.4419,0.9819,0.7976,0.9302,0.0029,0.0702,0.6676,0.8853,0.5567,0.8626,1
Invasion,0.7207,0.7995,0.5689,0.7165,0.6822,0.6421,0.5991,0.5851,0.8074,0.1447,1
EMT,0.2085,0.6167,0.8304,0.7159,0.3758,0.3971,0.7526,0.8563,0.888,0.1447,1
Apoptosis,0.1368,0.6362,0.3125,0.3997,0.0695,0.2259,0.1566,0.6208,0.0273,0.7521,1
CellCycleArrest,0.76,0.7968,0.6274,0.423,0.4823,0.0517,0.2558,0.7139,0.6083,0.3629,1
GF,0.6224,0.1334,0.782,0.7255,0.0149,0.4388,0.1742,0.7052,0.4572,0.8328,0
TGFbeta,0.0182,0.6464,0.8761,0.9311,0.2614,0.5227,0.3016,0.3689,0.1843,0.3869,0
p21,0.143,0.7531,0.7584,0.2533,0.2463,0.5895,0.9909,0.4817,0.6116,0.8674,0
CDH1,0.1704,0.1885,0.6309,0.6328,0.4972,0.6717,0.5401,0.0383,0.6274,0.4879,0
CDH2,0.2658,0.5962,0.8395,0.2957,0.2695,0.5494,0.2062,0.8643,0.3628,0.4409,0
VIM,0.0729,0.9694,0.4398,0.4503,0.3262,0.1444,0.2439,0.8333,0.0844,0.4943,0
TWIST1,0.1921,0.0408,0.0168,0.3011,0.667,0.8635,0.1137,0.1292,0.986,0.1743,0
SNAI1,0.5421,0.98,0.6527,0.5372,0.9654,0.0022,0.6631,0.6891,0.9421,0.7101,0
SNAI2,0.9669,0.1595,0.9501,0.0699,0.1303,0.6888,0.8544,0.688,0.55,0.4952,0
ZEB1,0.1609,0.7468,0.2848,0.1749,0.9912,0.1926,0.3383,0.8502,0.8193,0.1385,0
ZEB2,0.5799,0.7463,0.4871,0.0393,0.8105,0.8674,0.9256,0.0879,0.207,0.5751,0
AKT1,0.4716,0.0043,0.037,0.8133,0.0444,0.9808,0.9518,0.9378,0.3863,0.2871,0
DKK1,0.4482,0.9355,0.0782,0.2438,0.2443,0.1521,0.2213,0.1221,0.92,0.9076,0
CTNNB1,0.4877,0.8522,0.9398,0.6855,0.1126,0.1402,0.5065,0.9498,0.3815,0.0685,0
NICD,0.3313,0.398,0.0203,0.5351,0.1916,0.2271,0.7049,0.5952,0.7835,0.1016,0
p63,0.2284,0.9289,0.1688,0.9325,0.4437,0.8557,0.8366,0.7423,0.0299,0.9613,0
p53,0.2079,0.9979,0.385,0.6974,0.0861,0.2264,0.7548,0.7956,0.3622,0.7594,0
p73,0.3885,0.5999,0.7049,0.8208,0.1596,0.135,0.8163,0.1214,0.5541,0.2299,0
miR200,0.5079,0.4742,0.0165,0.0285,0.608,0.9975,0.7835,0.0407,0.1291,0.0009,0
miR203,0.4649,0.563,0.6295,0.2498,0.7295,0.6119,0.5759,0.603,0.4679,0.8549,0
miR34,0.7963,0.0005,0.8226,0.8594,0.4628,0.5278,0.4527,0.3025,0.818,0.7629,0
AKT2,0.4455,0.7336,0.1327,0.2109,0.1104,0.8844,0.3766,0.4068,0.7719,0.2735,0
ERK,0.3496,0.31,0.8574,0.9711,0.6923,0.0589,0.6233,0.3289,0.753,0.3747,0
SMAD,0.3869,0.9817,0.6924,0.6131,0.6836,0.1484,0.2823,0.6212,0.4284,0.3379,0
