gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.7187,0.939,0.272,0.4679,0.682,0.1275,0.3001,0.9055,0.3741,0.8175,0
DNAdamage,0.4206,0.3614,0.4987,0.5174,0.4891,0.3171,0.8965,0.1669,0.5604,0.8872,0
Metastasis,0.3855,0.2156,0.4687,0.0192,0.9826,0.6071,0.6771,0.7812,0.8734,0.9155,1
Migration,0.0785,0.0528,0.873,0.7612,0.569,0.4565,0.3799,0.7649,0.8921,0.5838,1
Invasion,0.7071,0.3594,0.3,0.9527,0.1419,0.4067,0.8409,0.979,0.9549,0.5237,1
EMT,0.9795,0.5669,0.453,0.7335,0.9518,0.1649,0.7712,0.5057,0.9447,0.9848,1
Apoptosis,0.5949,0.5731,0.7075,0.5681,0.8588,0.3962,0.5079,0.987,0.2129,0.6029,1
CellCycleArrest,0.198,0.0941,0.3661,0.3201,0.2852,0.9821,0.2412,0.0078,0.3242,0.5446,1
GF,0.4967,0.8113,0.7886,0.0241,0.8238,0.1012,0.5502,0.278,0.2025,0.2802,0
TGFbeta,0.5375,0.5782,0.4283,0.8561,0.6212,0.4028,0.1105,0.4445,0.6597,0.8772,0
p21,0.428,0.9458,0.4215,0.1672,0.8669,0.189,0.2858,0.8041,0.0305,0.0152,0
CDH1,0.0547,0.2523,0.7318,0.8389,0.0155,0.1969,0.0827,0.8217,0.0701,0.2325,0
CDH2,0.8426,0.4261,0.6693,0.4342,0.9864,0.2722,0.2203,0.9221,0.1975,0.0187,0
VIM,0.092,0.7484,0.1806,0.5125,0.2042,0.5861,0.6987,0.6582,0.2796,0.7379,0
TWIST1,0.6658,0.7214,0.8488,0.1517,0.2644,0.8902,0.9952,0.8055,0.2303,0.1109,0
SNAI1,0.8122,0.6985,0.2886,0.9345,0.6832,0.5142,0.1351,0.023,0.0928,0.1887,0
SNAI2,0.9112,0.1911,0.2166,0.0095,0.7048,0.262,0.3053,0.8765,0.0614,0.7634,0
ZEB1,0.9508,0.9855,0.1319,0.6911,0.4344,0.0881,0.7476,0.9839,0.2529,0.014,0
ZEB2,0.6763,0.4348,0.6537,0.2832,0.2763,0.9648,0.5137,0.8711,0.3373,0.0134,0
AKT1,0.4231,0.3546,0.9229,0.0745,0.3703,0.9224,0.1371,0.1526,0.3733,0.978,0
DKK1,0.3706,0.9653,0.2459,0.0813,0.1492,0.7558,0.6639,0.5567,0.954,0.4666,0
CTNNB1,0.9636,0.2091,0.1845,0.2554,0.3982,0.7745,0.0209,0.8494,0.9534,0.9153,0
NICD,0.6431,0.2555,0.3063,0.7075,0.1404,0.5703,0.3571,0.6287,0.8335,0.309,0
p63,0.489,0.5301,0.0267,0.9031,0.7196,0.8111,0.825,0.1726,0.7064,0.04,0
p53,0.3929,0.3174,0.1873,0.463,0.5897,0.6733,0.9067,0.7262,0.9211,0.3648,0
p73,0.6353,0.9413,0.5496,0.1618,0.6669,0.1915,0.6507,0.233,0.4168,0.0287,0
miR200,0.9592,0.5233,0.8517,0.5011,0.7577,0.5761,0.5152,0.9163,0.2794,0.6342,0
miR203,0.1323,0.1763,0.2713,0.0668,0.4351,0.7899,0.679,0.6316,0.7556,0.3997,0
miR34,0.9359,0.8866,0.0535,0.1962,0.4694,0.8089,0.9664,0.2022,0.4866,0.6898,0
AKT2,0.5341,0.4062,0.1051,0.8065,0.6035,0.6351,0.098,0.9878,0.8543,0.7793,0
ERK,0.9114,0.7658,0.5468,0.4333,0.5485,0.2798,0.9362,0.9649,0.2697,0.8241,0
SMAD,0.9499,0.5028,0.1816,0.5725,0.8974,0.2107,0.1246,0.1078,0.47,0.657,0
