gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.1066,0.9568,0.2106,0.0626,0.1045,0.0719,0.3302,0.6311,0.3047,0.4258,0
DNAdamage,0.1944,0.5594,0.0775,0.8803,0.1666,0.0104,0.9262,0.041,0.2293,0.8697,0
Metastasis,0.0671,0.1229,0.6779,0.8602,0.7912,0.6352,0.5085,0.6779,0.3021,0.3566,1
Migration,0.4767,0.6399,0.3121,0.7553,0.3463,0.507,0.977,0.1077,0.2386,0.4296,1
Invasion,0.0233,0.6814,0.5733,0.1656,0.8944,0.6295,0.3654,0.4292,0.7799,0.9331,1
EMT,0.8387,0.8054,0.8347,0.4719,0.1893,0.2528,0.1671,0.8902,0.1957,0.9117,1
Apoptosis,0.8714,0.6311,0.7418,0.3881,0.888,0.5958,0.3664,0.0774,0.6584,0.9341,1
CellCycleArrest,0.6561,0.235,0.0013,0.6168,0.083,0.7459,0.2433,0.1468,0.7995,0.9457,1
GF,0.3837,0.3694,0.9784,0.5503,0.3008,0.6981,0.6658,0.7864,0.4366,0.5243,0
TGFbeta,0.454,0.1661,0.2513,0.4749,0.9953,0.9694,0.7851,0.2715,0.757,0.9762,0
p21,0.4538,0.1658,0.6053,0.9806,0.8919,0.7214,0.4346,0.1872,0.9572,0.1628,0
CDH1,0.8731,0.6814,0.4408,0.3942,0.8453,0.4953,0.396,0.9852,0.0052,0.4032,0
CDH2,0.0323,0.4108,0.58,0.2666,0.0904,0.0177,0.5845,0.7237,0.4592,0.6742,0
VIM,0.2723,0.0882,0.9123,0.6803,0.5195,0.059,0.6964,0.6927,0.7808,0.0594,0
TWIST1,0.4369,0.775,0.1966,0.2596,0.7461,0.6979,0.8432,0.128,0.4542,0.9219,0
SNAI1,0.5994,0.1877,0.3717,0.3595,0.3802,0.3302,0.4355,0.3387,0.9329,0.7624,0
SNAI2,0.3724,0.7198,0.7699,0.04,0.6617,0.8144,0.9803,0.8602,0.5782,0.1546,0
ZEB1,0.2433,0.1075,0.5107,0.3598,0.4773,0.414,0.9792,0.4691,0.0139,0.3276,0
ZEB2,0.5696,0.5558,0.6057,0.441,0.5379,0.1791,0.5995,0.6516,0.7108,0.2271,0
AKT1,0.1206,0.8918,0.2564,0.9204,0.8328,0.1963,0.8651,0.1631,0.8606,0.71,0
DKK1,0.0352,0.6724,0.6902,0.881,0.7918,0.0623,0.6091,0.5084,0.0907,0.1734,0
CTNNB1,0.2242,0.3178,0.8391,0.1382,0.6049,0.3729,0.6904,0.2804,0.516,0.8214,0
NICD,0.8374,0.9581,0.8183,0.5128,0.4324,0.3952,0.1077,0.3247,0.7866,0.27,0
p63,0.2664,0.7979,0.2734,0.8887,0.6143,0.4049,0.5669,0.9846,0.914,0.0546,0
p53,0.5472,0.4526,0.7014,0.9407,0.8964,0.9847,0.6272,0.4516,0.1981,0.9985,0
p73,0.9413,0.3681,0.7323,0.4956,0.1513,0.7101,0.8019,0.4796,0.1031,0.9298,0
miR200,0.191,0.0311,0.4401,0.4102,0.8783,0.5082,0.6346,0.1388,0.2713,0.0312,0
miR203,0.9258,0.3292,0.7876,0.1962,0.8444,0.3434,0.9978,0.3157,0.5694,0.7642,0
miR34,0.1185,0.1389,0.4598,0.0719,0.1238,0.1561,0.9846,0.5069,0.4962,0.5248,0
AKT2,0.3536,0.2582,0.7297,0.257,0.859,0.5877,0.4504,0.2117,0.6442,0.3934,0
ERK,0.3438,0.965,0.032,0.7661,0.3184,0.1134,0.7603,0.1146,0.1203,0.4577,0
SMAD,0.3432,0.0515,0.8344,0.5378,0.9408,0.0584,0.2011,0.4006,0.8678,0.9675,0
