gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.5644,0.4112,0.1955,0.4794,0.8747,0.0613,0.1486,0.4019,0.9954,0.931,0
DNAdamage,0.9189,0.9458,0.0774,0.2377,0.2658,0.696,0.0723,0.5667,0.9976,0.6867,0
Metastasis,0.443,0.9784,0.9044,0.6971,0.5207,0.3528,0.4747,0.472,0.3728,0.0518,1
Migration,0.6635,0.2445,0.0658,0.9502,0.1413,0.3156,0.574,0.3515,0.7628,0.4032,1
Invasion,0.4224,0.7882,0.1943,0.0704,0.5395,0.8576,0.3365,0.23,0.8405,0.5771,1
EMT,0.5589,0.649,0.0603,0.9026,0.4425,0.6183,0.3366,0.7577,0.995,0.171,1
Apoptosis,0.2431,0.1203,0.1598,0.5428,0.0377,0.05,0.1746,0.6325,0.0441,0.5295,1
CellCycleArrest,0.0723,0.7831,0.9394,0.5376,0.0627,0.3226,0.711,0.2672,0.991,0.57,1
GF,0.3363,0.3406,0.0358,0.2144,0.4716,0.6356,0.7319,0.8026,0.1989,0.4925,0
TGFbeta,0.6357,0.6139,0.7137,0.8342,0.2714,0.672,0.8219,0.3195,0.2913,0.874,0
p21,0.6263,0.5768,0.6393,0.9803,0.7175,0.6407,0.2465,0.4628,0.5929,0.8018,0
CDH1,0.4048,0.5717,0.0254,0.4135,0.5943,0.8266,0.4032,0.4221,0.3546,0.193,0
CDH2,0.8152,0.0478,0.6873,0.9281,0.2519,0.0598,0.2589,0.6279,0.7754,0.8011,0
VIM,0.9779,0.0404,0.673,0.9345,0.4496,0.0925,0.1401,0.545,0.3451,0.0548,0
TWIST1,0.1586,0.2128,0.898,0.5104,0.9291,0.9847,0.9593,0.269,0.8717,0.9326,0
SNAI1,0.6471,0.7542,0.7492,0.1127,0.4305,0.3368,0.1378,0.6434,0.2153,0.9288,0
SNAI2,0.9863,0.1398,0.8012,0.6698,0.0302,0.5625,0.4897,0.714,0.5841,0.2605,0
ZEB1,0.575,0.0923,0.2616,0.7115,0.5852,0.9751,0.8116,0.5538,0.4583,0.913,0
ZEB2,0.6707,0.2843,0.0622,0.3177,0.9529,0.2017,0.7077,0.1639,0.7464,0.8663,0
AKT1,0.7571,0.3711,0.5051,0.4999,0.9255,0.0951,0.7807,0.6476,0.7966,0.2524,0
DKK1,0.052,0.8827,0.75,0.687,0.6542,0.52,0.7687,0.4359,0.6448,0.3506,0
CTNNB1,0.4009,0.4267,0.9569,0.1458,0.7222,0.3979,0.2956,0.1733,0.1674,0.44,0
NICD,0.1041,0.6753,0.6228,0.8301,0.0279,0.7912,0.8302,0.4495,0.5583,0.9868,0
p63,0.483,0.745,0.9119,0.1145,0.3728,0.0289,0.3685,0.115,0.9915,0.133,0
p53,0.8466,0.1978,0.9985,0.488,0.3806,0.709,0.2325,0.6287,0.6029,0.6797,0
p73,0.3902,0.2028,0.3708,0.03,0.5765,0.5904,0.6459,0.8258,0.619,0.7348,0
miR200,0.2774,0.8868,0.9278,0.3441,0.107,0.222,0.3748,0.5643,0.6796,0.8721,0
miR203,0.5078,0.7362,0.149,0.1788,0.7836,0.1574,0.8285,0.3592,0.1027,0.2698,0
miR34,0.5446,0.2303,0.8546,0.4873,0.7042,0.6492,0.7285,0.837,0.5217,0.7236,0
AKT2,0.4047,0.0732,0.6344,0.7138,0.31,0.7328,0.7862,0.1096,0.8425,0.2649,0
ERK,0.6405,0.2047,0.6154,0.2195,0.3026,0.0744,0.4905,0.337,0.3026,0.895,0
SMAD,0.0154,0.3624,0.2471,0.9521,0.0455,0.8051,0.8491,0.2613,0.4337,0.9493,0
