gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.7085,0.4349,0.522,0.3621,0.9022,0.263,0.1704,0.2198,0.1412,0.5974,0
DNAdamage,0.0285,0.9142,0.4036,0.1464,0.4346,0.0853,0.0663,0.7359,0.475,0.4273,0
Metastasis,0.5184,0.8473,0.6193,0.1626,0.4032,0.2632,0.6422,0.1336,0.0318,0.2908,1
Migration,0.9074,0.7774,0.3356,0.4154,0.245,0.0792,0.6431,0.7505,0.4587,0.0544,1
Invasion,0.6116,0.018,0.5251,0.5071,0.3801,0.4563,0.4017,0.8671,0.4603,0.3274,1
EMT,0.3852,0.9146,0.5893,0.0788,0.3758,0.1859,0.8645,0.1582,0.5819,0.6148,1
Apoptosis,0.902,0.3379,0.0983,0.1972,0.1753,0.633,0.9918,0.3907,0.6408,0.4516,1
CellCycleArrest,0.0535,0.7069,0.2367,0.1825,0.7672,0.4239,0.0377,0.2767,0.1582,0.98,1
GF,0.708,0.349,0.3245,0.4418,0.1521,0.4923,0.6161,0.7346,0.3362,0.2922,0
TGFbeta,0.52,0.5016,0.5354,0.5475,0.208,0.0233,0.3809,0.4704,0.078,0.2456,0
p21,0.7191,0.1864,0.7255,0.094,0.4459,0.8913,0.2614,0.8055,0.8367,0.3437,0
CDH1,0.2219,0.429,0.5033,0.7477,0.0325,0.4965,0.2289,0.0495,0.5732,0.979,0
CDH2,0.0584,0.9284,0.4664,0.6063,0.1316,0.0715,0.418,0.7679,0.5121,0.3084,0
VIM,0.7198,0.7588,0.4626,0.624,0.4722,0.7802,0.3483,0.1607,0.2837,0.2768,0
TWIST1,0.593,0.0241,0.0493,0.6835,0.3747,0.5001,0.6842,0.8843,0.4646,0.4176,0
SNAI1,0.8782,0.0871,0.7882,0.1839,0.8442,0.1412,0.7215,0.4085,0.7431,0.4204,0
SNAI2,0.6896,0.0149,0.4606,0.4302,0.0183,0.8098,0.0404,0.294,0.0453,0.2035,0
ZEB1,0.9197,0.1615,0.0527,0.2005,0.1251,0.1399,0.2293,0.6671,0.824,0.7514,0
ZEB2,0.7709,0.6233,0.4771,0.8874,0.7604,0.0398,0.2974,0.8629,0.2119,0.5688,0
AKT1,0.9045,0.6253,0.3379,0.1256,0.5327,0.9063,0.8055,0.1578,0.3422,0.5772,0
DKK1,0.1687,0.7689,0.5063,0.9349,0.714,0.493,0.7284,0.6507,0.0089,0.0697,0
CTNNB1,0.481,0.8397,0.4699,0.1819,0.9415,0.6003,0.5738,0.4844,0.862,0.0252,0
NICD,0.7623,0.9268,0.7628,0.1233,0.2472,0.5666,0.2043,0.7051,0.3706,0.5936,0
p63,0.1494,0.8586,0.205,0.1746,0.4568,0.848,0.761,0.1578,0.1822,0.4075,0
p53,0.2591,0.1161,0.148,0.3743,0.062,0.0119,0.5173,0.7352,0.6828,0.4343,0
p73,0.9224,0.5365,0.658,0.5153,0.8362,0.1975,0.219,0.5712,0.585,0.2884,0
miR200,0.2081,0.1264,0.7956,0.7033,0.105,0.9575,0.501,0.0259,0.3173,0.1401,0
miR203,0.7999,0.6253,0.565,0.3013,0.7241,0.8088,0.0542,0.2624,0.0729,0.827,0
miR34,0.1663,0.2757,0.7795,0.7042,0.6105,0.9882,0.9825,0.2882,0.2609,0.9664,0
AKT2,0.5853,0.974,0.4392,0.5319,0.1736,0.6033,0.8048,0.8229,0.0405,0.8715,0
ERK,0.5025,0.9448,0.2259,0.6521,0.0323,0.0606,0.5174,0.9986,0.0572,0.5936,0
SMAD,0.4755,0.7883,0.1916,0.368,0.6397,0.4351,0.5726,0.6874,0.8582,0.6777,0
