gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.3687,0.9134,0.9891,0.7943,0.416,0.3131,0.2383,0.3951,0.442,0.4322,0
DNAdamage,0.5072,0.7454,0.924,0.5998,0.1265,0.0221,0.208,0.2658,0.6266,0.8106,0
Metastasis,0.4514,0.4535,0.5615,0.2128,0.8069,0.5261,0.1698,0.5834,0.0361,0.8067,1
Migration,0.0679,0.2385,0.6145,0.2006,0.7575,0.3612,0.2177,0.9964,0.0809,0.4244,1
Invasion,0.7004,0.9879,0.3627,0.3177,0.4992,0.6621,0.3973,0.9229,0.4836,0.5743,1
EMT,0.7258,0.2684,0.8433,0.9326,0.9631,0.0745,0.5248,0.5374,0.6954,0.5054,1
Apoptosis,0.6706,0.8327,0.6814,0.6791,0.9337,0.6381,0.2089,0.3738,0.3031,0.1251,1
CellCycleArrest,0.0521,0.7759,0.4752,0.0558,0.7284,0.5877,0.1382,0.8085,0.2521,0.2843,1
GF,0.7651,0.5372,0.4194,0.7908,0.0764,0.5294,0.6612,0.6187,0.4901,0.7116,0
TGFbeta,0.2346,0.5319,0.8706,0.5663,0.9135,0.2881,0.1741,0.3714,0.5197,0.5648,0
p21,0.2188,0.8039,0.3626,0.5713,0.0939,0.6097,0.9081,0.3404,0.3617,0.9654,0
CDH1,0.3708,0.6653,0.7127,0.1327,0.1227,0.8392,0.221,0.5896,0.6709,0.8339,0
CDH2,0.5914,0.1919,0.4943,0.2124,0.144,0.5366,0.3637,0.1271,0.6396,0.8797,0
VIM,0.4408,0.9166,0.462,0.5456,0.731,0.7797,0.0166,0.1328,0.7387,0.5579,0
TWIST1,0.2292,0.534,0.4147,0.7231,0.3303,0.0195,0.5833,0.5976,0.2621,0.9182,0
SNAI1,0.8859,0.701,0.2772,0.4758,0.4143,0.8609,0.7001,0.4707,0.2743,0.1291,0
SNAI2,0.6003,0.8174,0.464,0.9975,0.4035,0.4525,0.904,0.0211,0.2488,0.8907,0
ZEB1,0.1262,0.4063,0.8176,0.2311,0.2918,0.7336,0.9783,0.576,0.1307,0.1762,0
ZEB2,0.1807,0.6114,0.585,0.935,0.1767,0.1142,0.0121,0.7458,0.0539,0.7431,0
AKT1,0.031,0.5538,0.738,0.7623,0.157,0.7288,0.0117,0.8168,0.2068,0.9223,0
DKK1,0.0889,0.8053,0.178,0.7054,0.2885,0.9258,0.1407,0.572,0.8073,0.5675,0
CTNNB1,0.3684,0.8703,0.7419,0.2589,0.3584,0.1548,0.1727,0.728,0.4415,0.9048,0
NICD,0.3004,0.62,0.055,0.9477,0.5336,0.9968,0.891,0.5625,0.641,0.9809,0
p63,0.5526,0.8245,0.4237,0.6799,0.3538,0.0474,0.1737,0.6854,0.0132,0.3588,0
p53,0.5594,0.687,0.0359,0.7832,0.3132,0.935,0.7283,0.9059,0.5375,0.0699,0
p73,0.3881,0.5704,0.4497,0.9624,0.0378,0.8907,0.044,0.5204,0.8079,0.6151,0
miR200,0.5459,0.6039,0.8896,0.4889,0.4122,0.8039,0.1287,0.3995,0.0973,0.1032,0
miR203,0.8194,0.6502,0.8338,0.4769,0.4145,0.5284,0.3543,0.698,0.2697,0.798,0
miR34,0.5033,0.696,0.1324,0.5114,0.9649,0.7326,0.7681,0.1135,0.9257,0.1311,0
AKT2,0.7223,0.8718,0.2305,0.4971,0.7521,0.0439,0.4371,0.457,0.1682,0.7685,0
ERK,0.6751,0.9015,0.002,0.2003,0.7136,0.7296,0.5879,0.5883,0.8629,0.9191,0
SMAD,0.452,0.9171,0.5577,0.8055,0.4101,0.2704,0.4306,0.7852,0.5129,0.098,0
