gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.0329,0.3285,0.5421,0.9173,0.7524,0.187,0.737,0.3553,0.1139,0.6525,0
DNAdamage,0.2705,0.9288,0.3364,0.4303,0.2261,0.5081,0.872,0.0733,0.0862,0.2826,0
Metastasis,0.5917,0.7723,0.0368,0.4667,0.3745,0.1202,0.8632,0.8512,0.7245,0.3403,1
Migration,0.8129,0.3419,0.4911,0.9439,0.0188,0.1574,0.4168,0.1182,0.5276,0.1563,1
Invasion,0.7938,0.6883,0.3103,0.2088,0.362,0.5855,0.7687,0.214,0.2061,0.4469,1
EMT,0.7649,0.8233,0.9928,0.8318,0.0813,0.1433,0.5085,0.4562,0.3545,0.646,1
Apoptosis,0.9873,0.7739,0.2273,0.4224,0.816,0.1361,0.965,0.0806,0.2862,0.2024,1
CellCycleArrest,0.9357,0.4022,0.1902,0.9014,0.7664,0.3101,0.927,0.8829,0.3963,0.2787,1
GF,0.967,0.717,0.7069,0.3419,0.8706,0.914,0.6335,0.5322,0.3307,0.6302,0
TGFbeta,0.6935,0.0577,0.1124,0.5095,0.2548,0.8071,0.5119,0.5573,0.886,0.8224,0
p21,0.8079,0.9277,0.962,0.0736,0.4153,0.5859,0.0894,0.0701,0.4211,0.3706,0
CDH1,0.1104,0.1371,0.2862,0.8813,0.8957,0.5994,0.6891,0.0438,0.5503,0.535,0
CDH2,0.2641,0.9661,0.7051,0.4822,0.3672,0.3961,0.8373,0.6315,0.4926,0.7123,0
VIM,0.6658,0.2484,0.3661,0.0167,0.7699,0.3301,0.5162,0.731,0.5283,0.4636,0
TWIST1,0.5884,0.2778,0.2624,0.2011,0.5326,0.8985,0.2417,0.615,0.3397,0.6878,0
SNAI1,0.3082,0.2266,0.504,0.1157,0.9464,0.9013,0.4506,0.7572,0.8495,0.8342,0
SNAI2,0.3302,0.7505,0.3546,0.8726,0.7017,0.8564,0.8502,0.5393,0.5349,0.0415,0
ZEB1,0.6634,0.3961,0.4508,0.5099,0.0671,0.102,0.2541,0.0797,0.0759,0.1135,0
ZEB2,0.2453,0.7839,0.5782,0.4842,0.6828,0.0738,0.6124,0.2702,0.7107,0.2999,0
AKT1,0.3308,0.8124,0.6671,0.8833,0.4533,0.81,0.332,0.1899,0.1721,0.5573,0
DKK1,0.7232,0.5813,0.0227,0.0071,0.0539,0.8114,0.7947,0.7264,0.9125,0.4547,0
CTNNB1,0.274,0.2786,0.3312,0.3032,0.927,0.1673,0.8828,0.6636,0.3554,0.599,0
NICD,0.4445,0.6287,0.5668,0.8591,0.0134,0.8815,0.9402,0.0118,0.2715,0.6176,0
p63,0.7373,0.8062,0.2838,0.8543,0.496,0.9854,0.4335,0.5196,0.327,0.1945,0
p53,0.9121,0.707,0.6006,0.4092,0.8658,0.855,0.2427,0.2776,0.2429,0.1707,0
p73,0.6981,0.8773,0.3055,0.4573,0.3273,0.3233,0.0696,0.909,0.9035,0.1345,0
miR200,0.8771,0.06,0.0474,0.9864,0.2529,0.3153,0.6693,0.8117,0.4831,0.5383,0
miR203,0.5991,0.646,0.0345,0.153,0.3401,0.2687,0.6567,0.8073,0.8509,0.3613,0
miR34,0.1405,0.2868,0.0987,0.2251,0.8862,0.5627,0.6851,0.5827,0.305,0.2234,0
AKT2,0.8155,0.9021,0.9051,0.153,0.6931,0.5328,0.072,0.4424,0.6854,0.5141,0
ERK,0.0114,0.428,0.4393,0.1913,0.7141,0.9067,0.588,0.5409,0.5399,0.2889,0
SMAD,0.7148,0.9432,0.1321,0.0573,0.0968,0.0684,0.9485,0.2218,0.7308,0.9513,0
