gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.7172,0.6412,0.3398,0.6315,0.8384,0.394,0.0661,0.6794,0.908,0.2403,0
DNAdamage,0.9525,0.7668,0.8595,0.1882,0.5328,0.5004,0.8896,0.1407,0.4418,0.7766,0
Metastasis,0.7379,0.7942,0.6908,0.4837,0.2523,0.1737,0.5324,0.3944,0.5102,0.8868,1
Migration,0.812,0.8136,0.3181,0.8709,0.7458,0.165,0.7756,0.971,0.3913,0.6133,1
Invasion,0.8127,0.7816,0.4327,0.4079,0.9087,0.7449,0.0179,0.1342,0.1058,0.4618,1
EMT,0.9414,0.614,0.4123,0.8467,0.8707,0.7585,0.157,0.0591,0.3332,0.3367,1
Apoptosis,0.1316,0.5483,0.2906,0.471,0.8109,0.5717,0.1785,0.3681,0.5635,0.4262,1
CellCycleArrest,0.0953,0.7374,0.2024,0.0266,0.5732,0.4506,0.1636,0.3372,0.9326,0.742,1
GF,0.0483,0.9755,0.484,0.6427,0.1652,0.3107,0.1375,0.1144,0.2932,0.3054,0
TGFbeta,0.1522,0.4207,0.5306,0.4442,0.694,0.622,0.8006,0.8274,0.7259,0.1789,0
p21,0.5968,0.9254,0.3545,0.8102,0.1034,0.5113,0.2021,0.1316,0.3359,0.0646,0
CDH1,0.7553,0.1544,0.7697,0.4757,0.8774,0.744,0.8994,0.6105,0.6162,0.3491,0
CDH2,0.5454,0.4899,0.776,0.4527,0.968,0.299,0.6657,0.9581,0.7024,0.395,0
VIM,0.3889,0.5842,0.6889,0.8118,0.9591,0.4916,0.508,0.1366,0.7854,0.5069,0
TWIST1,0.4307,0.3843,0.7008,0.4556,0.9734,0.2519,0.5987,0.7916,0.6956,0.3305,0
SNAI1,0.0969,0.1693,0.9306,0.932,0.9107,0.1066,0.0654,0.6451,0.9394,0.8575,0
SNAI2,0.0026,0.8446,0.5813,0.3776,0.9321,0.9418,0.0568,0.1053,0.3981,0.4552,0
ZEB1,0.0048,0.5472,0.5874,0.7602,0.5124,0.8313,0.5132,0.8068,0.4747,0.7215,0
ZEB2,0.9081,0.6668,0.6464,0.4471,0.4562,0.862,0.819,0.7001,0.4079,0.9647,0
AKT1,0.7325,0.2505,0.5664,0.934,0.737,0.8502,0.4016,0.7331,0.8608,0.482,0
DKK1,0.3074,0.1655,0.1476,0.7423,0.0494,0.2694,0.7417,0.5135,0.8793,0.6741,0
CTNNB1,0.0577,0.1735,0.5899,0.2835,0.7963,0.2599,0.8391,0.2837,0.148,0.4567,0
NICD,0.6231,0.7746,0.4005,0.4246,0.5514,0.6574,0.5257,0.5534,0.8087,0.5713,0
p63,0.7041,0.8233,0.3788,0.7343,0.2794,0.3978,0.7577,0.6583,0.5845,0.7008,0
p53,0.7319,0.1362,0.7343,0.3015,0.904,0.8416,0.519,0.0397,0.4524,0.9776,0
p73,0.9113,0.4479,0.9031,0.1457,0.1657,0.5391,0.0048,0.7179,0.4326,0.3353,0
miR200,0.9621,0.2135,0.1685,0.9065,0.1176,0.5791,0.0402,0.2295,0.6593,0.9072,0
miR203,0.9444,0.0794,0.2144,0.3524,0.5938,0.1393,0.589,0.6303,0.6798,0.3973,0
miR34,0.5374,0.7492,0.368,0.9295,0.2274,0.5227,0.7479,0.8039,0.1235,0.5009,0
AKT2,0.6392,0.6943,0.9543,0.6127,0.3388,0.2002,0.4091,0.1477,0.4278,0.6947,0
ERK,0.6613,0.8664,0.4883,0.7836,0.6238,0.4688,0.5042,0.4322,0.067,0.2708,0
SMAD,0.3548,0.4315,0.1772,0.6573,0.6258,0.3203,0.7771,0.2492,0.0976,0.5661,0
