gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.9463,0.575,0.7495,0.1635,0.4029,0.0033,0.9295,0.4597,0.8039,0.6969,0
DNAdamage,0.5184,0.3078,0.3,0.8371,0.092,0.4553,0.9253,0.1868,0.9739,0.1748,0
Metastasis,0.4567,0.6413,0.8584,0.6922,0.8144,0.3323,0.3832,0.3797,0.9007,0.8003,1
Migration,0.3621,0.9448,0.5579,0.802,0.742,0.8671,0.657,0.1373,0.3777,0.8152,1
Invasion,0.5033,0.7875,0.5567,0.647,0.2568,0.9191,0.2085,0.6735,0.1512,0.3617,1
EMT,0.4958,0.0312,0.1979,0.8543,0.7632,0.56,0.3893,0.4262,0.6794,0.305,1
Apoptosis,0.2722,0.8685,0.5113,0.6684,0.8783,0.4208,0.4206,0.7794,0.4328,0.1521,1
CellCycleArrest,0.2884,0.5124,0.0883,0.2961,0.7805,0.9431,0.8782,0.4689,0.708,0.4412,1
GF,0.082,0.9604,0.6888,0.6158,0.5691,0.6296,0.1927,0.0343,0.8641,0.3395,0
TGFbeta,0.1175,0.776,0.2786,0.8583,0.0227,0.4065,0.5967,0.7519,0.9228,0.792,0
p21,0.7221,0.2446,0.9092,0.8071,0.5622,0.1404,0.1931,0.5194,0.2468,0.0864,0
CDH1,0.0277,0.1214,0.3226,0.393,0.9156,0.8408,0.2761,0.4058,0.5311,0.375,0
CDH2,0.5954,0.9452,0.4135,0.3197,0.9472,0.7787,0.1258,0.1467,0.0677,0.2158,0
VIM,0.9166,0.3625,0.4445,0.0149,0.4265,0.3538,0.8541,0.0037,0.6961,0.4763,0
TWIST1,0.7483,0.0781,0.3576,0.4356,0.4101,0.7611,0.5608,0.5603,0.5445,0.7879,0
SNAI1,0.273,0.1002,0.2408,0.5229,0.7073,0.5695,0.3762,0.2647,0.642,0.5055,0
SNAI2,0.0837,0.2178,0.2746,0.9553,0.5367,0.4461,0.4965,0.0935,0.7966,0.9142,0
ZEB1,0.9159,0.1363,0.9807,0.0355,0.2279,0.8915,0.5178,0.373,0.0896,0.7939,0
ZEB2,0.3724,0.5409,0.1357,0.0371,0.9014,0.1361,0.0224,0.9237,0.696,0.9999,0
AKT1,0.365,0.2392,0.0936,0.6104,0.9446,0.0266,0.954,0.9821,0.7372,0.9449,0
DKK1,0.0947,0.5757,0.3539,0.2396,0.2507,0.6845,0.3892,0.1906,0.5378,0.4188,0
CTNNB1,0.8728,0.6733,0.0455,0.7955,0.4218,0.151,0.9038,0.9145,0.8131,0.3757,0
NICD,0.5179,0.536,0.7592,0.7529,0.7921,0.1979,0.9867,0.6739,0.8943,0.5954,0
p63,0.2253,0.4227,0.3318,0.2872,0.0333,0.2231,0.8719,0.6298,0.2139,0.8926,0
p53,0.4597,0.3743,0.3676,0.053,0.1225,0.3217,0.8503,0.4585,0.3275,0.5498,0
p73,0.0303,0.6404,0.0639,0.5632,0.0585,0.4685,0.1083,0.3277,0.2112,0.9064,0
miR200,0.1866,0.818,0.0696,0.3885,0.8529,0.0343,0.4081,0.9234,0.7547,0.1061,0
miR203,0.7144,0.4408,0.8984,0.7272,0.3852,0.1682,0.4093,0.1788,0.8031,0.3114,0
miR34,0.6572,0.021,0.6606,0.443,0.6562,0.5358,0.6304,0.9251,0.0043,0.1911,0
AKT2,0.6416,0.6665,0.4055,0.7033,0.8372,0.1451,0.3528,0.7217,0.7671,0.5393,0
ERK,0.5929,0.7849,0.7377,0.1119,0.9975,0.9175,0.8717,0.0565,0.4007,0.5538,0
SMAD,0.7597,0.5084,0.3074,0.9967,0.6149,0.827,0.1976,0.081,0.7198,0.2177,0
