gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.098,0.105,0.2658,0.3351,0.6319,0.751,0.9991,0.8022,0.5962,0.9475,0
DNAdamage,0.7167,0.2516,0.8938,0.7242,0.7656,0.0325,0.6331,0.4102,0.4106,0.977,0
Metastasis,0.0005,0.7098,0.6362,0.7005,0.5658,0.719,0.4417,0.9464,0.6593,0.5116,1
Migration,0.6318,0.4498,0.3254,0.868,0.5394,0.5524,0.7095,0.3229,0.0095,0.6738,1
Invasion,0.5014,0.6253,0.8943,0.4961,0.1586,0.2239,0.9744,0.9245,0.9005,0.002,1
EMT,0.5113,0.9652,0.9065,0.5837,0.8549,0.826,0.3827,0.9873,0.0388,0.4761,1
Apoptosis,0.7834,0.1506,0.1188,0.0738,0.5602,0.4488,0.1909,0.5038,0.4074,0.5836,1
CellCycleArrest,0.851,0.9446,0.3293,0.6011,0.7659,0.0812,0.2077,0.2806,0.2548,0.3595,1
GF,0.2646,0.2357,0.1161,0.723,0.2178,0.5779,0.0156,0.13,0.5795,0.624,0
TGFbeta,0.7497,0.5353,0.5812,0.6512,0.4521,0.1434,0.7219,0.9351,0.5342,0.6576,0
p21,0.8983,0.6517,0.8391,0.0367,0.5965,0.1329,0.7398,0.4566,0.8362,0.7022,0
CDH1,0.8977,0.8672,0.3257,0.6748,0.3736,0.7124,0.0437,0.2241,0.2433,0.6642,0
CDH2,0.3333,0.3146,0.8265,0.2164,0.9891,0.3467,0.8665,0.0504,0.4015,0.4118,0
VIM,0.9375,0.2544,0.9873,0.8546,0.2884,0.1396,0.4605,0.9947,0.0885,0.6665,0
TWIST1,0.2954,0.4158,0.7881,0.8256,0.4514,0.8605,0.0263,0.1377,0.9586,0.9804,0
SNAI1,0.1659,0.6479,0.0726,0.4622,0.7559,0.9501,0.4731,0.7661,0.8374,0.6461,0
SNAI2,0.1922,0.7436,0.1688,0.2712,0.2891,0.2237,0.4056,0.4063,0.273,0.2769,0
ZEB1,0.6883,0.8282,0.701,0.9326,0.7141,0.0161,0.9438,0.8706,0.1622,0.9925,0
ZEB2,0.4205,0.1319,0.3418,0.0859,0.6126,0.1486,0.2438,0.567,0.7785,0.8434,0
AKT1,0.6987,0.5294,0.0096,0.9966,0.7792,0.7186,0.6212,0.5939,0.2011,0.1065,0
DKK1,0.2191,0.1548,0.272,0.0692,0.1085,0.2857,0.1507,0.8944,0.4064,0.4941,0
CTNNB1,0.373,0.0029,0.7038,0.9159,0.2071,0.2442,0.6602,0.0718,0.3564,0.6203,0
NICD,0.3286,0.2813,0.9749,0.833,0.7419,0.7131,0.5297,0.4603,0.0174,0.861,0
p63,0.9077,0.4394,0.5729,0.4492,0.8755,0.6109,0.4305,0.1172,0.0113,0.4181,0
p53,0.6528,0.8006,0.8935,0.5762,0.3509,0.0663,0.8188,0.6213,0.1937,0.3064,0
p73,0.4721,0.7956,0.4452,0.4022,0.6541,0.6632,0.8915,0.0904,0.9098,0.6335,0
miR200,0.9079,0.3844,0.7286,0.6404,0.2642,0.1387,0.4233,0.6147,0.9297,0.4796,0
miR203,0.4126,0.2764,0.8875,0.1926,0.0091,0.7869,0.8158,0.0979,0.5376,0.4851,0
miR34,0.1593,0.9562,0.3872,0.0833,0.0456,0.1359,0.7946,0.2961,0.3706,0.0321,0
AKT2,0.7237,0.7875,0.2786,0.7319,0.159,0.5778,0.9937,0.0398,0.9756,0.4989,0
ERK,0.7349,0.0383,0.8859,0.9467,0.7257,0.2471,0.109,0.8131,0.9021,0.724,0
SMAD,0.4335,0.9277,0.2768,0.7542,0.6351,0.5047,0.9975,0.7306,0.5226,0.7516,0
