gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.5459,0.4759,0.5794,0.4006,0.4437,0.4768,0.8374,0.7298,0.182,0.1805,0
DNAdamage,0.5412,0.4641,0.489,0.9995,0.5185,0.7986,0.4613,0.0213,0.4385,0.4623,0
Metastasis,0.2819,0.3316,0.3014,0.915,0.3232,0.742,0.597,0.1375,0.7427,0.7132,1
Migration,0.7301,0.6576,0.895,0.8405,0.8107,0.1152,0.929,0.0567,0.2423,0.9417,1
Invasion,0.998,0.802,0.9894,0.2504,0.8615,0.6249,0.8129,0.1116,0.2219,0.7866,1
EMT,0.559,0.3915,0.2551,0.6966,0.6209,0.2117,0.4598,0.701,0.2085,0.7104,1
Apoptosis,0.361,0.944,0.6302,0.6798,0.3713,0.178,0.7203,0.1951,0.0839,0.3036,1
CellCycleArrest,0.8345,0.8554,0.3438,0.4068,0.2681,0.0426,0.0616,0.7993,0.6851,0.2768,1
GF,0.2284,0.2161,0.4596,0.1384,0.5389,0.0498,0.6859,0.096,0.8224,0.9504,0
TGFbeta,0.358,0.212,0.1971,0.5116,0.9417,0.0084,0.2454,0.3361,0.1043,0.236,0
p21,0.719,0.0652,0.9713,0.7628,0.5882,0.9544,0.4076,0.152,0.5955,0.1236,0
CDH1,0.3326,0.731,0.2613,0.4889,0.4891,0.0004,0.7012,0.9575,0.0314,0.1261,0
CDH2,0.0858,0.3606,0.9287,0.4305,0.7651,0.818,0.5016,0.685,0.7826,0.5528,0
VIM,0.066,0.2019,0.381,0.1304,0.8602,0.5469,0.1297,0.0579,0.3108,0.2549,0
TWIST1,0.1152,0.7796,0.0238,0.2717,0.5965,0.5176,0.3271,0.7627,0.2572,0.784,0
SNAI1,0.4652,0.9348,0.294,0.5351,0.5906,0.3514,0.9912,0.818,0.0244,0.3197,0
SNAI2,0.0351,0.1209,0.4297,0.4556,0.0809,0.8614,0.1546,0.9711,0.6927,0.6064,0
ZEB1,0.6388,0.8303,0.311,0.3197,0.9142,0.6934,0.3927,0.5346,0.3758,0.9721,0
ZEB2,0.0032,0.713,0.3084,0.1465,0.4775,0.3967,0.927,0.3293,0.2076,0.8499,0
AKT1,0.6288,0.6022,0.5971,0.7262,0.3308,0.2536,0.0762,0.5997,0.1434,0.1025,0
DKK1,0.9536,0.2578,0.2136,0.8637,0.9918,0.2748,0.4874,0.4076,0.144,0.9198,0
CTNNB1,0.5682,0.1067,0.0546,0.9044,0.5804,0.8032,0.3485,0.5177,0.9589,0.7648,0
NICD,0.8894,0.1935,0.9353,0.3054,0.1363,0.275,0.5704,0.1003,0.4442,0.3642,0
p63,0.1607,0.9686,0.7659,0.1338,0.7389,0.6801,0.1846,0.696,0.4819,0.3941,0
p53,0.1716,0.4439,0.9509,0.2745,0.7464,0.4644,0.8062,0.4049,0.7761,0.1764,0
p73,0.7325,0.356,0.4741,0.395,0.88,0.3482,0.735,0.2127,0.1743,0.6357,0
miR200,0.2006,0.8816,0.5553,0.1134,0.7353,0.4387,0.4269,0.8561,0.1448,0.205,0
miR203,0.5521,0.4205,0.8632,0.1335,0.5401,0.9174,0.9148,0.4314,0.5199,0.4897,0
miR34,0.1911,0.2805,0.7575,0.2095,0.0843,0.5993,0.1565,0.7185,0.1431,0.7896,0
AKT2,0.7415,0.3551,0.0688,0.0411,0.5828,0.2313,0.8056,0.8545,0.6566,0.0931,0
ERK,0.6951,0.4564,0.8119,0.0805,0.4369,0.7847,0.843,0.1863,0.584,0.6259,0
SMAD,0.956,0.0996,0.3521,0.9266,0.522,0.7215,0.7942,0.0411,0.437,0.2909,0
