gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.4074,0.896,0.0855,0.8071,0.685,0.2534,0.9197,0.8581,0.0012,0.4319,0
DNAdamage,0.9367,0.8249,0.9853,0.307,0.0492,0.4853,0.3912,0.1117,0.588,0.8603,0
Metastasis,0.0949,0.7561,0.2207,0.8878,0.2099,0.7397,0.5798,0.5479,0.9246,0.8568,1
Migration,0.3668,0.8452,0.5257,0.65,0.409,0.1036,0.326,0.3136,0.3198,0.8612,1
Invasion,0.2295,0.2837,0.9286,0.7878,0.6008,0.6224,0.1145,0.808,0.0851,0.685,1
EMT,0.7944,0.7929,0.5372,0.2683,0.3313,0.8047,0.5225,0.0621,0.226,0.8437,1
Apoptosis,0.9239,0.8364,0.9361,0.778,0.0433,0.1144,0.8954,0.7629,0.2595,0.1956,1
CellCycleArrest,0.3944,0.5931,0.7792,0.8223,0.2764,0.211,0.2807,0.9088,0.3467,0.9657,1
GF,0.9383,0.1918,0.8906,0.021,0.375,0.1991,0.5429,0.0563,0.1647,0.5583,0
TGFbeta,0.8092,0.8844,0.9193,0.6857,0.119,0.7028,0.2569,0.9718,0.646,0.3141,0
p21,0.4753,0.1701,0.6106,0.4594,0.0711,0.7441,0.2351,0.507,0.2649,0.1078,0
CDH1,0.3251,0.5824,0.9253,0.4565,0.1947,0.0292,0.6063,0.3455,0.6738,0.9954,0
CDH2,0.2093,0.5704,0.7812,0.0771,0.5541,0.3685,0.3552,0.7776,0.7081,0.6759,0
VIM,0.2992,0.2534,0.594,0.4044,0.9591,0.5955,0.3777,0.4065,0.9176,0.1832,0
TWIST1,0.1329,0.987,0.3761,0.708,0.4756,0.9553,0.2703,0.5063,0.0543,0.4858,0
SNAI1,0.8619,0.924,0.028,0.1607,0.6392,0.6415,0.6299,0.4299,0.3463,0.8334,0
SNAI2,0.3316,0.469,0.5936,0.3362,0.8069,0.6706,0.186,0.8709,0.76,0.1013,0
ZEB1,0.9846,0.0861,0.2041,0.5642,0.7987,0.4461,0.6774,0.6962,0.1648,0.4134,0
ZEB2,0.4612,0.033,0.5019,0.1621,0.7624,0.6047,0.0915,0.0148,0.9628,0.0967,0
AKT1,0.0263,0.475,0.3909,0.3505,0.8325,0.9809,0.9215,0.2162,0.5245,0.6691,0
DKK1,0.7156,0.8343,0.7862,0.8051,0.8291,0.5875,0.8698,0.7765,0.8412,0.4577,0
CTNNB1,0.7242,0.6605,0.4471,0.5192,0.5765,0.1355,0.2157,0.2712,0.6091,0.0554,0
NICD,0.1378,0.2981,0.0436,0.4215,0.8271,0.9164,0.4781,0.7498,0.3437,0.9378,0
p63,0.7904,0.2851,0.605,0.1352,0.4157,0.7895,0.3432,0.0571,0.6049,0.8282,0
p53,0.7247,0.1701,0.9836,0.6002,0.2773,0.778,0.9761,0.4117,0.7484,0.1978,0
p73,0.5366,0.1037,0.4058,0.2472,0.7784,0.4616,0.0775,0.0776,0.1768,0.3462,0
miR200,0.8385,0.2669,0.3913,0.8377,0.1689,0.0916,0.3703,0.8928,0.1273,0.5152,0
miR203,0.9383,0.851,0.6083,0.9163,0.2401,0.9371,0.752,0.4757,0.1002,0.4318,0
miR34,0.5633,0.2439,0.8988,0.948,0.2097,0.6769,0.6408,0.5786,0.1344,0.5865,0
AKT2,0.412,0.0619,0.9881,0.9696,0.8756,0.5656,0.3646,0.4986,0.3792,0.3283,0
ERK,0.8755,0.5294,0.2612,0.4175,0.7592,0.4042,0.4961,0.6113,0.7741,0.1408,0
SMAD,0.5211,0.4738,0.2645,0.8666,0.1808,0.8845,0.9521,0.1503,0.2303,0.5041,0
