gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.2349,0.9115,0.9395,0.1126,0.3529,0.1376,0.3394,0.4076,0.7849,0.8073,0
DNAdamage,0.4634,0.2576,0.7197,0.1984,0.0899,0.5155,0.7794,0.9388,0.235,0.1085,0
Metastasis,0.2482,0.1396,0.8991,0.2259,0.1778,0.0885,0.8131,0.1348,0.7478,0.4723,1
Migration,0.0243,0.9938,0.8088,0.5091,0.25,0.6447,0.5273,0.1515,0.0967,0.0792,1
Invasion,0.057,0.3688,0.9474,0.1679,0.854,0.6941,0.1028,0.8936,0.9364,0.5458,1
EMT,0.1358,0.8845,0.4767,0.441,0.2521,0.2305,0.8486,0.1644,0.1736,0.2559,1
Apoptosis,0.6032,0.9424,0.9502,0.8387,0.7947,0.2948,0.5801,0.5957,0.8001,0.2579,1
CellCycleArrest,0.5515,0.6036,0.3063,0.5924,0.3245,0.5101,0.1758,0.3345,0.9004,0.0266,1
GF,0.5541,0.5782,0.5567,0.0554,0.4738,0.8644,0.9301,0.5054,0.6169,0.5539,0
TGFbeta,0.2191,0.0861,0.4215,0.4812,0.3168,0.2644,0.8273,0.6027,0.4187,0.6113,0
p21,0.0923,0.8066,0.7773,0.8351,0.7694,0.6653,0.1888,0.7136,0.7512,0.7342,0
CDH1,0.986,0.8924,0.9309,0.5395,0.5093,0.3107,0.4029,0.6524,0.724,0.1221,0
CDH2,0.025,0.6402,0.0531,0.0455,0.8867,0.2874,0.5924,0.5505,0.2934,0.0486,0
VIM,0.8286,0.2697,0.1817,0.3742,0.4485,0.1073,0.069,0.9915,0.8952,0.5083,0
TWIST1,0.8564,0.9038,0.3245,0.2118,0.4966,0.9256,0.9997,0.0734,0.233,0.0382,0
SNAI1,0.4361,0.3613,0.9908,0.1899,0.5131,0.2691,0.0915,0.4464,0.2322,0.9384,0
SNAI2,0.2757,0.2263,0.3202,0.5096,0.7651,0.0444,0.6275,0.5999,0.6359,0.4804,0
ZEB1,0.7129,0.2744,0.4694,0.5393,0.1443,0.693,0.9171,0.6604,0.9822,0.0834,0
ZEB2,0.1138,0.8116,0.8409,0.4299,0.0475,0.1341,0.3118,0.4143,0.87,0.6461,0
AKT1,0.9297,0.3055,0.1162,0.4613,0.2638,0.6588,0.3025,0.2788,0.5658,0.8549,0
DKK1,0.7696,0.3459,0.1449,0.4522,0.1931,0.1058,0.9748,0.8228,0.7924,0.6005,0
CTNNB1,0.5063,0.9485,0.4658,0.3398,0.0931,0.9309,0.6592,0.9566,0.698,0.6894,0
NICD,0.7225,0.8897,0.8002,0.5275,0.9738,0.8942,0.0835,0.184,0.4885,0.8438,0
p63,0.1696,0.666,0.9927,0.6081,0.2332,0.5114,0.8839,0.9218,0.7313,0.4209,0
p53,0.4183,0.0727,0.8777,0.2048,0.6241,0.4288,0.1263,0.6126,0.4159,0.6167,0
p73,0.3233,0.0884,0.0683,0.0504,0.5391,0.8102,0.2705,0.4728,0.5122,0.1174,0
miR200,0.5156,0.5668,0.821,0.9669,0.4416,0.2834,0.3933,0.9876,0.6034,0.3358,0
miR203,0.0426,0.064,0.4235,0.4038,0.7043,0.8104,0.5708,0.3251,0.1269,0.4708,0
miR34,0.1463,0.2583,0.6212,0.1644,0.0827,0.7227,0.0292,0.8125,0.8933,0.8907,0
AKT2,0.6719,0.0977,0.0477,0.9967,0.8283,0.4849,0.6856,0.6757,0.1568,0.0137,0
ERK,0.3816,0.5597,0.8491,0.2578,0.5676,0.5917,0.5301,0.0485,0.2797,0.1722,0
SMAD,0.3367,0.2455,0.579,0.7171,0.1401,0.1806,0.3455,0.6602,0.3629,0.1398,0
