gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.8404,0.2737,0.1291,0.738,0.9559,0.8753,0.7719,0.5354,0.6336,0.4834,0
DNAdamage,0.3486,0.3931,0.9131,0.879,0.5358,0.8834,0.1833,0.4137,0.731,0.8357,0
Metastasis,0.9754,0.7773,0.1288,0.8219,0.3968,0.484,0.3506,0.5379,0.8881,0.5322,1
Migration,0.6998,0.7134,0.9773,0.6591,0.1107,0.1543,0.9618,0.3426,0.0694,0.4628,1
Invasion,0.6477,0.1331,0.8472,0.8433,0.8266,0.6855,0.8231,0.6169,0.4521,0.4019,1
EMT,0.3991,0.1138,0.783,0.3934,0.7246,0.146,0.4991,0.9338,0.0009,0.3013,1
Apoptosis,0.305,0.494,0.2511,0.0903,0.9107,0.2022,0.2643,0.9804,0.4464,0.0421,1
CellCycleArrest,0.8171,0.2371,0.2422,0.8312,0.0148,0.2911,0.0894,0.8839,0.8721,0.1955,1
GF,0.0072,0.7355,0.0506,0.696,0.5031,0.5316,0.0279,0.8709,0.6137,0.1355,0
TGFbeta,0.3329,0.5049,0.4164,0.774,0.0516,0.7864,0.7732,0.6705,0.0068,0.5844,0
p21,0.2111,0.5558,0.4586,0.5243,0.6954,0.7842,0.854,0.0255,0.4604,0.9818,0
CDH1,0.1528,0.4284,0.0037,0.5631,0.2237,0.209,0.5653,0.7141,0.979,0.7992,0
CDH2,0.5158,0.934,0.6594,0.3285,0.1897,0.3819,0.7111,0.2282,0.4258,0.3222,0
VIM,0.0421,0.1304,0.8914,0.9518,0.4356,0.1419,0.2153,0.4208,0.6741,0.4106,0
TWIST1,0.7969,0.1715,0.9838,0.7014,0.3523,0.971,0.6767,0.2667,0.1669,0.2364,0
SNAI1,0.8619,0.1753,0.1728,0.7116,0.9815,0.9606,0.9729,0.2182,0.7095,0.5322,0
SNAI2,0.2402,0.6191,0.6589,0.0862,0.3719,0.882,0.0055,0.8496,0.6438,0.0925,0
ZEB1,0.411,0.8691,0.1892,0.577,0.0465,0.3058,0.1304,0.4567,0.3552,0.5754,0
ZEB2,0.7332,0.6964,0.8793,0.5309,0.1282,0.0125,0.2686,0.9851,0.9424,0.1532,0
AKT1,0.9314,0.5581,0.4204,0.7989,0.646,0.8561,0.8162,0.5056,0.8956,0.3994,0
DKK1,0.1056,0.604,0.7354,0.0354,0.7938,0.5281,0.6619,0.0888,0.2114,0.4587,0
CTNNB1,0.6704,0.4539,0.8474,0.7616,0.4953,0.2421,0.5196,0.1134,0.8082,0.5199,0
NICD,0.5883,0.3159,0.7952,0.2694,0.031,0.4498,0.6792,0.2552,0.8533,0.1085,0
p63,0.3293,0.1401,0.2159,0.4804,0.2211,0.0092,0.0892,0.2101,0.7489,0.6896,0
p53,0.8277,0.3483,0.2166,0.1173,0.746,0.9518,0.3854,0.4929,0.5591,0.5105,0
p73,0.3805,0.0182,0.8284,0.3238,0.3457,0.6929,0.0165,0.2038,0.5058,0.8269,0
miR200,0.776,0.749,0.2271,0.1497,0.3119,0.6848,0.9015,0.4757,0.5026,0.7647,0
miR203,0.1793,0.4061,0.0622,0.4375,0.1022,0.9478,0.9642,0.4067,0.2792,0.6939,0
miR34,0.7078,0.5889,0.6236,0.4844,0.2884,0.7443,0.6048,0.3617,0.1226,0.3222,0
AKT2,0.9598,0.5813,0.2252,0.9876,0.8667,0.8818,0.5812,0.0632,0.7284,0.3016,0
ERK,0.8146,0.4008,0.1107,0.8636,0.9804,0.8753,0.8405,0.0119,0.7492,0.1016,0
SMAD,0.7471,0.162,0.9713,0.8763,0.4398,0.1965,0.6835,0.2207,0.9907,0.5666,0
