gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.4879,0.0008,0.0232,0.5008,0.0459,0.325,0.0797,0.8399,0.4802,0.4308,0
DNAdamage,0.781,0.528,0.682,0.1529,0.2059,0.1402,0.3177,0.7339,0.5011,0.1587,0
Metastasis,0.4727,0.1046,0.5707,0.734,0.9378,0.5275,0.9556,0.5151,0.2347,0.2797,1
Migration,0.6975,0.4018,0.0765,0.9738,0.3493,0.242,0.7068,0.6404,0.6256,0.3323,1
Invasion,0.5115,0.0684,0.7287,0.2439,0.3578,0.679,0.4151,0.7709,0.9999,0.5234,1
EMT,0.9844,0.418,0.8212,0.8152,0.5579,0.2005,0.3202,0.2702,0.5752,0.4836,1
Apoptosis,0.6512,0.5654,0.3949,0.5533,0.9523,0.0116,0.7665,0.8241,0.1316,0.7692,1
CellCycleArrest,0.9183,0.6836,0.8983,0.5934,0.3637,0.4504,0.9067,0.5507,0.5816,0.7914,1
GF,0.8344,0.9856,0.4395,0.4475,0.5952,0.6053,0.1072,0.1505,0.4871,0.0758,0
TGFbeta,0.6742,0.6735,0.5109,0.7098,0.8537,0.5363,0.4747,0.9695,0.7381,0.4663,0
p21,0.8741,0.4064,0.3102,0.217,0.5855,0.1519,0.8124,0.0953,0.6685,0.7089,0
CDH1,0.2848,0.2337,0.1365,0.8458,0.5987,0.2138,0.2607,0.5387,0.3217,0.1757,0
CDH2,0.3625,0.3061,0.7296,0.6253,0.1154,0.1611,0.6553,0.5423,0.4509,0.4399,0
VIM,0.9335,0.1513,0.3667,0.6579,0.8342,0.2293,0.2539,0.1411,0.652,0.2615,0
TWIST1,0.1985,0.1679,0.8549,0.5897,0.4095,0.1201,0.5351,0.3602,0.3588,0.1011,0
SNAI1,0.7927,0.7781,0.6533,0.5081,0.0191,0.9193,0.828,0.8794,0.2486,0.5098,0
SNAI2,0.6784,0.4183,0.4994,0.0606,0.4958,0.1084,0.0435,0.4252,0.7615,0.1404,0
ZEB1,0.6671,0.8294,0.7307,0.9179,0.6425,0.0033,0.3478,0.6104,0.4761,0.5003,0
ZEB2,0.6155,0.9609,0.4369,0.7542,0.359,0.9867,0.7545,0.598,0.1717,0.5441,0
AKT1,0.3525,0.6984,0.733,0.2764,0.9281,0.8171,0.279,0.0567,0.5223,0.047,0
DKK1,0.6299,0.739,0.5898,0.6887,0.3934,0.1186,0.1596,0.9101,0.371,0.8929,0
CTNNB1,0.6552,0.7385,0.4043,0.6434,0.5307,0.65,0.8392,0.9904,0.7205,0.0537,0
NICD,0.3642,0.9582,0.105,0.0183,0.1506,0.2035,0.9418,0.28,0.1381,0.8762,0
p63,0.3186,0.9317,0.0043,0.5205,0.4027,0.8928,0.0155,0.297,0.7412,0.9366,0
p53,0.0587,0.3414,0.2338,0.3275,0.3389,0.3708,0.6626,0.4182,0.7388,0.9133,0
p73,0.8977,0.618,0.8776,0.1542,0.7906,0.8424,0.4427,0.8415,0.5457,0.256,0
miR200,0.119,0.6774,0.0501,0.0882,0.4475,0.2065,0.8282,0.8941,0.5221,0.688,0
miR203,0.8706,0.177,0.7424,0.4838,0.5692,0.2247,0.1931,0.7421,0.091,0.1198,0
miR34,0.1775,0.6213,0.3673,0.2906,0.1022,0.3775,0.6666,0.0897,0.3902,0.0584,0
AKT2,0.9737,0.3274,0.0296,0.5361,0.6012,0.3443,0.3817,0.1869,0.3532,0.2887,0
ERK,0.6119,0.1863,0.9505,0.4479,0.3481,0.72,0.5514,0.4656,0.0445,0.3973,0
SMAD,0.5454,0.1999,0.8567,0.2772,0.1276,0.0473,0.8426,0.4509,0.9132,0.7468,0
