gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.6206,0.9999,0.7398,0.7431,0.4751,0.7583,0.2594,0.317,0.8447,0.0125,0
DNAdamage,0.3262,0.0301,0.0149,0.3249,0.6939,0.87,0.2859,0.1336,0.8751,0.4677,0
Metastasis,0.3745,0.3296,0.0647,0.5013,0.6532,0.3991,0.2047,0.7386,0.1466,0.5993,1
Migration,0.6947,0.3935,0.1326,0.5267,0.5872,0.6837,0.1079,0.9019,0.9558,0.7453,1
Invasion,0.2456,0.7774,0.7448,0.197,0.2392,0.9341,0.0717,0.5266,0.3403,0.1244,1
EMT,0.6762,0.9148,0.9563,0.7997,0.2301,0.4367,0.9808,0.6184,0.3037,0.7608,1
Apoptosis,0.2971,0.1591,0.6341,0.465,0.7957,0.9324,0.0575,0.9373,0.9818,0.2079,1
CellCycleArrest,0.5576,0.011,0.6187,0.0999,0.9634,0.0157,0.7338,0.4326,0.1925,0.4182,1
GF,0.5074,0.2198,0.038,0.1218,0.5739,0.0723,0.048,0.5828,0.9133,0.8849,0
TGFbeta,0.4386,0.5544,0.6788,0.606,0.5073,0.6214,0.256,0.8712,0.1195,0.2818,0
p21,0.9315,0.8709,0.9284,0.5455,0.2332,0.9642,0.8142,0.7114,0.0141,0.8336,0
CDH1,0.817,0.4929,0.486,0.3689,0.1809,0.1203,0.4025,0.9241,0.29,0.6213,0
CDH2,0.5149,0.5394,0.7223,0.8888,0.1258,0.6971,0.0021,0.944,0.4512,0.8576,0
VIM,0.1192,0.5401,0.5765,0.2815,0.485,0.6353,0.7852,0.537,0.013,0.7527,0
TWIST1,0.6954,0.3231,0.1956,0.4727,0.3521,0.7862,0.8254,0.7614,0.7236,0.6269,0
SNAI1,0.3494,0.8346,0.0441,0.5675,0.7491,0.9977,0.7902,0.7435,0.5342,0.5606,0
SNAI2,0.3255,0.8368,0.7854,0.9132,0.4205,0.2084,0.6491,0.3107,0.7388,0.5925,0
ZEB1,0.5175,0.1245,0.7366,0.8107,0.4907,0.6299,0.8215,0.0329,0.7863,0.4532,0
ZEB2,0.7672,0.1406,0.9095,0.8933,0.1424,0.3711,0.3719,0.0482,0.8719,0.9692,0
AKT1,0.1939,0.0768,0.7022,0.0881,0.2115,0.1754,0.3304,0.0968,0.9709,0.2,0
DKK1,0.9709,0.0833,0.1369,0.4404,0.3531,0.6713,0.1678,0.2868,0.7041,0.7049,0
CTNNB1,0.1893,0.6053,0.9737,0.1301,0.399,0.3011,0.9953,0.3187,0.8068,0.7853,0
NICD,0.374,0.8314,0.4987,0.8561,0.1529,0.7838,0.8455,0.9058,0.733,0.5673,0
p63,0.9712,0.5545,0.039,0.8838,0.888,0.82,0.6256,0.4288,0.9128,0.51,0
p53,0.663,0.5789,0.1213,0.2566,0.2704,0.0015,0.215,0.6689,0.3802,0.4677,0
p73,0.5758,0.6271,0.4909,0.35,0.3314,0.781,0.1529,0.8283,0.7236,0.0732,0
miR200,0.715,0.0878,0.9701,0.3203,0.6757,0.8036,0.0445,0.3057,0.0105,0.9005,0
miR203,0.6682,0.1961,0.8786,0.2818,0.383,0.8096,0.1379,0.1626,0.1851,0.5741,0
miR34,0.4846,0.9992,0.7474,0.4463,0.2366,0.1537,0.4165,0.7614,0.549,0.2324,0
AKT2,0.5748,0.8193,0.3231,0.4801,0.73,0.1585,0.0369,0.2721,0.5235,0.2343,0
ERK,0.2516,0.9032,0.2567,0.6587,0.3845,0.688,0.5414,0.378,0.76,0.7599,0
SMAD,0.6192,0.9523,0.5383,0.0319,0.8687,0.2812,0.2641,0.9582,0.7363,0.2702,0
