gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.3801,0.2729,0.2666,0.6506,0.9496,0.0936,0.5269,0.0958,0.9918,0.8474,0
DNAdamage,0.3799,0.7667,0.0755,0.2408,0.6971,0.1779,0.5823,0.9189,0.914,0.478,0
Metastasis,0.655,0.9796,0.1746,0.2069,0.1355,0.4383,0.6549,0.1116,0.0128,0.3514,1
Migration,0.3897,0.3471,0.3764,0.6186,0.0451,0.3602,0.1013,0.0414,0.4622,0.3342,1
Invasion,0.886,0.3274,0.4048,0.4869,0.8364,0.1193,0.1766,0.1265,0.1965,0.0803,1
EMT,0.4124,0.1284,0.6193,0.8445,0.617,0.2242,0.483,0.2913,0.5188,0.1541,1
Apoptosis,0.9949,0.648,0.4345,0.7768,0.5209,0.4992,0.6546,0.8957,0.4616,0.1313,1
CellCycleArrest,0.7918,0.9126,0.0288,0.8641,0.5713,0.8626,0.2591,0.5858,0.1617,0.6378,1
GF,0.4981,0.4052,0.3917,0.3402,0.1402,0.6996,0.4122,0.8678,0.9169,0.3397,0
TGFbeta,0.2706,0.0328,0.5202,0.5938,0.0328,0.9118,0.5818,0.2268,0.6246,0.1151,0
p21,0.8114,0.1227,0.3028,0.0247,0.134,0.5463,0.677,0.1228,0.4023,0.211,0
CDH1,0.7766,0.7543,0.4665,0.2927,0.1646,0.4461,0.6537,0.6484,0.9657,0.1883,0
CDH2,0.629,0.4466,0.9142,0.2193,0.5335,0.1919,0.9945,0.4419,0.7771,0.0031,0
VIM,0.0013,0.6014,0.5987,0.9263,0.131,0.9991,0.1624,0.303,0.712,0.0689,0
TWIST1,0.7025,0.4469,0.649,0.3608,0.4481,0.2203,0.821,0.9431,0.6222,0.0229,0
SNAI1,0.5066,0.4868,0.2815,0.6838,0.5791,0.8533,0.116,0.6696,0.3982,0.3473,0
SNAI2,0.0303,0.2409,0.3345,0.5682,0.3906,0.6434,0.168,0.2082,0.8263,0.2817,0
ZEB1,0.586,0.4628,0.5625,0.9914,0.4215,0.3387,0.841,0.9468,0.5418,0.7525,0
ZEB2,0.2773,0.3161,0.6759,0.1777,0.5946,0.0038,0.6449,0.7251,0.0526,0.6439,0
AKT1,0.671,0.8214,0.7765,0.1492,0.2175,0.6392,0.2575,0.7763,0.8234,0.3781,0
DKK1,0.1109,0.5771,0.5559,0.3836,0.9254,0.2271,0.6569,0.5399,0.9331,0.2047,0
CTNNB1,0.2194,0.887,0.8157,0.8691,0.3895,0.3774,0.256,0.5796,0.6417,0.1407,0
NICD,0.051,0.5457,0.2474,0.8685,0.65,0.6746,0.4319,0.7389,0.5294,0.5423,0
p63,0.2784,0.9955,0.1269,0.7918,0.527,0.1987,0.3981,0.5172,0.5628,0.6446,0
p53,0.4105,0.6803,0.5305,0.7552,0.4763,0.663,0.732,0.5986,0.7491,0.0229,0
p73,0.393,0.839,0.8645,0.0282,0.0478,0.8717,0.0328,0.5709,0.5204,0.142,0
miR200,0.6814,0.9062,0.6841,0.6457,0.0814,0.5799,0.192,0.951,0.8149,0.3807,0
miR203,0.5846,0.4725,0.5273,0.2541,0.6786,0.1779,0.013,0.9521,0.2934,0.7531,0
miR34,0.9934,0.6002,0.7205,0.8281,0.9176,0.3844,0.4235,0.1126,0.7062,0.4391,0
AKT2,0.5045,0.5187,0.523,0.4933,0.1828,0.8547,0.4564,0.8976,0.0031,0.6869,0
ERK,0.3001,0.6546,0.8495,0.4802,0.0812,0.5856,0.4279,0.482,0.1624,0.774,0
SMAD,0.0962,0.7384,0.4077,0.2412,0.829,0.9841,0.5227,0.2028,0.5444,0.0847,0
