gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.525,0.5063,0.9479,0.2502,0.1986,0.3055,0.5398,0.4905,0.2576,0.9002,0
DNAdamage,0.7823,0.1107,0.758,0.7681,0.1513,0.627,0.73,0.9441,0.2471,0.2474,0
Metastasis,0.198,0.3425,0.858,0.3689,0.8763,0.3073,0.0606,0.8089,0.1552,0.4399,1
Migration,0.1805,0.9773,0.1229,0.1139,0.4281,0.6666,0.9681,0.2105,0.3589,0.0646,1
Invasion,0.0493,0.3047,0.6091,0.9802,0.7061,0.9026,0.8989,0.632,0.2916,0.1119,1
EMT,0.6055,0.4525,0.2952,0.8929,0.638,0.0708,0.3204,0.535,0.3102,0.9737,1
Apoptosis,0.4601,0.2026,0.5185,0.2172,0.4489,0.442,0.9752,0.0423,0.6888,0.2872,1
CellCycleArrest,0.9151,0.3285,0.5627,0.7933,0.0222,0.7265,0.3923,0.8007,0.1887,0.8314,1
GF,0.3869,0.5144,0.6166,0.0046,0.8645,0.2085,0.2703,0.8245,0.1022,0.9127,0
TGFbeta,0.0256,0.2825,0.314,0.231,0.3429,0.5941,0.4618,0.6734,0.0056,0.0703,0
p21,0.9202,0.1945,0.6738,0.288,0.5314,0.4458,0.42,0.8707,0.9854,0.0983,0
CDH1,0.709,0.5363,0.5627,0.852,0.5169,0.0097,0.5217,0.5046,0.3584,0.6294,0
CDH2,0.2348,0.954,0.9471,0.3991,0.3246,0.7482,0.22,0.225,0.1084,0.3525,0
VIM,0.8257,0.4395,0.4502,0.9542,0.9764,0.7748,0.3069,0.3521,0.9941,0.8961,0
TWIST1,0.0059,0.7935,0.2492,0.8399,0.7761,0.769,0.5562,0.5615,0.69,0.7964,0
SNAI1,0.073,0.4251,0.0773,0.2563,0.0712,0.2023,0.9585,0.9287,0.2793,0.2303,0
SNAI2,0.2287,0.734,0.584,0.2917,0.7633,0.7085,0.4688,0.9962,0.4528,0.5695,0
ZEB1,0.4926,0.6408,0.8802,0.1313,0.3358,0.8473,0.3017,0.7354,0.732,0.5801,0
ZEB2,0.0066,0.3165,0.1035,0.8033,0.089,0.2155,0.6181,0.4139,0.8922,0.2126,0
AKT1,0.8293,0.9395,0.2806,0.5618,0.0847,0.5439,0.3339,0.0878,0.078,0.3329,0
DKK1,0.3832,0.2744,0.9152,0.0878,0.5193,0.1058,0.6322,0.0328,0.4667,0.3828,0
CTNNB1,0.3875,0.9921,0.8432,0.7071,0.5285,0.3568,0.0014,0.8541,0.9856,0.7614,0
NICD,0.6352,0.1841,0.1578,0.0671,0.3118,0.0863,0.0909,0.3063,0.7189,0.3245,0
p63,0.3732,0.7533,0.9887,0.1616,0.0622,0.222,0.1277,0.6379,0.8347,0.3396,0
p53,0.4457,0.1037,0.0213,0.8221,0.7402,0.8418,0.2692,0.2953,0.3689,0.6717,0
p73,0.2638,0.9305,0.0406,0.8393,0.5909,0.8045,0.2774,0.9768,0.0183,0.9544,0
miR200,0.5752,0.8809,0.0391,0.9806,0.8583,0.2012,0.3115,0.4084,0.9391,0.3479,0
miR203,0.8534,0.1413,0.74,0.4969,0.0639,0.3946,0.6212,0.0237,0.2794,0.1884,0
miR34,0.6447,0.473,0.835,0.7367,0.4692,0.5704,0.8425,0.3202,0.6253,0.2253,0
AKT2,0.1764,0.3568,0.1124,0.6355,0.9702,0.9627,0.4018,0.9171,0.6181,0.6538,0
ERK,0.0281,0.9099,0.9718,0.3716,0.8794,0.7593,0.2374,0.0399,0.903,0.6716,0
SMAD,0.3964,0.5783,0.6932,0.3187,0.5723,0.0201,0.5665,0.7003,0.419,0.2305,0
