gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.84,0.3233,0.4008,0.7487,0.2069,0.3594,0.3087,0.7706,0.941,0.2671,0
DNAdamage,0.0741,0.7516,0.7405,0.8418,0.8266,0.8975,0.9225,0.3954,0.875,0.2201,0
Metastasis,0.4501,0.9979,0.3529,0.8213,0.3067,0.29,0.5642,0.4515,0.0014,0.0356,1
Migration,0.3712,0.0676,0.5709,0.6318,0.6744,0.8161,0.6919,0.6313,0.2482,0.5119,1
Invasion,0.5264,0.9434,0.2657,0.9078,0.7641,0.2211,0.5373,0.5837,0.385,0.3017,1
EMT,0.1085,0.9857,0.6314,0.8817,0.8679,0.4675,0.2868,0.458,0.0121,0.6853,1
Apoptosis,0.0667,0.6872,0.034,0.2783,0.9109,0.4689,0.2317,0.5161,0.8624,0.9778,1
CellCycleArrest,0.4574,0.7655,0.6115,0.012,0.1078,0.9361,0.6695,0.6073,0.7507,0.5018,1
GF,0.2522,0.7694,0.1179,0.7533,0.2626,0.3672,0.1819,0.6974,0.1114,0.4514,0
TGFbeta,0.9782,0.8542,0.5507,0.611,0.6091,0.3312,0.7966,0.5941,0.6039,0.0262,0
p21,0.2621,0.8853,0.1643,0.4498,0.2446,0.265,0.6282,0.265,0.7483,0.9305,0
CDH1,0.6182,0.0155,0.8028,0.2411,0.4449,0.3745,0.499,0.2979,0.3379,0.4234,0
CDH2,0.4159,0.6143,0.2003,0.527,0.2084,0.4605,0.7611,0.8266,0.5131,0.5751,0
VIM,0.8766,0.8137,0.4121,0.8862,0.1995,0.007,0.6952,0.4293,0.5619,0.0168,0
TWIST1,0.974,0.6353,0.0078,0.2865,0.4418,0.3958,0.6448,0.9508,0.1689,0.8838,0
SNAI1,0.3178,0.1002,0.5646,0.0799,0.8152,0.6482,0.9982,0.2643,0.1681,0.1215,0
SNAI2,0.7869,0.4589,0.3029,0.3634,0.1079,0.9816,0.1487,0.011,0.9704,0.1063,0
ZEB1,0.4888,0.7246,0.2884,0.5202,0.9213,0.4528,0.3628,0.8206,0.5688,0.6904,0
ZEB2,0.369,0.6622,0.5917,0.7547,0.1935,0.6561,0.4647,0.4468,0.2327,0.387,0
AKT1,0.248,0.6053,0.6199,0.6309,0.5379,0.1974,0.0285,0.0381,0.6885,0.5956,0
DKK1,0.5338,0.2033,0.5281,0.9194,0.7612,0.5968,0.0245,0.5451,0.6774,0.4222,0
CTNNB1,0.3027,0.3988,0.6578,0.4167,0.3903,0.0955,0.5586,0.7045,0.0587,0.9383,0
NICD,0.2571,0.2757,0.338,0.1262,0.7047,0.7566,0.7552,0.1161,0.8458,0.2762,0
p63,0.4777,0.5503,0.7614,0.9116,0.269,0.8004,0.0591,0.6201,0.84,0.6822,0
p53,0.7328,0.632,0.1359,0.0915,0.793,0.679,0.9954,0.2298,0.2581,0.9361,0
p73,0.8053,0.2242,0.9718,0.2558,0.2019,0.0786,0.8187,0.1057,0.4704,0.3763,0
miR200,0.5645,0.9971,0.2665,0.806,0.4233,0.188,0.2708,0.3112,0.2123,0.6048,0
miR203,0.5474,0.234,0.1341,0.9545,0.4215,0.861,0.2619,0.7218,0.939,0.6975,0
miR34,0.0693,0.9626,0.7584,0.3413,0.174,0.1445,0.0005,0.4876,0.0267,0.3833,0
AKT2,0.8713,0.8316,0.3001,0.6175,0.4358,0.035,0.7907,0.8982,0.5758,0.3425,0
ERK,0.0581,0.8157,0.6621,0.7263,0.7867,0.9892,0.1889,0.7953,0.6483,0.6977,0
SMAD,0.1808,0.7301,0.8748,0.6646,0.4694,0.7819,0.1806,0.1513,0.897,0.8142,0
