gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.3046,0.4311,0.0622,0.6503,0.3802,0.8881,0.9773,0.0133,0.8644,0.3543,0
DNAdamage,0.4148,0.5927,0.869,0.9444,0.702,0.2978,0.8949,0.8012,0.657,0.0591,0
Metastasis,0.6961,0.0458,0.873,0.3931,0.123,0.5455,0.433,0.6559,0.3266,0.0307,1
Migration,0.0428,0.072,0.0728,0.8728,0.8033,0.55,0.7657,0.0871,0.8542,0.8092,1
Invasion,0.0416,0.1657,0.6623,0.0097,0.3881,0.4741,0.5303,0.5544,0.9224,0.5084,1
EMT,0.7199,0.4255,0.4652,0.5241,0.7182,0.5791,0.7617,0.4477,0.7223,0.8101,1
Apoptosis,0.5597,0.9097,0.9938,0.3616,0.1939,0.7967,0.2942,0.3366,0.4346,0.4653,1
CellCycleArrest,0.4549,0.6125,0.5533,0.5462,0.4843,0.3236,0.4079,0.014,0.2477,0.1884,1
GF,0.6108,0.493,0.788,0.7239,0.4538,0.4755,0.9808,0.2419,0.4423,0.5082,0
TGFbeta,0.1624,0.5459,0.6489,0.5468,0.3103,0.2457,0.7944,0.0534,0.5678,0.021,0
p21,0.3485,0.4209,0.6214,0.9861,0.9066,0.13,0.4122,0.127,0.105,0.822,0
CDH1,0.4819,0.6389,0.8627,0.4612,0.8688,0.4582,0.192,0.4915,0.0288,0.4494,0
CDH2,0.959,0.6122,0.41,0.7923,0.3034,0.6937,0.2539,0.9452,0.3384,0.3376,0
VIM,0.1459,0.3596,0.3066,0.4905,0.2244,0.2908,0.9547,0.239,0.5818,0.5927,0
TWIST1,0.4829,0.3386,0.4844,0.6469,0.6237,0.7612,0.4916,0.3275,0.7673,0.3637,0
SNAI1,0.8261,0.3067,0.3083,0.7289,0.3304,0.0436,0.6957,0.6744,0.8368,0.4586,0
SNAI2,0.3055,0.9834,0.6981,0.3148,0.0515,0.5928,0.8191,0.8444,0.9806,0.7968,0
ZEB1,0.7497,0.9447,0.7021,0.9944,0.8376,0.2532,0.0346,0.4749,0.3055,0.6078,0
ZEB2,0.7492,0.2224,0.6862,0.3903,0.8332,0.2132,0.7417,0.7141,0.0651,0.5419,0
AKT1,0.7866,0.199,0.0659,0.2993,0.509,0.8174,0.5867,0.9086,0.3066,0.727,0
DKK1,0.4852,0.2806,0.9711,0.0562,0.834,0.6569,0.5985,0.7673,0.4712,0.9904,0
CTNNB1,0.0557,0.3484,0.4701,0.4074,0.5315,0.4411,0.346,0.7374,0.376,0.8742,0
NICD,0.4912,0.3101,0.8672,0.2605,0.0276,0.9301,0.4114,0.8059,0.2416,0.7706,0
p63,0.8192,0.0942,0.6486,0.7519,0.8315,0.9345,0.7862,0.4294,0.8182,0.825,0
p53,0.9782,0.8859,0.8411,0.8666,0.4797,0.443,0.4253,0.8268,0.3975,0.3542,0
p73,0.2757,0.5925,0.9407,0.9455,0.906,0.6747,0.1729,0.432,0.5906,0.228,0
miR200,0.5266,0.7961,0.9052,0.8809,0.0974,0.3692,0.5826,0.189,0.1363,0.7103,0
miR203,0.0215,0.7963,0.9559,0.6801,0.4445,0.9713,0.225,0.0828,0.3771,0.6649,0
miR34,0.8472,0.5857,0.5777,0.1213,0.0104,0.2741,0.9676,0.1863,0.5969,0.834,0
AKT2,0.2602,0.0709,0.9882,0.5825,0.9323,0.3184,0.708,0.522,0.0087,0.0906,0
ERK,0.6024,0.2343,0.4015,0.521,0.8218,0.8289,0.4356,0.2928,0.4306,0.0678,0
SMAD,0.2848,0.3785,0.2235,0.8375,0.2727,0.611,0.4298,0.5468,0.308,0.6152,0
