gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.3102,0.1322,0.8573,0.7841,0.2439,0.925,0.3585,0.8485,0.7961,0.8233,0
DNAdamage,0.7213,0.1462,0.5811,0.1453,0.6129,0.6196,0.706,0.5574,0.6176,0.5802,0
Metastasis,0.9828,0.2921,0.4697,0.8856,0.2123,0.2636,0.2357,0.7889,0.0334,0.0089,1
Migration,0.7166,0.6928,0.5159,0.4102,0.727,0.3375,0.2722,0.6277,0.3524,0.7451,1
Invasion,0.4449,0.955,0.0071,0.0051,0.0884,0.2097,0.7509,0.7823,0.1739,0.8822,1
EMT,0.7452,0.3623,0.2538,0.5113,0.7275,0.7215,0.4258,0.6904,0.2381,0.4526,1
Apoptosis,0.9511,0.8053,0.0041,0.7863,0.3399,0.0671,0.7867,0.5023,0.39,0.625,1
CellCycleArrest,0.7014,0.6601,0.0397,0.6726,0.5018,0.7818,0.0681,0.8439,0.0158,0.7697,1
GF,0.6027,0.6574,0.348,0.3194,0.8911,0.8351,0.8342,0.8033,0.5477,0.9874,0
TGFbeta,0.2639,0.065,0.0888,0.3516,0.6702,0.4544,0.6008,0.3563,0.7476,0.7427,0
p21,0.6166,0.4948,0.7664,0.845,0.2556,0.8509,0.2302,0.4154,0.6896,0.9897,0
CDH1,0.5815,0.2397,0.6284,0.0091,0.592,0.6734,0.2375,0.7253,0.7287,0.7628,0
CDH2,0.2766,0.8266,0.7243,0.1443,0.481,0.6919,0.3688,0.192,0.7834,0.1777,0
VIM,0.0043,0.9369,0.7023,0.1988,0.0968,0.5236,0.416,0.1846,0.3254,0.9101,0
TWIST1,0.6135,0.598,0.1771,0.5489,0.6827,0.3818,0.1644,0.962,0.0567,0.8744,0
SNAI1,0.5407,0.5366,0.0098,0.2612,0.9184,0.1441,0.3038,0.1155,0.8121,0.9578,0
SNAI2,0.8804,0.0081,0.6327,0.046,0.5203,0.0942,0.3209,0.0863,0.3565,0.4869,0
ZEB1,0.2612,0.1189,0.5246,0.3512,0.9146,0.9396,0.3733,0.6308,0.8852,0.3551,0
ZEB2,0.5114,0.2076,0.3736,0.5303,0.6464,0.8786,0.3784,0.6665,0.3585,0.0681,0
AKT1,0.2093,0.2442,0.6906,0.0095,0.745,0.0725,0.5731,0.9896,0.3573,0.6209,0
DKK1,0.3501,0.3849,0.9009,0.2871,0.0886,0.3763,0.7054,0.333,0.5778,0.2938,0
CTNNB1,0.9844,0.5191,0.4469,0.5274,0.5137,0.2751,0.4923,0.713,0.0551,0.0074,0
NICD,0.7217,0.0999,0.5521,0.5225,0.3202,0.1198,0.8219,0.2271,0.5514,0.1718,0
p63,0.7466,0.0365,0.411,0.0908,0.8696,0.5587,0.5949,0.8021,0.2269,0.737,0
p53,0.3573,0.893,0.136,0.4504,0.5935,0.8909,0.7427,0.0447,0.4599,0.8444,0
p73,0.2855,0.543,0.9187,0.6732,0.4151,0.3175,0.402,0.9877,0.4489,0.2719,0
miR200,0.1593,0.2709,0.4647,0.289,0.5416,0.1197,0.5201,0.0384,0.4132,0.2295,0
miR203,0.8282,0.7963,0.4154,0.3989,0.2646,0.6319,0.9659,0.7513,0.155,0.1293,0
miR34,0.7908,0.0538,0.4471,0.242,0.241,0.0016,0.2943,0.9135,0.3793,0.6505,0
AKT2,0.5029,0.0969,0.8679,0.5887,0.3337,0.8621,0.7185,0.0229,0.5934,0.2071,0
ERK,0.5213,0.664,0.8437,0.8648,0.931,0.3976,0.7597,0.1226,0.7687,0.0694,0
SMAD,0.0343,0.9486,0.3077,0.0141,0.9826,0.3306,0.9331,0.6954,0.0011,0.38,0
