gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.9865,0.0207,0.35,0.0148,0.312,0.3329,0.0505,0.6669,0.8948,0.0493,0
DNAdamage,0.3036,0.9456,0.4283,0.3523,0.957,0.3164,0.8297,0.9812,0.2612,0.245,0
Metastasis,0.2015,0.3554,0.3628,0.9391,0.8183,0.8309,0.9916,0.7771,0.1272,0.0324,1
Migration,0.1968,0.7938,0.3813,0.3921,0.887,0.3893,0.4445,0.1765,0.3806,0.2597,1
Invasion,0.2326,0.3446,0.5996,0.0627,0.7989,0.83,0.0159,0.448,0.9511,0.0871,1
EMT,0.1723,0.8995,0.4511,0.8728,0.546,0.1344,0.7325,0.2221,0.6701,0.2677,1
Apoptosis,0.088,0.8353,0.5379,0.5205,0.2873,0.673,0.4459,0.1427,0.8677,0.9823,1
CellCycleArrest,0.0124,0.9554,0.2722,0.5413,0.5813,0.979,0.8704,0.1144,0.3336,0.8117,1
GF,0.7028,0.1009,0.4192,0.9655,0.5303,0.0091,0.6082,0.6318,0.1841,0.7967,0
TGFbeta,0.1085,0.9129,0.2666,0.6845,0.0076,0.5655,0.7005,0.0803,0.3423,0.0655,0
p21,0.4734,0.587,0.5181,0.9154,0.0077,0.6086,0.6903,0.439,0.2791,0.9383,0
CDH1,0.7281,0.8982,0.9338,0.8149,0.488,0.2064,0.7169,0.2774,0.5062,0.6667,0
CDH2,0.6134,0.9217,0.5656,0.6029,0.9707,0.3642,0.0708,0.0233,0.3356,0.6086,0
VIM,0.5252,0.9912,0.6032,0.7561,0.0177,0.5159,0.4271,0.1927,0.3137,0.2619,0
TWIST1,0.5986,0.9373,0.7307,0.3738,0.6365,0.6531,0.2291,0.1641,0.4727,0.2162,0
SNAI1,0.1442,0.1807,0.1555,0.1645,0.5865,0.5268,0.3964,0.3083,0.7739,0.962,0
SNAI2,0.5652,0.2668,0.8544,0.7288,0.5396,0.6194,0.8177,0.9217,0.6472,0.1261,0
ZEB1,0.3502,0.155,0.3336,0.2731,0.9318,0.4343,0.8827,0.442,0.5826,0.6243,0
ZEB2,0.708,0.5028,0.2967,0.6654,0.091,0.1879,0.5036,0.1167,0.2873,0.1898,0
AKT1,0.0879,0.935,0.7799,0.2291,0.0758,0.7814,0.9047,0.3511,0.5934,0.1594,0
DKK1,0.1788,0.631,0.631,0.082,0.4349,0.1168,0.9135,0.0907,0.7712,0.6034,0
CTNNB1,0.6837,0.7331,0.9826,0.9726,0.8445,0.2835,0.6108,0.4272,0.9858,0.7716,0
NICD,0.006,0.8778,0.1597,0.0759,0.8792,0.3561,0.4594,0.3214,0.8435,0.0392,0
p63,0.871,0.2321,0.766,0.0329,0.9918,0.0567,0.6321,0.4695,0.489,0.177,0
p53,0.7274,0.2384,0.7117,0.7601,0.4292,0.4046,0.1667,0.0963,0.3003,0.4288,0
p73,0.1473,0.7831,0.7238,0.5828,0.7281,0.5459,0.5474,0.9405,0.6657,0.8795,0
miR200,0.97,0.1634,0.5684,0.526,0.5597,0.288,0.6137,0.7714,0.6237,0.8314,0
miR203,0.6627,0.8757,0.0537,0.665,0.0795,0.2472,0.8433,0.2845,0.4219,0.9161,0
miR34,0.75,0.2707,0.5665,0.9518,0.3412,0.0133,0.1001,0.4474,0.9774,0.8619,0
AKT2,0.011,0.5695,0.9163,0.7641,0.9495,0.4728,0.8111,0.2878,0.1829,0.1557,0
ERK,0.1023,0.1642,0.6882,0.399,0.9407,0.1571,0.9982,0.2802,0.361,0.2184,0
SMAD,0.9417,0.6206,0.4169,0.6511,0.5653,0.0794,0.4182,0.3303,0.0428,0.2081,0
