gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.9899,0.8123,0.4839,0.0944,0.2428,0.4552,0.4857,0.3914,0.7628,0.8024,0
DNAdamage,0.5507,0.1214,0.6352,0.3606,0.662,0.9827,0.7525,0.1007,0.0568,0.0839,0
Metastasis,0.3395,0.682,0.8589,0.9934,0.9931,0.8548,0.2478,0.2545,0.8179,0.0948,1
Migration,0.6155,0.8206,0.3139,0.1049,0.041,0.5441,0.1799,0.0579,0.9591,0.3188,1
Invasion,0.0784,0.0033,0.7767,0.6008,0.2205,0.0,0.2881,0.5596,0.1262,0.1253,1
EMT,0.3254,0.5923,0.0842,0.916,0.6295,0.9677,0.0286,0.6951,0.444,0.2292,1
Apoptosis,0.5169,0.2386,0.1402,0.8268,0.9352,0.2346,0.2846,0.9238,0.5512,0.7285,1
CellCycleArrest,0.1455,0.0479,0.9719,0.3871,0.4123,0.7013,0.482,0.699,0.5254,0.1675,1
GF,0.0037,0.999,0.0091,0.8889,0.2908,0.522,0.0754,0.4403,0.6896,0.805,0
TGFbeta,0.1138,0.989,0.0963,0.3758,0.1277,0.0015,0.808,0.325,0.5328,0.3433,0
p21,0.9761,0.2724,0.7318,0.6565,0.5869,0.7556,0.543,0.419,0.1932,0.0338,0
CDH1,0.0617,0.7504,0.2967,0.7263,0.6243,0.7824,0.533,0.4757,0.9309,0.0577,0
CDH2,0.9556,0.7437,0.033,0.8398,0.2221,0.219,0.2816,0.5362,0.7273,0.0741,0
VIM,0.8222,0.8241,0.2245,0.9745,0.325,0.3368,0.9694,0.9364,0.5754,0.4359,0
TWIST1,0.497,0.1427,0.5985,0.6518,0.8624,0.3379,0.6911,0.1126,0.6457,0.8159,0
SNAI1,0.6339,0.2708,0.4194,0.136,0.4411,0.603,0.6075,0.3072,0.7102,0.7867,0
SNAI2,0.708,0.2534,0.2186,0.7735,0.5782,0.0285,0.8366,0.9559,0.7855,0.3746,0
ZEB1,0.5547,0.649,0.2689,0.8439,0.8486,0.9527,0.3808,0.1426,0.6371,0.3369,0
ZEB2,0.6468,0.9809,0.0304,0.1834,0.0341,0.1678,0.0212,0.4275,0.7083,0.6456,0
AKT1,0.2555,0.7143,0.6253,0.7765,0.1682,0.4983,0.69,0.0512,0.0369,0.3717,0
DKK1,0.4957,0.0959,0.0577,0.1099,0.6459,0.9487,0.0368,0.7498,0.7051,0.3229,0
CTNNB1,0.0516,0.765,0.0139,0.3777,0.4299,0.4944,0.2243,0.2615,0.1567,0.067,0
NICD,0.2441,0.8325,0.042,0.4806,0.4254,0.6049,0.6136,0.8028,0.9849,0.3938,0
p63,0.9522,0.3727,0.5536,0.3249,0.9591,0.6162,0.7812,0.4571,0.0464,0.1246,0
p53,0.9763,0.5707,0.8416,0.4505,0.1846,0.4234,0.5961,0.3006,0.6804,0.5423,0
p73,0.7861,0.6321,0.0118,0.1228,0.074,0.4167,0.1707,0.6617,0.7657,0.6585,0
miR200,0.0086,0.5564,0.2588,0.6688,0.6146,0.0727,0.7018,0.8233,0.455,0.9227,0
miR203,0.7385,0.5589,0.6592,0.6983,0.5738,0.1699,0.7766,0.9833,0.2817,0.94,0
miR34,0.2006,0.7304,0.0617,0.2675,0.7543,0.8393,0.6449,0.998,0.7263,0.0309,0
AKT2,0.8253,0.838,0.741,0.1736,0.2227,0.3776,0.8905,0.9961,0.6986,0.7096,0
ERK,0.8271,0.7173,0.4982,0.2843,0.5764,0.8487,0.2636,0.4472,0.7456,0.9591,0
SMAD,0.2783,0.3762,0.1375,0.0005,0.6225,0.1817,0.7563,0.5787,0.9906,0.0637,0
