gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.2575,0.8231,0.2535,0.6163,0.9677,0.2017,0.5329,0.4945,0.969,0.1966,0
DNAdamage,0.3295,0.6637,0.2127,0.5048,0.1401,0.2762,0.0064,0.0375,0.4857,0.43,0
Metastasis,0.0521,0.9256,0.4323,0.642,0.9589,0.2841,0.1266,0.0516,0.9011,0.1169,1
Migration,0.2495,0.6538,0.3824,0.1095,0.7578,0.0968,0.4101,0.1023,0.9078,0.4306,1
Invasion,0.1415,0.1849,0.0597,0.9276,0.3435,0.1448,0.5491,0.4448,0.8361,0.1688,1
EMT,0.4252,0.6146,0.128,0.582,0.9573,0.1093,0.5935,0.9436,0.1748,0.7585,1
Apoptosis,0.2867,0.7125,0.0046,0.3506,0.9044,0.5807,0.2992,0.1946,0.2007,0.9528,1
CellCycleArrest,0.0756,0.7342,0.7561,0.5067,0.4252,0.9697,0.9761,0.7913,0.4488,0.5519,1
GF,0.0341,0.7561,0.5623,0.3566,0.6669,0.3416,0.8306,0.9514,0.4774,0.5486,0
TGFbeta,0.526,0.3411,0.1285,0.8986,0.0249,0.4072,0.4096,0.14,0.1143,0.3306,0
p21,0.5843,0.3452,0.1331,0.1173,0.4322,0.867,0.2876,0.5258,0.2444,0.264,0
CDH1,0.8079,0.733,0.4442,0.7082,0.8636,0.2315,0.0972,0.2695,0.1208,0.7749,0
CDH2,0.9107,0.2327,0.2017,0.9748,0.2419,0.2827,0.672,0.4352,0.4713,0.9916,0
VIM,0.815,0.448,0.1618,0.2591,0.95,0.6774,0.0786,0.75,0.2074,0.7194,0
TWIST1,0.443,0.2016,0.3152,0.4997,0.5071,0.0388,0.0789,0.2354,0.6343,0.5557,0
SNAI1,0.6255,0.6501,0.075,0.9547,0.9163,0.1314,0.3294,0.5637,0.3802,0.9627,0
SNAI2,0.9175,0.6351,0.8182,0.7846,0.9386,0.5032,0.9242,0.4192,0.9175,0.9984,0
ZEB1,0.3204,0.2571,0.8281,0.1661,0.1623,0.2852,0.1316,0.7469,0.6057,0.718,0
ZEB2,0.4131,0.8021,0.0579,0.3261,0.0472,0.6623,0.3723,0.6268,0.4633,0.2619,0
AKT1,0.2572,0.8971,0.3356,0.0798,0.7736,0.981,0.6428,0.334,0.7856,0.8739,0
DKK1,0.2727,0.2703,0.7489,0.2696,0.008,0.2506,0.0023,0.367,0.9596,0.5567,0
CTNNB1,0.4302,0.8641,0.665,0.9542,0.9201,0.7471,0.274,0.0249,0.0631,0.1478,0
NICD,0.4188,0.7309,0.5167,0.9799,0.283,0.3415,0.3279,0.0958,0.8389,0.7382,0
p63,0.5267,0.3108,0.458,0.0466,0.0621,0.4335,0.9853,0.5468,0.9145,0.2937,0
p53,0.4907,0.8298,0.5028,0.342,0.7988,0.9617,0.913,0.7768,0.4149,0.6103,0
p73,0.4772,0.9612,0.3105,0.8014,0.9874,0.9478,0.2013,0.8635,0.638,0.2812,0
miR200,0.8248,0.1882,0.769,0.1863,0.5318,0.0308,0.9253,0.8028,0.2351,0.6854,0
miR203,0.6916,0.6034,0.5814,0.3105,0.8163,0.3468,0.7277,0.8316,0.1988,0.2744,0
miR34,0.0085,0.7603,0.3318,0.7193,0.6387,0.438,0.4957,0.961,0.2358,0.2401,0
AKT2,0.1288,0.1848,0.4793,0.4033,0.2468,0.8224,0.5675,0.7188,0.5998,0.6235,0
ERK,0.8023,0.1344,0.1341,0.5267,0.5084,0.7959,0.3969,0.8678,0.4004,0.0054,0
SMAD,0.772,0.9859,0.4983,0.7284,0.2846,0.8926,0.791,0.3482,0.1736,0.3334,0
