gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.7734,0.7611,0.6787,0.8346,0.8084,0.4332,0.3385,0.8912,0.5756,0.4834,0
DNAdamage,0.0346,0.0362,0.4101,0.8399,0.6605,0.9404,0.1236,0.6164,0.0631,0.5814,0
Metastasis,0.8979,0.9903,0.9666,0.6156,0.0277,0.3324,0.8407,0.2365,0.4372,0.6648,1
Migration,0.635,0.751,0.709,0.3575,0.0501,0.6543,0.9172,0.1447,0.153,0.952,1
Invasion,0.5769,0.3393,0.8027,0.5434,0.5559,0.7828,0.6293,0.8834,0.6358,0.9171,1
EMT,0.2788,0.7582,0.1562,0.7927,0.8932,0.4565,0.6448,0.0086,0.9134,0.7064,1
Apoptosis,0.9747,0.9138,0.7767,0.6687,0.4751,0.1708,0.1319,0.6623,0.9974,0.0818,1
CellCycleArrest,0.1635,0.0949,0.1375,0.0738,0.0878,0.161,0.1481,0.7452,0.4039,0.2301,1
GF,0.3,0.9881,0.4756,0.077,0.0296,0.9147,0.1627,0.4576,0.2966,0.0995,0
TGFbeta,0.6535,0.7955,0.0381,0.4991,0.2462,0.1147,0.6387,0.3649,0.5148,0.8492,0
p21,0.762,0.9279,0.6163,0.7214,0.8704,0.9588,0.8977,0.6252,0.4297,0.0414,0
CDH1,0.5342,0.8721,0.8407,0.467,0.8183,0.6558,0.4753,0.9778,0.4084,0.6275,0
CDH2,0.9319,0.8395,0.8868,0.3681,0.4483,0.7452,0.5628,0.8883,0.6398,0.0019,0
VIM,0.1895,0.7077,0.2471,0.2824,0.2486,0.1197,0.6787,0.9435,0.3416,0.5338,0
TWIST1,0.8009,0.7229,0.6012,0.091,0.6944,0.0106,0.3777,0.4464,0.7193,0.3323,0
SNAI1,0.1802,0.7742,0.8466,0.0809,0.3758,0.7458,0.2295,0.7365,0.4018,0.6257,0
SNAI2,0.3582,0.8537,0.2683,0.7187,0.8027,0.8408,0.2474,0.9105,0.7708,0.1078,0
ZEB1,0.4107,0.6461,0.4771,0.1958,0.0149,0.6562,0.9066,0.0336,0.5968,0.9939,0
ZEB2,0.8743,0.5393,0.1659,0.4748,0.9732,0.7039,0.1106,0.8306,0.0081,0.6551,0
AKT1,0.4149,0.9887,0.3033,0.2488,0.4546,0.692,0.4143,0.1236,0.629,0.9014,0
DKK1,0.9415,0.7236,0.6209,0.0737,0.9293,0.2007,0.8025,0.7342,0.4217,0.5536,0
CTNNB1,0.8705,0.3757,0.8268,0.5232,0.7028,0.2796,0.1294,0.6459,0.2448,0.4208,0
NICD,0.7093,0.7526,0.1176,0.555,0.5263,0.426,0.0799,0.3727,0.5877,0.3388,0
p63,0.2781,0.1697,0.8256,0.1868,0.9621,0.4733,0.0515,0.7048,0.1147,0.7118,0
p53,0.5085,0.0746,0.2259,0.1413,0.5715,0.7035,0.1981,0.1206,0.7486,0.8114,0
p73,0.9261,0.9115,0.3807,0.1279,0.182,0.9557,0.6989,0.3786,0.2568,0.284,0
miR200,0.8342,0.5492,0.568,0.0605,0.9622,0.6891,0.4359,0.3287,0.0642,0.3081,0
miR203,0.5866,0.8545,0.6043,0.71,0.081,0.1697,0.8158,0.0722,0.1123,0.6322,0
miR34,0.2847,0.7051,0.213,0.3718,0.0808,0.419,0.4563,0.6031,0.6163,0.4791,0
AKT2,0.3273,0.6461,0.6025,0.2246,0.3743,0.168,0.3502,0.2518,0.9044,0.0012,0
ERK,0.2215,0.0013,0.0503,0.3424,0.4244,0.4086,0.3933,0.6431,0.7743,0.0937,0
SMAD,0.5308,0.2524,0.1277,0.255,0.9245,0.3605,0.8895,0.6761,0.7106,0.3745,0
