gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.856,0.1719,0.6325,0.1966,0.5663,0.6584,0.984,0.4495,0.6752,0.0827,0
DNAdamage,0.36,0.7345,0.8305,0.3028,0.0275,0.2427,0.2208,0.9632,0.4003,0.1434,0
Metastasis,0.488,0.9743,0.3377,0.8163,0.5041,0.7688,0.3793,0.2654,0.5439,0.0903,1
Migration,0.6913,0.8073,0.8468,0.2338,0.2101,0.2813,0.7897,0.6555,0.2633,0.3044,1
Invasion,0.3891,0.518,0.8569,0.4386,0.0005,0.6483,0.7952,0.4706,0.6276,0.1538,1
EMT,0.2178,0.2746,0.7555,0.9929,0.5399,0.874,0.1532,0.9292,0.3371,0.832,1
Apoptosis,0.2202,0.5763,0.5314,0.8154,0.3053,0.1202,0.3937,0.1545,0.4939,0.7992,1
CellCycleArrest,0.6919,0.7965,0.1647,0.9904,0.2034,0.1525,0.2946,0.8588,0.93,0.9377,1
GF,0.2398,0.8054,0.1621,0.4007,0.4761,0.6073,0.4317,0.2914,0.9454,0.3051,0
TGFbeta,0.5901,0.4726,0.974,0.3842,0.8925,0.8372,0.6987,0.0174,0.798,0.3144,0
p21,0.783,0.3995,0.2045,0.6923,0.9491,0.4582,0.1274,0.0672,0.9886,0.082,0
CDH1,0.1302,0.6569,0.5281,0.9912,0.9179,0.1916,0.0486,0.1192,0.4143,0.7233,0
CDH2,0.1783,0.2456,0.6717,0.2778,0.8178,0.4666,0.725,0.9238,0.8794,0.2798,0
VIM,0.8843,0.7931,0.0155,0.3223,0.9624,0.9219,0.316,0.109,0.2158,0.127,0
TWIST1,0.5407,0.5331,0.7939,0.7097,0.7856,0.2466,0.8911,0.0577,0.8367,0.1362,0
SNAI1,0.6891,0.6259,0.7513,0.1203,0.0128,0.59,0.3895,0.9591,0.3073,0.079,0
SNAI2,0.8319,0.8178,0.2605,0.5804,0.4644,0.1839,0.4128,0.8981,0.273,0.5009,0
ZEB1,0.3727,0.4364,0.2173,0.915,0.0146,0.2977,0.8694,0.4518,0.0876,0.6972,0
ZEB2,0.0642,0.5471,0.2853,0.869,0.6721,0.6066,0.0254,0.4024,0.1564,0.8855,0
AKT1,0.9067,0.3568,0.7971,0.1308,0.0884,0.8723,0.7998,0.7068,0.1052,0.3467,0
DKK1,0.1387,0.1414,0.1526,0.1404,0.4949,0.2191,0.7356,0.6126,0.6236,0.8314,0
CTNNB1,0.8618,0.269,0.0986,0.8467,0.9299,0.4641,0.6784,0.8108,0.3922,0.7138,0
NICD,0.8418,0.7461,0.0973,0.7762,0.5106,0.6339,0.3006,0.6251,0.8517,0.9085,0
p63,0.4184,0.4523,0.4775,0.9462,0.0012,0.8961,0.146,0.1297,0.4965,0.7726,0
p53,0.1505,0.1428,0.5249,0.7282,0.7706,0.0536,0.9661,0.6164,0.9922,0.4011,0
p73,0.1328,0.5105,0.6307,0.3515,0.6169,0.1956,0.5956,0.8631,0.1962,0.6373,0
miR200,0.5844,0.9666,0.1836,0.5401,0.3419,0.4002,0.6377,0.5559,0.4916,0.5212,0
miR203,0.5725,0.5923,0.0949,0.5434,0.1392,0.6534,0.108,0.6147,0.5654,0.1027,0
miR34,0.3846,0.4908,0.6075,0.8415,0.0845,0.7132,0.819,0.7257,0.7564,0.1026,0
AKT2,0.1797,0.0369,0.0399,0.1523,0.3726,0.1024,0.2826,0.9404,0.2285,0.2277,0
ERK,0.4394,0.2384,0.3421,0.3846,0.984,0.578,0.6424,0.3606,0.8628,0.0917,0
SMAD,0.1272,0.0174,0.9094,0.1578,0.1741,0.7236,0.9985,0.0391,0.4164,0.3233,0
