gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.5062,0.8957,0.6618,0.987,0.5951,0.8947,0.1582,0.1594,0.5744,0.6577,0
DNAdamage,0.4265,0.7035,0.7108,0.9025,0.3885,0.3006,0.6069,0.0857,0.476,0.604,0
Metastasis,0.0638,0.6672,0.5373,0.8774,0.7092,0.2284,0.6814,0.3283,0.5981,0.6923,1
Migration,0.0633,0.9249,0.9059,0.0863,0.229,0.1196,0.6465,0.484,0.261,0.475,1
Invasion,0.89,0.3187,0.1656,0.3268,0.6058,0.7829,0.1516,0.1672,0.6359,0.9382,1
EMT,0.9424,0.2608,0.9777,0.2904,0.3437,0.9547,0.1771,0.9418,0.524,0.5055,1
Apoptosis,0.3788,0.0519,0.7304,0.9646,0.0524,0.7513,0.5344,0.1515,0.4828,0.6973,1
CellCycleArrest,0.8569,0.1353,0.4861,0.5522,0.6553,0.8605,0.8182,0.9479,0.8407,0.5542,1
GF,0.7174,0.8414,0.4592,0.0103,0.5131,0.3274,0.986,0.6557,0.424,0.3763,0
TGFbeta,0.1886,0.9097,0.694,0.8845,0.9336,0.7302,0.5345,0.0979,0.4549,0.0526,0
p21,0.3135,0.1229,0.2509,0.311,0.6734,0.5588,0.5814,0.7946,0.8761,0.8422,0
CDH1,0.4952,0.6622,0.588,0.5495,0.6022,0.2979,0.3394,0.3261,0.0577,0.6475,0
CDH2,0.0151,0.6506,0.1618,0.709,0.5559,0.2821,0.673,0.5035,0.9325,0.3477,0
VIM,0.8623,0.9168,0.5643,0.1204,0.3841,0.6201,0.9022,0.9155,0.7448,0.2522,0
TWIST1,0.4966,0.432,0.1816,0.3841,0.2531,0.1811,0.1523,0.3075,0.7406,0.3083,0
SNAI1,0.1626,0.1706,0.9683,0.463,0.2783,0.4405,0.6612,0.6179,0.0693,0.3807,0
SNAI2,0.7293,0.0427,0.7987,0.2602,0.1472,0.7036,0.7691,0.6897,0.177,0.9003,0
ZEB1,0.1558,0.1463,0.2012,0.5582,0.5637,0.3978,0.0206,0.7754,0.9024,0.0969,0
ZEB2,0.8376,0.7097,0.1887,0.0237,0.9788,0.1701,0.2705,0.1921,0.851,0.1949,0
AKT1,0.0641,0.8768,0.8656,0.0822,0.1131,0.1409,0.8435,0.6353,0.4399,0.2947,0
DKK1,0.6056,0.8236,0.6339,0.5378,0.0878,0.8133,0.9615,0.3861,0.9066,0.7108,0
CTNNB1,0.7064,0.9568,0.3924,0.0412,0.8913,0.9899,0.8874,0.6987,0.4601,0.5405,0
NICD,0.8191,0.1755,0.6226,0.1106,0.1101,0.3885,0.9937,0.419,0.2675,0.7699,0
p63,0.3668,0.116,0.8409,0.5499,0.9243,0.1629,0.9642,0.8533,0.6458,0.0817,0
p53,0.6003,0.0928,0.7477,0.6573,0.9292,0.9818,0.7704,0.8851,0.2412,0.183,0
p73,0.257,0.2181,0.3746,0.5108,0.0137,0.4254,0.3863,0.8818,0.0226,0.1842,0
miR200,0.832,0.145,0.3937,0.2769,0.8024,0.5305,0.1973,0.1762,0.5726,0.7885,0
miR203,0.2399,0.8365,0.9186,0.2139,0.9674,0.5691,0.8883,0.7482,0.9129,0.6008,0
miR34,0.6203,0.8078,0.8969,0.0524,0.1368,0.8798,0.0493,0.0217,0.6619,0.3298,0
AKT2,0.0747,0.765,0.058,0.4187,0.6722,0.9995,0.6822,0.8548,0.7461,0.103,0
ERK,0.2082,0.1632,0.2353,0.1748,0.8046,0.2547,0.3241,0.2291,0.3815,0.1563,0
SMAD,0.1929,0.2395,0.2497,0.0163,0.4259,0.1043,0.7538,0.0614,0.5276,0.8773,0
