gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.5905,0.7213,0.788,0.3102,0.9685,0.6112,0.8179,0.2784,0.3088,0.8888,0
DNAdamage,0.9826,0.6707,0.8662,0.8981,0.2862,0.4295,0.3959,0.3888,0.9128,0.0363,0
Metastasis,0.7623,0.4535,0.4523,0.6542,0.6103,0.0132,0.8264,0.8389,0.9133,0.7983,1
Migration,0.84,0.3395,0.0162,0.2177,0.8237,0.6928,0.0646,0.8724,0.3868,0.7591,1
Invasion,0.4644,0.0077,0.4848,0.9043,0.0737,0.4752,0.7652,0.8641,0.8521,0.1684,1
EMT,0.6714,0.6334,0.0516,0.4293,0.1893,0.4122,0.4138,0.3772,0.8054,0.2569,1
Apoptosis,0.0241,0.7834,0.498,0.37,0.123,0.1513,0.5096,0.1258,0.016,0.7109,1
CellCycleArrest,0.0825,0.4959,0.2537,0.8299,0.5421,0.0677,0.6632,0.8068,0.2111,0.2688,1
GF,0.6518,0.7414,0.3272,0.2526,0.5617,0.9489,0.6994,0.9495,0.9205,0.7476,0
TGFbeta,0.4141,0.4876,0.3603,0.5439,0.6809,0.1994,0.3999,0.3985,0.6252,0.7734,0
p21,0.5501,0.3929,0.9494,0.948,0.4033,0.3884,0.1664,0.1101,0.185,0.3251,0
CDH1,0.4381,0.7761,0.4115,0.2459,0.8705,0.4197,0.0681,0.6853,0.7627,0.1739,0
CDH2,0.025,0.3499,0.9862,0.4817,0.5119,0.6469,0.9241,0.2294,0.0702,0.0931,0
VIM,0.6186,0.8398,0.5025,0.4508,0.7678,0.3767,0.718,0.3075,0.0945,0.1899,0
TWIST1,0.1635,0.5436,0.516,0.0546,0.0797,0.7354,0.8579,0.033,0.8733,0.1279,0
SNAI1,0.7197,0.1076,0.0099,0.0218,0.0802,0.6184,0.608,0.6357,0.3767,0.8528,0
SNAI2,0.1856,0.8794,0.4931,0.6042,0.5819,0.4879,0.9404,0.8525,0.7689,0.6796,0
ZEB1,0.8623,0.6169,0.8345,0.352,0.2861,0.4173,0.7531,0.5012,0.9623,0.7816,0
ZEB2,0.3578,0.1886,0.5172,0.7226,0.1275,0.2064,0.4237,0.3654,0.3833,0.7259,0
AKT1,0.8699,0.5156,0.9765,0.376,0.3867,0.7053,0.7615,0.9308,0.407,0.6819,0
DKK1,0.3317,0.4671,0.1017,0.515,0.6525,0.5277,0.4837,0.6713,0.1927,0.8373,0
CTNNB1,0.9389,0.4536,0.363,0.676,0.6807,0.8599,0.534,0.3453,0.9196,0.6726,0
NICD,0.7364,0.2142,0.672,0.7438,0.4789,0.7893,0.3394,0.1874,0.8531,0.4258,0
p63,0.2423,0.7164,0.4596,0.2829,0.6883,0.0876,0.9895,0.2605,0.5159,0.5254,0
p53,0.1545,0.3636,0.448,0.4028,0.5141,0.7378,0.8792,0.1375,0.7215,0.5795,0
p73,0.646,0.1018,0.1943,0.1138,0.8248,0.842,0.5612,0.0436,0.7281,0.3148,0
miR200,0.283,0.8979,0.9922,0.2979,0.0713,0.146,0.2337,0.146,0.4347,0.5187,0
miR203,0.8193,0.6102,0.8469,0.2823,0.2191,0.7283,0.6521,0.8534,0.1268,0.8534,0
miR34,0.4175,0.1732,0.3667,0.198,0.4257,0.8398,0.4541,0.2064,0.4762,0.9553,0
AKT2,0.371,0.1635,0.9671,0.5235,0.7989,0.9479,0.5566,0.6299,0.0055,0.444,0
ERK,0.5341,0.7756,0.4546,0.5206,0.0112,0.991,0.114,0.7112,0.316,0.5548,0
SMAD,0.8738,0.0944,0.7809,0.6452,0.567,0.6161,0.3353,0.5182,0.6083,0.2592,0
