gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.0219,0.1436,0.1306,0.4972,0.7311,0.0358,0.0988,0.3651,0.2254,0.2768,0
DNAdamage,0.6019,0.1594,0.177,0.0204,0.9598,0.7883,0.9752,0.8876,0.7309,0.8826,0
Metastasis,0.9658,0.712,0.1939,0.4369,0.3137,0.0961,0.4073,0.9622,0.939,0.6562,1
Migration,0.4509,0.2516,0.0949,0.7822,0.0544,0.5973,0.2333,0.2239,0.3656,0.981,1
Invasion,0.9443,0.9589,0.6204,0.6778,0.5771,0.9573,0.9706,0.3967,0.6071,0.2206,1
EMT,0.1904,0.5289,0.6451,0.3996,0.4893,0.5619,0.3779,0.4097,0.6671,0.2291,1
Apoptosis,0.6214,0.7608,0.8982,0.0286,0.2854,0.1655,0.9901,0.3607,0.0404,0.6079,1
CellCycleArrest,0.2864,0.5334,0.4738,0.5257,0.3543,0.9659,0.0115,0.5795,0.1027,0.1853,1
GF,0.9002,0.9659,0.0633,0.263,0.0244,0.8825,0.7438,0.0711,0.9141,0.612,0
TGFbeta,0.7632,0.7985,0.4907,0.7265,0.3241,0.5128,0.2085,0.8174,0.4888,0.0533,0
p21,0.9029,0.342,0.9974,0.6306,0.2777,0.6102,0.1426,0.2809,0.3642,0.5511,0
CDH1,0.208,0.2448,0.6274,0.6183,0.8089,0.6871,0.3854,0.0667,0.4781,0.7809,0
CDH2,0.5241,0.7522,0.6146,0.2259,0.9815,0.597,0.68,0.59,0.1057,0.119,0
VIM,0.0978,0.2712,0.7854,0.3043,0.5611,0.9469,0.6284,0.1575,0.4542,0.6115,0
TWIST1,0.3354,0.0005,0.8386,0.8798,0.1492,0.6511,0.5867,0.6485,0.3795,0.6153,0
SNAI1,0.9904,0.883,0.4266,0.4097,0.597,0.9676,0.967,0.7043,0.587,0.2371,0
SNAI2,0.849,0.3721,0.1883,0.5603,0.2647,0.8943,0.7231,0.6469,0.1512,0.0213,0
ZEB1,0.614,0.4995,0.9109,0.2289,0.8946,0.218,0.5331,0.1639,0.4999,0.4355,0
ZEB2,0.0044,0.7271,0.0791,0.1757,0.1785,0.7285,0.5365,0.0476,0.9172,0.9115,0
AKT1,0.3096,0.6337,0.3895,0.6487,0.6461,0.0138,0.6304,0.0673,0.9327,0.6082,0
DKK1,0.8268,0.6661,0.2884,0.0718,0.9153,0.2755,0.2458,0.3233,0.1379,0.6693,0
CTNNB1,0.8038,0.6617,0.0806,0.5941,0.8579,0.7072,0.4818,0.7696,0.69,0.2302,0
NICD,0.624,0.2859,0.4928,0.7022,0.5928,0.8424,0.8628,0.653,0.2555,0.7439,0
p63,0.5482,0.979,0.208,0.0974,0.3429,0.8177,0.3673,0.9163,0.7796,0.4525,0
p53,0.5875,0.7978,0.6698,0.6437,0.6471,0.3501,0.1675,0.2933,0.1912,0.3772,0
p73,0.1772,0.1151,0.7335,0.4599,0.3925,0.4662,0.0543,0.0669,0.3134,0.8283,0
miR200,0.8085,0.5682,0.0688,0.2665,0.24,0.5731,0.161,0.3241,0.7765,0.2499,0
miR203,0.0029,0.6716,0.1922,0.038,0.7856,0.3947,0.0062,0.4599,0.0105,0.1146,0
miR34,0.6715,0.3899,0.0874,0.5718,0.818,0.7314,0.2841,0.6167,0.7449,0.7146,0
AKT2,0.4198,0.7857,0.7092,0.1358,0.9292,0.2418,0.4629,0.6314,0.5642,0.3687,0
ERK,0.2316,0.2661,0.1862,0.1347,0.1941,0.9059,0.0965,0.9486,0.9929,0.7175,0
SMAD,0.0024,0.5903,0.3535,0.6024,0.3772,0.1875,0.7215,0.8295,0.8956,0.1769,0
