gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.983,0.2188,0.1745,0.8523,0.0966,0.3378,0.6017,0.4571,0.0812,0.5252,0
DNAdamage,0.5344,0.7649,0.5128,0.8594,0.1947,0.8419,0.0002,0.3277,0.3167,0.9376,0
Metastasis,0.3061,0.1425,0.5029,0.4213,0.4958,0.0702,0.9102,0.5105,0.0574,0.2871,1
Migration,0.4596,0.8848,0.2997,0.4576,0.5119,0.779,0.4848,0.2937,0.4626,0.5213,1
Invasion,0.0306,0.415,0.3169,0.2479,0.8705,0.2366,0.4311,0.2819,0.7125,0.7137,1
EMT,0.6335,0.8394,0.4204,0.1198,0.6238,0.6077,0.7299,0.9206,0.9775,0.5836,1
Apoptosis,0.2751,0.3657,0.3421,0.5603,0.6686,0.2019,0.6349,0.4274,0.3178,0.074,1
CellCycleArrest,0.2153,0.2133,0.4539,0.6341,0.9424,0.677,0.0163,0.667,0.1681,0.2032,1
GF,0.324,0.1728,0.4881,0.7877,0.9931,0.6356,0.8058,0.2078,0.4416,0.2721,0
TGFbeta,0.4511,0.034,0.667,0.123,0.1047,0.9655,0.4257,0.2709,0.7032,0.0118,0
p21,0.4873,0.3044,0.9476,0.9587,0.8522,0.4508,0.2927,0.9811,0.0669,0.5815,0
CDH1,0.7852,0.8711,0.4041,0.1792,0.0262,0.4047,0.9279,0.2642,0.0932,0.1495,0
CDH2,0.3779,0.2446,0.1561,0.6522,0.5883,0.3897,0.8584,0.7282,0.0288,0.7193,0
VIM,0.0731,0.3482,0.9631,0.0872,0.8461,0.6864,0.669,0.6757,0.8168,0.2742,0
TWIST1,0.9219,0.9236,0.9176,0.1449,0.3379,0.6388,0.7643,0.1343,0.7319,0.0715,0
SNAI1,0.3233,0.6813,0.6321,0.8927,0.7958,0.7239,0.0788,0.6695,0.0904,0.3238,0
SNAI2,0.676,0.7049,0.1618,0.1761,0.0147,0.5977,0.8038,0.6862,0.9845,0.9147,0
ZEB1,0.1599,0.8005,0.3101,0.4266,0.1475,0.1983,0.5243,0.1633,0.4886,0.7088,0
ZEB2,0.8966,0.2072,0.3537,0.1196,0.0452,0.6711,0.3171,0.415,0.3427,0.3077,0
AKT1,0.9206,0.8072,0.4364,0.2798,0.9291,0.985,0.5868,0.4999,0.523,0.1674,0
DKK1,0.1483,0.8849,0.3802,0.4609,0.3512,0.504,0.9208,0.1831,0.7842,0.8178,0
CTNNB1,0.8974,0.9914,0.0916,0.6089,0.9736,0.1502,0.5147,0.7621,0.5,0.7531,0
NICD,0.0358,0.7115,0.968,0.9731,0.3711,0.9949,0.1785,0.7923,0.1126,0.0677,0
p63,0.9789,0.876,0.6517,0.6741,0.8767,0.4635,0.9996,0.5808,0.7737,0.1233,0
p53,0.8044,0.0133,0.5256,0.4786,0.432,0.2076,0.4812,0.6257,0.197,0.5627,0
p73,0.1069,0.7344,0.5787,0.0158,0.3975,0.9705,0.5603,0.2574,0.1906,0.7891,0
miR200,0.5055,0.1007,0.8298,0.058,0.7412,0.2342,0.8883,0.3029,0.8163,0.3817,0
miR203,0.3808,0.1893,0.6911,0.4751,0.162,0.0074,0.1802,0.2125,0.4828,0.3456,0
miR34,0.3859,0.0719,0.6813,0.9684,0.8501,0.7892,0.4463,0.8523,0.474,0.2779,0
AKT2,0.1179,0.9246,0.8727,0.8274,0.1432,0.218,0.4405,0.1417,0.6291,0.5822,0
ERK,0.1413,0.6529,0.0774,0.1593,0.6402,0.8233,0.4162,0.9354,0.8426,0.1029,0
SMAD,0.468,0.5082,0.1612,0.5009,0.0104,0.3694,0.6645,0.3823,0.9251,0.9476,0
