gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.3387,0.1954,0.5092,0.3031,0.6024,0.9387,0.2283,0.4635,0.3904,0.7174,0
DNAdamage,0.49,0.504,0.9655,0.2626,0.312,0.7647,0.747,0.8519,0.8623,0.1834,0
Metastasis,0.8627,0.5347,0.9049,0.7307,0.2073,0.7186,0.246,0.3707,0.2125,0.5785,1
Migration,0.1767,0.8127,0.7296,0.9465,0.0939,0.0191,0.5953,0.383,0.5978,0.9234,1
Invasion,0.5223,0.9546,0.7598,0.9583,0.847,0.1111,0.442,0.2778,0.2079,0.062,1
EMT,0.1785,0.532,0.8211,0.8944,0.8148,0.5693,0.4595,0.1839,0.1927,0.5249,1
Apoptosis,0.5349,0.164,0.7075,0.4431,0.0062,0.5314,0.2944,0.9992,0.1414,0.6196,1
CellCycleArrest,0.5204,0.9119,0.0988,0.4567,0.1214,0.2617,0.986,0.0609,0.4012,0.3501,1
GF,0.1057,0.1437,0.7349,0.1238,0.4642,0.3444,0.2062,0.664,0.0367,0.2591,0
TGFbeta,0.941,0.1053,0.8842,0.28,0.7699,0.7378,0.8979,0.7514,0.8301,0.6361,0
p21,0.5042,0.993,0.9881,0.5591,0.9451,0.48,0.9123,0.9702,0.8523,0.0348,0
CDH1,0.7288,0.8797,0.5867,0.4411,0.7528,0.9924,0.3762,0.308,0.7014,0.6002,0
CDH2,0.9271,0.5374,0.6898,0.1777,0.8748,0.7153,0.8101,0.3049,0.4839,0.7045,0
VIM,0.1362,0.1894,0.6291,0.1912,0.7213,0.8862,0.6806,0.6831,0.3134,0.0734,0
TWIST1,0.1625,0.9075,0.865,0.8883,0.362,0.2701,0.1234,0.8202,0.3834,0.7786,0
SNAI1,0.4413,0.7842,0.9895,0.6236,0.1379,0.1938,0.1364,0.7564,0.6088,0.348,0
SNAI2,0.6774,0.586,0.2441,0.9101,0.7165,0.3041,0.2428,0.3574,0.9219,0.1617,0
ZEB1,0.3961,0.7848,0.1805,0.4366,0.525,0.3457,0.9012,0.8175,0.5168,0.6882,0
ZEB2,0.9852,0.4482,0.6945,0.4226,0.3207,0.4079,0.1731,0.758,0.2906,0.9588,0
AKT1,0.4414,0.8587,0.5459,0.2947,0.8875,0.2089,0.6978,0.4231,0.3276,0.7121,0
DKK1,0.3514,0.9863,0.8974,0.2599,0.624,0.6801,0.4324,0.7192,0.8044,0.1055,0
CTNNB1,0.3804,0.4708,0.7773,0.3223,0.5581,0.7178,0.1966,0.1737,0.6179,0.0332,0
NICD,0.6216,0.6197,0.4973,0.327,0.2196,0.3107,0.3024,0.3396,0.1948,0.1828,0
p63,0.5814,0.9154,0.4771,0.5014,0.5531,0.656,0.3229,0.4345,0.8457,0.705,0
p53,0.3902,0.0504,0.0292,0.083,0.5448,0.1861,0.3606,0.2039,0.8831,0.139,0
p73,0.7013,0.1381,0.3178,0.3873,0.6909,0.0288,0.3209,0.8809,0.8848,0.173,0
miR200,0.1307,0.8182,0.4258,0.7721,0.0805,0.3961,0.8446,0.0502,0.1537,0.9754,0
miR203,0.7988,0.4785,0.8992,0.4783,0.2,0.837,0.7272,0.6049,0.0133,0.249,0
miR34,0.1536,0.1752,0.5097,0.4733,0.2842,0.1648,0.7797,0.0473,0.5018,0.5055,0
AKT2,0.7164,0.1922,0.969,0.4531,0.89,0.2163,0.1588,0.1093,0.0968,0.6923,0
ERK,0.4378,0.9198,0.2068,0.1008,0.5665,0.1599,0.0874,0.2804,0.6257,0.6856,0
SMAD,0.1622,0.9903,0.3519,0.4631,0.4988,0.1341,0.6431,0.9514,0.7718,0.976,0
