gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.6546,0.8355,0.3426,0.8341,0.6613,0.2165,0.9874,0.3994,0.925,0.3703,0
DNAdamage,0.1952,0.6821,0.5068,0.4261,0.5773,0.8076,0.9897,0.9096,0.2093,0.545,0
Metastasis,0.4728,0.4005,0.5468,0.6884,0.9341,0.8676,0.5246,0.366,0.9377,0.2945,1
Migration,0.3463,0.2753,0.2983,0.7827,0.7071,0.7804,0.6285,0.8846,0.8151,0.9238,1
Invasion,0.8952,0.309,0.8935,0.5926,0.7083,0.5793,0.761,0.9857,0.3641,0.5649,1
EMT,0.9779,0.5328,0.6142,0.0105,0.1202,0.5522,0.4687,0.0827,0.1032,0.1417,1
Apoptosis,0.8414,0.7951,0.0211,0.5593,0.014,0.5637,0.4717,0.7257,0.3369,0.7591,1
CellCycleArrest,0.4957,0.7453,0.4623,0.6486,0.8922,0.8501,0.8973,0.6229,0.2023,0.0515,1
GF,0.4681,0.535,0.702,0.1632,0.4704,0.8708,0.5735,0.2293,0.6338,0.815,0
TGFbeta,0.0786,0.0895,0.6273,0.29,0.0168,0.0059,0.1667,0.4419,0.4421,0.6083,0
p21,0.9405,0.6213,0.3265,0.8091,0.3092,0.3525,0.6889,0.1058,0.1669,0.18,0
CDH1,0.6123,0.8205,0.8472,0.2439,0.3447,0.6464,0.6342,0.9752,0.2507,0.6056,0
CDH2,0.5353,0.2361,0.2843,0.8442,0.7733,0.6481,0.4812,0.5091,0.7346,0.6849,0
VIM,0.0229,0.6625,0.3884,0.6519,0.2571,0.1758,0.351,0.059,0.0363,0.9399,0
TWIST1,0.6803,0.6392,0.01,0.1364,0.5731,0.4867,0.7569,0.2032,0.3422,0.8858,0
SNAI1,0.1353,0.399,0.3287,0.41,0.0416,0.3585,0.8439,0.2057,0.1871,0.8289,0
SNAI2,0.4665,0.9499,0.8881,0.4875,0.2395,0.502,0.3724,0.671,0.8301,0.1671,0
ZEB1,0.5489,0.1485,0.1815,0.4633,0.7135,0.7254,0.1896,0.2684,0.8042,0.5809,0
ZEB2,0.5829,0.1831,0.6821,0.0271,0.9168,0.7494,0.5564,0.6196,0.7262,0.5392,0
AKT1,0.5567,0.0238,0.888,0.7545,0.1505,0.3311,0.1932,0.3392,0.949,0.4765,0
DKK1,0.1869,0.6256,0.7493,0.9966,0.3674,0.5267,0.9084,0.9839,0.0199,0.1831,0
CTNNB1,0.4963,0.4253,0.4951,0.5166,0.8732,0.1751,0.8378,0.2021,0.1934,0.5133,0
NICD,0.3051,0.7645,0.0407,0.8522,0.0387,0.295,0.955,0.9841,0.8551,0.4392,0
p63,0.2761,0.7374,0.3242,0.5027,0.3117,0.0314,0.3341,0.9351,0.4474,0.3919,0
p53,0.9085,0.9009,0.7685,0.6161,0.9973,0.7245,0.9162,0.5376,0.1399,0.1559,0
p73,0.6552,0.542,0.907,0.5369,0.2528,0.3607,0.0016,0.2889,0.4396,0.7251,0
miR200,0.7684,0.8345,0.5411,0.8573,0.8227,0.6736,0.3346,0.9906,0.7475,0.7807,0
miR203,0.3614,0.4364,0.7333,0.1975,0.9533,0.735,0.4694,0.8604,0.3493,0.2965,0
miR34,0.5691,0.7508,0.3629,0.2843,0.2981,0.4174,0.1199,0.211,0.9599,0.5177,0
AKT2,0.6656,0.0359,0.8713,0.6837,0.547,0.1846,0.1898,0.5784,0.8477,0.2272,0
ERK,0.996,0.0878,0.9667,0.8547,0.8181,0.2621,0.1652,0.1137,0.7915,0.55,0
SMAD,0.6259,0.9511,0.8559,0.2933,0.9328,0.8677,0.2024,0.5092,0.2442,0.1374,0
