gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.3516,0.1546,0.8524,0.2058,0.2726,0.4237,0.271,0.27,0.2594,0.4158,0
DNAdamage,0.5296,0.5774,0.3021,0.7555,0.1987,0.7766,0.5196,0.6435,0.2346,0.6599,0
Metastasis,0.4961,0.4887,0.7015,0.0051,0.8865,0.4987,0.6225,0.0389,0.0603,0.2787,1
Migration,0.0236,0.2659,0.3027,0.4036,0.6418,0.2859,0.9013,0.1217,0.655,0.7806,1
Invasion,0.9866,0.0442,0.9433,0.9959,0.7163,0.3546,0.2246,0.8862,0.9313,0.6425,1
EMT,0.5793,0.2885,0.6529,0.4689,0.8626,0.0117,0.9313,0.7195,0.715,0.1522,1
Apoptosis,0.2589,0.9175,0.1812,0.6708,0.7805,0.2452,0.2157,0.2629,0.1229,0.4831,1
CellCycleArrest,0.8865,0.14,0.036,0.0531,0.3216,0.0322,0.9224,0.4781,0.7584,0.7833,1
GF,0.1099,0.9115,0.2674,0.6881,0.6601,0.7529,0.2561,0.2403,0.5666,0.7531,0
TGFbeta,0.652,0.1259,0.0011,0.8573,0.5462,0.9462,0.1889,0.8002,0.876,0.0608,0
p21,0.8875,0.2203,0.0607,0.1531,0.0013,0.9657,0.6061,0.0163,0.6955,0.6475,0
CDH1,0.0481,0.6347,0.9219,0.2179,0.1555,0.0658,0.1776,0.5562,0.4853,0.0651,0
CDH2,0.5166,0.7992,0.9549,0.0168,0.0695,0.7947,0.2187,0.1488,0.8969,0.5255,0
VIM,0.5558,0.1414,0.7964,0.798,0.721,0.2662,0.3188,0.0872,0.5818,0.099,0
TWIST1,0.872,0.4663,0.1951,0.2392,0.9327,0.5385,0.731,0.7158,0.1382,0.6798,0
SNAI1,0.5373,0.2527,0.9792,0.6183,0.7884,0.3485,0.86,0.3495,0.8571,0.8324,0
SNAI2,0.9453,0.8458,0.658,0.2114,0.0958,0.3974,0.5554,0.3209,0.7255,0.0215,0
ZEB1,0.1672,0.3452,0.5371,0.7579,0.5354,0.6562,0.8634,0.3111,0.8352,0.8996,0
ZEB2,0.5481,0.7258,0.308,0.6681,0.3067,0.9429,0.9795,0.4137,0.4768,0.7206,0
AKT1,0.7249,0.9597,0.1758,0.3491,0.5607,0.3319,0.5414,0.3538,0.456,0.3459,0
DKK1,0.0328,0.3071,0.9587,0.4121,0.227,0.6928,0.1425,0.1333,0.4227,0.434,0
CTNNB1,0.6023,0.1229,0.2762,0.049,0.4477,0.428,0.9484,0.7203,0.6277,0.2234,0
NICD,0.4808,0.3121,0.1078,0.1674,0.1432,0.4903,0.7115,0.6714,0.6471,0.9273,0
p63,0.6873,0.9841,0.8904,0.9181,0.1512,0.5998,0.83,0.9049,0.175,0.5713,0
p53,0.5214,0.112,0.5646,0.7872,0.3265,0.818,0.2677,0.1439,0.152,0.8931,0
p73,0.0216,0.4384,0.6042,0.5901,0.22,0.0401,0.8897,0.03,0.2302,0.95,0
miR200,0.3511,0.003,0.199,0.0185,0.4558,0.0434,0.8117,0.0088,0.0893,0.7549,0
miR203,0.3699,0.4292,0.574,0.7055,0.8493,0.2493,0.1027,0.7845,0.9984,0.5303,0
miR34,0.5613,0.018,0.0294,0.7813,0.2267,0.2411,0.4047,0.4925,0.498,0.5737,0
AKT2,0.8352,0.9217,0.0841,0.2242,0.7084,0.6359,0.8397,0.8664,0.3231,0.919,0
ERK,0.3003,0.3213,0.2447,0.2815,0.0697,0.3082,0.2059,0.3016,0.7185,0.0657,0
SMAD,0.365,0.7641,0.8016,0.6263,0.8567,0.4515,0.1141,0.3963,0.2712,0.7581,0
