gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.8096,0.3637,0.5761,0.899,0.71,0.9704,0.6735,0.7093,0.4366,0.3548,0
DNAdamage,0.6278,0.6033,0.8928,0.0774,0.0854,0.7524,0.8659,0.4887,0.1287,0.2761,0
Metastasis,0.3624,0.5978,0.8074,0.6808,0.5403,0.0366,0.9821,0.9357,0.6172,0.0182,1
Migration,0.225,0.926,0.1915,0.2205,0.9291,0.674,0.4345,0.0821,0.7028,0.3334,1
Invasion,0.0756,0.7771,0.9214,0.9739,0.8585,0.0962,0.3891,0.1174,0.1955,0.6621,1
EMT,0.3633,0.8876,0.2097,0.2251,0.1297,0.7007,0.3769,0.4339,0.2957,0.3812,1
Apoptosis,0.6262,0.5893,0.5562,0.8053,0.8048,0.8955,0.486,0.2851,0.0724,0.093,1
CellCycleArrest,0.4839,0.4737,0.9452,0.8904,0.2638,0.3286,0.7457,0.1749,0.9505,0.2066,1
GF,0.3908,0.6259,0.2611,0.4325,0.371,0.5848,0.2787,0.8206,0.1283,0.7769,0
TGFbeta,0.9825,0.0789,0.3476,0.0025,0.0857,0.545,0.8981,0.3236,0.9885,0.3107,0
p21,0.6374,0.7987,0.9949,0.1194,0.9737,0.0208,0.0572,0.1923,0.1013,0.2285,0
CDH1,0.2329,0.1126,0.462,0.4559,0.067,0.3671,0.2795,0.336,0.1122,0.4557,0
CDH2,0.4608,0.1023,0.6103,0.1984,0.0761,0.0929,0.7355,0.2939,0.7153,0.8078,0
VIM,0.7049,0.4473,0.8381,0.8316,0.2755,0.9958,0.4856,0.9032,0.4518,0.9785,0
TWIST1,0.4933,0.0282,0.5004,0.388,0.3066,0.3954,0.5393,0.5239,0.8704,0.4941,0
SNAI1,0.775,0.4532,0.2786,0.2974,0.9833,0.8368,0.7015,0.5457,0.4235,0.3783,0
SNAI2,0.4484,0.6986,0.5406,0.083,0.9817,0.0133,0.383,0.4375,0.9297,0.5438,0
ZEB1,0.2236,0.8426,0.8861,0.2567,0.8304,0.7019,0.9107,0.5646,0.5691,0.2588,0
ZEB2,0.6459,0.1764,0.4592,0.9482,0.315,0.8741,0.6372,0.138,0.1493,0.7359,0
AKT1,0.6009,0.6439,0.4903,0.6903,0.3825,0.8936,0.9146,0.5154,0.184,0.7464,0
DKK1,0.2945,0.0859,0.4538,0.4228,0.2473,0.8079,0.1614,0.7411,0.2504,0.3657,0
CTNNB1,0.5816,0.8508,0.9284,0.0472,0.4308,0.346,0.8316,0.3352,0.0252,0.2055,0
NICD,0.1814,0.0874,0.5119,0.721,0.43,0.781,0.8352,0.1439,0.7544,0.7408,0
p63,0.7192,0.4492,0.4999,0.8691,0.9719,0.4627,0.5458,0.7896,0.492,0.979,0
p53,0.1226,0.456,0.6872,0.0084,0.4321,0.1025,0.9621,0.9936,0.8387,0.3157,0
p73,0.834,0.894,0.2682,0.5625,0.5176,0.2901,0.9892,0.2252,0.6671,0.0968,0
miR200,0.3287,0.2701,0.3906,0.8564,0.198,0.3072,0.294,0.9244,0.8977,0.0475,0
miR203,0.4958,0.7985,0.1013,0.2688,0.022,0.1942,0.4461,0.7325,0.5556,0.6064,0
miR34,0.3003,0.6702,0.7038,0.6434,0.9165,0.4013,0.7344,0.0871,0.4442,0.4887,0
AKT2,0.8809,0.5357,0.4801,0.4691,0.9073,0.7004,0.0191,0.9267,0.4365,0.8006,0
ERK,0.781,0.7059,0.8744,0.0138,0.5015,0.9936,0.4387,0.0664,0.5129,0.0774,0
SMAD,0.2066,0.5947,0.3733,0.2097,0.1023,0.811,0.5378,0.2217,0.0875,0.4306,0
