gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.8267,0.8318,0.9959,0.9151,0.0955,0.281,0.1798,0.8545,0.7902,0.5085,0
DNAdamage,0.8717,0.4913,0.7825,0.6154,0.2453,0.6592,0.7143,0.3484,0.214,0.4086,0
Metastasis,0.9901,0.7592,0.8125,0.6668,0.8354,0.9985,0.8675,0.3352,0.3548,0.3187,1
Migration,0.2116,0.431,0.9327,0.9013,0.9315,0.1845,0.9136,0.2901,0.7157,0.5462,1
Invasion,0.1893,0.7779,0.6755,0.9528,0.7698,0.2174,0.819,0.8751,0.0851,0.9057,1
EMT,0.706,0.7386,0.1062,0.1151,0.069,0.275,0.9949,0.7222,0.6882,0.3488,1
Apoptosis,0.5176,0.9635,0.0595,0.4522,0.0855,0.0743,0.9261,0.0414,0.6912,0.4261,1
CellCycleArrest,0.2723,0.4777,0.3533,0.8912,0.0491,0.8908,0.2552,0.293,0.948,0.74,1
GF,0.6548,0.4433,0.7478,0.3016,0.1143,0.2606,0.6359,0.1021,0.0766,0.5584,0
TGFbeta,0.5101,0.0667,0.1608,0.144,0.0893,0.2692,0.6922,0.0338,0.596,0.9686,0
p21,0.4022,0.3855,0.3638,0.9655,0.99,0.8657,0.6679,0.6988,0.6931,0.6432,0
CDH1,0.1785,0.9143,0.6292,0.0054,0.1837,0.6786,0.4987,0.6294,0.3932,0.0631,0
CDH2,0.9566,0.4441,0.9289,0.253,0.5545,0.4895,0.1193,0.1736,0.2545,0.4046,0
VIM,0.4034,0.4648,0.2547,0.1708,0.4124,0.2686,0.4947,0.8366,0.6377,0.6421,0
TWIST1,0.4757,0.3445,0.1569,0.7359,0.638,0.6957,0.1384,0.6189,0.1875,0.6665,0
SNAI1,0.3079,0.4978,0.0857,0.5117,0.9141,0.6613,0.0928,0.304,0.3505,0.5081,0
SNAI2,0.209,0.6935,0.5096,0.3245,0.0681,0.3025,0.3722,0.6714,0.7689,0.3689,0
ZEB1,0.0468,0.0076,0.5729,0.2547,0.5809,0.4438,0.705,0.6994,0.3278,0.8009,0
ZEB2,0.7936,0.9153,0.901,0.1795,0.7259,0.4127,0.0678,0.9925,0.8636,0.4975,0
AKT1,0.0705,0.4209,0.0868,0.478,0.5041,0.2476,0.061,0.8831,0.2393,0.8017,0
DKK1,0.2899,0.8075,0.0867,0.2895,0.3092,0.7519,0.7726,0.5766,0.5315,0.1153,0
CTNNB1,0.8599,0.3179,0.7226,0.4566,0.9157,0.4764,0.497,0.9392,0.472,0.562,0
NICD,0.0795,0.5288,0.8332,0.2417,0.4537,0.221,0.4632,0.5301,0.5998,0.9552,0
p63,0.6389,0.6344,0.3421,0.2746,0.7691,0.1678,0.8658,0.6028,0.8041,0.8975,0
p53,0.5698,0.6784,0.7629,0.0605,0.3061,0.2335,0.3335,0.5358,0.5736,0.8509,0
p73,0.2212,0.95,0.2234,0.0712,0.1586,0.9817,0.4354,0.5933,0.0527,0.0484,0
miR200,0.7794,0.08,0.0615,0.348,0.7024,0.0043,0.2001,0.553,0.0507,0.304,0
miR203,0.0105,0.2831,0.5229,0.9698,0.9126,0.6704,0.6067,0.9816,0.2266,0.5096,0
miR34,0.7723,0.2213,0.8059,0.389,0.2262,0.4314,0.1788,0.3277,0.2908,0.8545,0
AKT2,0.666,0.516,0.4344,0.7342,0.2259,0.424,0.1476,0.0911,0.7448,0.6685,0
ERK,0.1366,0.0586,0.9651,0.2395,0.9432,0.3918,0.7421,0.0961,0.0021,0.0446,0
SMAD,0.3847,0.1628,0.8026,0.1788,0.9578,0.7883,0.2842,0.6468,0.5165,0.6361,0
