gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.8522,0.6801,0.6666,0.9813,0.4968,0.7504,0.5909,0.3889,0.185,0.5098,0
DNAdamage,0.7191,0.7139,0.7573,0.4584,0.9203,0.5213,0.7444,0.0642,0.9845,0.6217,0
Metastasis,0.6961,0.5112,0.3859,0.6869,0.6861,0.9809,0.5721,0.6846,0.8588,0.3274,1
Migration,0.3492,0.9774,0.1088,0.1487,0.2342,0.2096,0.771,0.8473,0.6626,0.9132,1
Invasion,0.694,0.7101,0.6843,0.1673,0.0444,0.8052,0.876,0.3659,0.2608,0.3192,1
EMT,0.0456,0.8937,0.0763,0.5493,0.5494,0.4737,0.4055,0.8341,0.3404,0.3421,1
Apoptosis,0.8372,0.083,0.3065,0.2217,0.5227,0.0299,0.1471,0.8294,0.9925,0.0067,1
CellCycleArrest,0.8037,0.5051,0.7961,0.5208,0.5478,0.403,0.7645,0.4186,0.7252,0.6866,1
GF,0.3414,0.124,0.3897,0.589,0.1392,0.0411,0.558,0.334,0.9725,0.0235,0
TGFbeta,0.0355,0.6797,0.2173,0.2434,0.4204,0.3635,0.8516,0.5822,0.1329,0.713,0
p21,0.1185,0.0243,0.6163,0.0846,0.6874,0.2116,0.5743,0.3834,0.1674,0.6027,0
CDH1,0.9986,0.7286,0.1924,0.1801,0.5695,0.3079,0.0688,0.1298,0.2851,0.5978,0
CDH2,0.1359,0.2459,0.5419,0.0931,0.5653,0.6774,0.6522,0.9563,0.8096,0.215,0
VIM,0.0515,0.1953,0.7747,0.9215,0.3832,0.6238,0.7342,0.9806,0.4962,0.2447,0
TWIST1,0.8483,0.8083,0.7339,0.6224,0.6744,0.6562,0.2123,0.8411,0.7778,0.676,0
SNAI1,0.8946,0.2039,0.3586,0.0524,0.705,0.4946,0.5551,0.3233,0.6814,0.877,0
SNAI2,0.2863,0.8766,0.4477,0.5547,0.6278,0.0101,0.3883,0.707,0.9583,0.5615,0
ZEB1,0.962,0.3111,0.3116,0.9158,0.1953,0.6847,0.2189,0.7873,0.4826,0.2406,0
ZEB2,0.5945,0.9806,0.0132,0.5385,0.6207,0.4889,0.4676,0.8097,0.2492,0.0465,0
AKT1,0.9522,0.5086,0.1318,0.5878,0.8848,0.7706,0.2773,0.1723,0.3144,0.8798,0
DKK1,0.7898,0.8682,0.0425,0.8122,0.9959,0.927,0.5912,0.1246,0.2361,0.8949,0
CTNNB1,0.2745,0.1599,0.0228,0.2758,0.8856,0.1212,0.9713,0.2827,0.1356,0.0514,0
NICD,0.0358,0.6596,0.8122,0.7611,0.2387,0.6441,0.5288,0.4485,0.0714,0.1036,0
p63,0.0568,0.9298,0.1303,0.6089,0.9572,0.3296,0.4068,0.04,0.4427,0.1966,0
p53,0.4581,0.6568,0.2636,0.8806,0.8718,0.7527,0.1133,0.8079,0.8204,0.4914,0
p73,0.7707,0.7594,0.1986,0.59,0.6452,0.5392,0.6435,0.2911,0.4942,0.0231,0
miR200,0.5825,0.8229,0.9788,0.1211,0.5313,0.3444,0.259,0.3632,0.1709,0.6488,0
miR203,0.0042,0.3483,0.8211,0.4414,0.5931,0.2144,0.8531,0.3399,0.0269,0.4273,0
miR34,0.6275,0.2249,0.2613,0.0828,0.1662,0.4577,0.4283,0.0962,0.8259,0.9592,0
AKT2,0.3051,0.4433,0.9048,0.9983,0.6784,0.3883,0.046,0.1821,0.2889,0.1595,0
ERK,0.2597,0.6602,0.3964,0.9615,0.4198,0.7393,0.2607,0.514,0.4076,0.8127,0
SMAD,0.2621,0.1187,0.8626,0.0192,0.3162,0.9428,0.2432,0.6242,0.5811,0.1345,0
