gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.3624,0.959,0.3644,0.2093,0.0283,0.5125,0.9357,0.8987,0.4772,0.2846,0
DNAdamage,0.5485,0.899,0.6501,0.9007,0.6536,0.0196,0.8243,0.8971,0.6518,0.6259,0
Metastasis,0.0064,0.5956,0.4201,0.1701,0.4123,0.0075,0.3459,0.0769,0.4167,0.3935,1
Migration,0.4765,0.2765,0.9235,0.9575,0.9004,0.0212,0.7399,0.8893,0.9987,0.593,1
Invasion,0.1987,0.3719,0.559,0.686,0.766,0.6227,0.9353,0.9486,0.7054,0.2897,1
EMT,0.2619,0.6196,0.1424,0.6787,0.2023,0.6963,0.3691,0.9904,0.4873,0.5078,1
Apoptosis,0.521,0.846,0.3717,0.2567,0.7003,0.967,0.1972,0.0871,0.2301,0.513,1
CellCycleArrest,0.0866,0.8135,0.469,0.3327,0.372,0.6853,0.5351,0.3133,0.6001,0.7454,1
GF,0.0677,0.053,0.0914,0.9848,0.6497,0.9934,0.7363,0.9192,0.7352,0.7348,0
TGFbeta,0.1452,0.9328,0.1492,0.711,0.9404,0.0295,0.7898,0.2556,0.1817,0.9437,0
p21,0.6216,0.2588,0.0247,0.9793,0.1831,0.731,0.883,0.4856,0.0747,0.1701,0
CDH1,0.9657,0.3734,0.0267,0.4697,0.7566,0.7862,0.1727,0.8007,0.7389,0.155,0
CDH2,0.7616,0.7652,0.9132,0.4487,0.4079,0.6252,0.4385,0.3457,0.0898,0.3108,0
VIM,0.7143,0.4509,0.7667,0.5675,0.217,0.3138,0.0623,0.7228,0.2467,0.2188,0
TWIST1,0.5983,0.7893,0.8494,0.7136,0.6718,0.8857,0.0366,0.4302,0.9366,0.1301,0
SNAI1,0.1324,0.7365,0.5648,0.6159,0.2687,0.5757,0.505,0.0242,0.3904,0.829,0
SNAI2,0.5289,0.9172,0.3781,0.0844,0.2627,0.8643,0.3591,0.7387,0.3385,0.217,0
ZEB1,0.0109,0.15,0.5712,0.9972,0.735,0.4138,0.8589,0.1206,0.0755,0.995,0
ZEB2,0.1636,0.1653,0.9593,0.065,0.0362,0.7134,0.9987,0.3038,0.163,0.0226,0
AKT1,0.9784,0.4805,0.9796,0.8293,0.475,0.1958,0.2658,0.0546,0.3301,0.8382,0
DKK1,0.6427,0.1826,0.0076,0.6292,0.6683,0.8008,0.5934,0.0355,0.5834,0.5315,0
CTNNB1,0.3497,0.2931,0.2012,0.7511,0.7988,0.9741,0.3961,0.4421,0.145,0.4421,0
NICD,0.696,0.2366,0.0295,0.3151,0.6993,0.3673,0.1339,0.7998,0.9406,0.8506,0
p63,0.2712,0.1556,0.004,0.8419,0.8407,0.981,0.4722,0.9779,0.5128,0.4783,0
p53,0.5879,0.7963,0.6742,0.1306,0.5761,0.6685,0.0009,0.4072,0.1238,0.6608,0
p73,0.2071,0.556,0.0164,0.1325,0.3288,0.3136,0.2237,0.827,0.5283,0.0978,0
miR200,0.0262,0.8492,0.4528,0.1886,0.7405,0.2675,0.7749,0.9284,0.4815,0.5676,0
miR203,0.2641,0.1606,0.5463,0.0449,0.6477,0.5185,0.284,0.6784,0.993,0.5511,0
miR34,0.7099,0.1552,0.5991,0.7511,0.0777,0.4869,0.3368,0.0162,0.9974,0.241,0
AKT2,0.1879,0.2925,0.0405,0.8359,0.8234,0.6224,0.0261,0.7898,0.8474,0.1245,0
ERK,0.5463,0.31,0.0787,0.2219,0.7486,0.8367,0.006,0.0941,0.4188,0.3657,0
SMAD,0.3726,0.1538,0.9534,0.6478,0.6529,0.5142,0.5093,0.5552,0.1859,0.6256,0
