gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.9759,0.5947,0.7395,0.8167,0.3265,0.0895,0.7847,0.8702,0.5234,0.4272,0
DNAdamage,0.1183,0.454,0.282,0.742,0.2909,0.9928,0.5595,0.251,0.4193,0.1375,0
Metastasis,0.0,0.8515,0.5584,0.0646,0.0415,0.3741,0.0553,0.8115,0.5515,0.2934,1
Migration,0.3181,0.7278,0.2996,0.0786,0.5501,0.6636,0.663,0.9734,0.4879,0.5618,1
Invasion,0.7065,0.3037,0.2785,0.6748,0.3692,0.8288,0.6052,0.2971,0.7191,0.9657,1
EMT,0.7328,0.9285,0.4434,0.0205,0.3175,0.2041,0.6412,0.979,0.1656,0.623,1
Apoptosis,0.0247,0.9131,0.3763,0.9279,0.1445,0.5362,0.0819,0.2501,0.8757,0.7209,1
CellCycleArrest,0.1171,0.3862,0.5492,0.2045,0.1938,0.7778,0.8594,0.9087,0.5106,0.9953,1
GF,0.9996,0.4935,0.4944,0.7586,0.5893,0.0972,0.1009,0.4477,0.688,0.7471,0
TGFbeta,0.2375,1.0,0.8992,0.5154,0.8577,0.4141,0.2555,0.3956,0.4366,0.0143,0
p21,0.0083,0.9602,0.0751,0.1895,0.4633,0.6353,0.7463,0.8459,0.3558,0.5333,0
CDH1,0.1622,0.9228,0.446,0.7211,0.4335,0.009,0.9332,0.8753,0.686,0.4453,0
CDH2,0.7407,0.8373,0.6303,0.4523,0.5874,0.1352,0.4595,0.2296,0.2698,0.6604,0
VIM,0.074,0.7834,0.1542,0.1579,0.9735,0.4345,0.0775,0.6451,0.5327,0.1941,0
TWIST1,0.9807,0.2886,0.3841,0.4321,0.5296,0.3328,0.2844,0.1289,0.9992,0.9771,0
SNAI1,0.7158,0.5136,0.3233,0.3951,0.3607,0.8162,0.7232,0.7894,0.8336,0.2202,0
SNAI2,0.9962,0.6578,0.1566,0.7301,0.1369,0.6772,0.6278,0.9309,0.5293,0.7809,0
ZEB1,0.6403,0.9318,0.4463,0.4159,0.1561,0.153,0.0694,0.6,0.7083,0.6553,0
ZEB2,0.758,0.0974,0.8302,0.2737,0.6521,0.6335,0.2501,0.4653,0.4862,0.4096,0
AKT1,0.0231,0.7286,0.1699,0.1801,0.1746,0.3544,0.2116,0.0617,0.3716,0.8236,0
DKK1,0.3137,0.4534,0.3946,0.2546,0.9146,0.1077,0.2343,0.3458,0.1323,0.0393,0
CTNNB1,0.3345,0.3038,0.3153,0.612,0.8208,0.6549,0.8317,0.6158,0.2895,0.2137,0
NICD,0.6789,0.7043,0.7487,0.8505,0.3409,0.671,0.9521,0.4265,0.7666,0.2583,0
p63,0.8837,0.1436,0.0925,0.3724,0.4793,0.7415,0.8172,0.9755,0.32,0.8863,0
p53,0.5456,0.1746,0.8764,0.6907,0.3481,0.9829,0.3342,0.5764,0.7098,0.1685,0
p73,0.6229,0.9785,0.4685,0.5343,0.0914,0.5828,0.8245,0.1593,0.0042,0.5618,0
miR200,0.7704,0.3032,0.9043,0.2991,0.13,0.5476,0.8919,0.7622,0.5672,0.7438,0
miR203,0.2184,0.4511,0.8802,0.0573,0.0507,0.5326,0.9931,0.2474,0.5013,0.5236,0
miR34,0.5305,0.89,0.4959,0.2417,0.2334,0.736,0.0414,0.4628,0.2107,0.6072,0
AKT2,0.0342,0.8211,0.6965,0.0633,0.527,0.0388,0.2483,0.5027,0.4318,0.0116,0
ERK,0.3931,0.191,0.0588,0.1948,0.9516,0.4037,0.5093,0.2264,0.9125,0.2831,0
SMAD,0.617,0.8882,0.7287,0.1265,0.8596,0.1789,0.206,0.3098,0.0192,0.0389,0
