gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.9396,0.803,0.5304,0.2599,0.3799,0.1908,0.6377,0.3565,0.5406,0.7787,0
DNAdamage,0.585,0.5933,0.6914,0.2863,0.2886,0.7201,0.1101,0.8924,0.5177,0.0856,0
Metastasis,0.0194,0.8199,0.7664,0.9641,0.9355,0.23,0.8908,0.0264,0.3449,0.4658,1
Migration,0.2707,0.2118,0.7644,0.0857,0.4245,0.4657,0.2709,0.7531,0.2756,0.0797,1
Invasion,0.4051,0.0977,0.9755,0.1587,0.5553,0.6554,0.1915,0.9108,0.7733,0.6231,1
EMT,0.4292,0.0407,0.9237,0.1639,0.1399,0.3535,0.8747,0.8615,0.09,0.1281,1
Apoptosis,0.4786,0.9336,0.664,0.7218,0.1117,0.3778,0.6707,0.2467,0.1472,0.9571,1
CellCycleArrest,0.2583,0.2773,0.5564,0.7934,0.8339,0.2033,0.9934,0.9588,0.4512,0.8125,1
GF,0.1286,0.4284,0.642,0.5974,0.8929,0.7293,0.97,0.4812,0.3591,0.5768,0
TGFbeta,0.0577,0.1408,0.7714,0.7473,0.5165,0.7318,0.8577,0.1582,0.2715,0.5472,0
p21,0.5259,0.5605,0.8238,0.0007,0.9646,0.8119,0.0144,0.1365,0.4513,0.6316,0
CDH1,0.3052,0.3882,0.6637,0.6761,0.4658,0.5268,0.478,0.7792,0.6776,0.5963,0
CDH2,0.0377,0.9718,0.1916,0.9498,0.8463,0.4947,0.4562,0.4629,0.9406,0.4575,0
VIM,0.6907,0.5886,0.0959,0.7999,0.5113,0.9456,0.033,0.5856,0.4901,0.4176,0
TWIST1,0.8351,0.0133,0.7165,0.0924,0.6823,0.0984,0.6353,0.5331,0.9133,0.1009,0
SNAI1,0.8265,0.4046,0.4969,0.6855,0.1195,0.8724,0.9095,0.3877,0.7294,0.3796,0
SNAI2,0.4145,0.9817,0.2159,0.8341,0.4778,0.5858,0.8836,0.5108,0.842,0.9168,0
ZEB1,0.8937,0.7484,0.5217,0.2815,0.0886,0.7517,0.8756,0.1955,0.794,0.172,0
ZEB2,0.095,0.852,0.1035,0.8863,0.6197,0.4692,0.232,0.6841,0.7273,0.7214,0
AKT1,0.0404,0.6482,0.4356,0.723,0.0517,0.4984,0.839,0.0996,0.8491,0.0512,0
DKK1,0.0929,0.5339,0.7247,0.38,0.4211,0.3946,0.0446,0.989,0.6216,0.4054,0
CTNNB1,0.1089,0.0609,0.0747,0.0198,0.8421,0.6237,0.241,0.0381,0.3918,0.6194,0
NICD,0.633,0.0139,0.0053,0.0604,0.7033,0.3451,0.5737,0.7154,0.3825,0.6422,0
p63,0.4218,0.5057,0.6705,0.5677,0.4168,0.5013,0.5216,0.4015,0.4742,0.0866,0
p53,0.5964,0.2336,0.2357,0.552,0.1008,0.7405,0.3553,0.1931,0.7428,0.9823,0
p73,0.6477,0.5778,0.4337,0.8762,0.7502,0.328,0.6698,0.4359,0.602,0.3946,0
miR200,0.1721,0.0404,0.6698,0.9974,0.6264,0.6839,0.9853,0.187,0.1538,0.3715,0
miR203,0.1753,0.9566,0.8656,0.2416,0.0868,0.9262,0.3137,0.9178,0.8768,0.263,0
miR34,0.6876,0.5651,0.1893,0.1682,0.515,0.6834,0.9333,0.62,0.3709,0.8539,0
AKT2,0.6645,0.3351,0.9875,0.9831,0.5882,0.9496,0.6103,0.0605,0.9562,0.9805,0
ERK,0.3746,0.9677,0.2014,0.6701,0.2939,0.0436,0.6201,0.8632,0.9309,0.043,0
SMAD,0.284,0.5323,0.5182,0.6329,0.9728,0.9718,0.7251,0.3853,0.0162,0.8024,0
